,kcat,data_type,MW,kcat_MW
GPDDA1,12.048782142857142,Other_species,28622.549200000023,1515.4351001791858
GPDDA2,12.048782142857142,Other_species,28622.549200000023,1515.4351001791858
GPDDA4,2.0446,Other_species,28622.549200000023,257.159484592658
FDH7_num1,8027.379684424429,fill,154548.6120000009,186986.9065140991
XYLabc,8027.379684424429,fill,19366.062099999996,1492227.315739525
HYD2,8027.379684424429,fill,17446.839600000003,1656378.3198836732
FDH7_reverse_num1,8027.379684424429,fill,154548.6120000009,186986.9065140991
FDH7_num2,8027.379684424429,fill,78924.34330000033,366155.3033654171
FDH7_reverse_num2,8027.379684424429,fill,78924.34330000033,366155.3033654171
