,kcat,data_type,MW,kcat_MW
CSNATm,42.53666666666667,Other_species,154663.7408000007,990.0963160978924
AGTim,32.985708333333335,Other_species,50696.3896000001,2342.347274370792
MALSp,140.03,Other_species,123271.1288000004,4089.4247088292936
FACOAL1821_num1,0.6263333333333333,Other_species,69102.54790000022,32.629766463357754
OAAAKGtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
PDHe3hr,313.957648,Other_species,113507.86280000026,9957.43823308069
ASPTAm_num1,174.57206896551725,Other_species,94941.49960000021,6619.4388220497485
3OAR180_1,170.8933846153846,Other_species,26626.213300000007,23105.658235502244
GCC2cm,313.957648,Other_species,105655.50200000008,10697.479179077669
PYDXK,15.040314285714286,Other_species,32271.70520000004,1677.7896021611948
FACOAL160_num1,0.6263333333333333,Other_species,69102.54790000022,32.629766463357754
PRPPS_num1,51.88235294117647,Other_species,31908.001600000025,5853.593494499359
SERDC_m,4677.44868907671,fill,41576.431500000035,405008.6713352526
3OAR181_h,4677.44868907671,fill,26626.213300000007,632414.9472909147
SAL_m_num1,4677.44868907671,fill,132289.75120000052,127287.37583925617
GMPS,88.30191666666667,Other_species,59612.57350000011,5332.547839089675
3OAR60_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
GMPS2,88.30191666666667,Other_species,59612.57350000011,5332.547839089675
3OAR80_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
ALATA_L,80.16384615384615,Other_species,51936.41720000009,5556.599043837118
IMPD,1.9907142857142857,Other_species,50499.24240000006,141.91443451380212
AKGMALtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
MALOAAtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
PGI_num1,1868.2132,Other_species,123051.85400000033,54656.3688508097
AGMTm,1.516,Other_species,45335.98880000005,120.38118378924591
ANPRT_num1,0.8697687096774194,Other_species,37358.644700000026,83.81372986046006
HOXG_c_num1,4677.44868907671,fill,94076.23600000027,178991.16712828635
TRPS1,16.120784705882354,Other_species,71652.72490000034,809.9458188390014
PDHam1mi,36.37985,Other_species,92179.50160000006,1420.7872436576495
PDHe2hr,2.4,Other_species,98295.75339999999,87.89799865352069
THRD_L,190.85,Other_species,132289.75120000052,5193.5996081909425
FACOAL180_1_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
THRD_Lm_num1,190.85,Other_species,132289.75120000052,5193.5996081909425
FTHFLi,286.3618181818182,Other_species,70784.05520000037,14564.050371820746
SERTRS,1.960846153846154,Other_species,51827.53280000003,136.20262768607327
ALCD2y_num1,90.64166754798087,Other_species,75059.03540000004,4347.378052938993
GACT_h,4677.44868907671,fill,29388.071100000016,572981.3033110617
ASNS1,3.514,Other_species,66752.15450000028,189.51298418390297
THRA_m,4677.44868907671,fill,43833.830800000054,384151.1219383576
AKGCITtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
CITtam,4677.44868907671,fill,33640.84230000001,500546.77973018977
OAACITtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
PKETX,4677.44868907671,fill,94198.4136000004,178759.01129481534
PKETF,4677.44868907671,fill,94198.4136000004,178759.01129481534
SUAT_h,4677.44868907671,fill,42546.68460000005,395772.6774479659
UPPDC1,333.147,Other_species,80625.93540000005,14875.228349908848
NPDPS_m,4677.44868907671,fill,35933.827900000055,468606.2205100095
CYSS_m,4677.44868907671,fill,72736.95560000007,231502.8879305493
CSm,121.77949230769231,Other_species,52292.05610000004,8383.800619147809
RNDR3,2.831166666666667,Other_species,91575.28670000046,111.29858684897732
DOLPMT,4677.44868907671,fill,26278.364400000017,640786.2766632518
TPIh_num1,4243.61346,Other_species,31511.929000000033,484800.80213432765
RNDR2,2.831166666666667,Other_species,91575.28670000046,111.29858684897732
TMDS_num1,5.766468130434783,Other_species,55139.64740000009,376.48563689518954
PCm,11.38076923076923,Other_species,272132.54940000054,150.55446076223453
AKGICITtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
CITtcm,4677.44868907671,fill,33640.84230000001,500546.77973018977
MALICITtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
OAAICITtm,4677.44868907671,fill,33640.84230000001,500546.77973018977
GHMT2rm,0.64804,Other_species,109839.83440000012,21.239507622564272
PYDXNK,15.040314285714286,Other_species,32271.70520000004,1677.7896021611948
SDH_m,4677.44868907671,fill,102622.07380000035,164085.7045385113
PYDXS,0.016436,Other_species,35987.92630000001,1.6441514164154545
PEPC_m,4677.44868907671,fill,223751.17900000172,75256.87844834117
PYK_num1,2372.127465826873,Other_species,219777.71520000062,38855.89068575738
GAPD_num1,90.10433645161291,Other_species,141670.97320000012,2289.640593968943
MTMOHT,0.781,Other_species,30856.057500000024,91.11987168159762
GAPDH_nadp_hi,265.6,Other_species,160728.80080000014,5948.9027183732915
IPPSh,32.437892857142856,Other_species,70951.60380000023,1645.860107896728
PPNCL_m,4677.44868907671,fill,23492.84150000003,716763.6695065658
PPDK_h,4677.44868907671,fill,220222.27860000153,76462.81469669635
METS_1,170.34306666666666,Other_species,84772.71790000038,7233.87258532143
PGKh,36933.62539583339,Brenda_SA,46653.00050000007,2850000.0000000005
GAPDHm_num1,90.10433645161291,Other_species,143161.40160000024,2265.803544813897
MTHFR2_1_num1,78.576667,Other_species,72022.84550000026,3927.587132057966
MTHFR3_1_num1,78.576667,Other_species,72022.84550000026,3927.587132057966
RNDR1,2.831166666666667,Other_species,91575.28670000046,111.29858684897732
DHFR2i_num1,70.28076744186046,Other_species,55139.64740000009,4588.545170687785
DMORh_num1,2.4045526470588237,Other_species,58836.06440000009,147.12726994383655
OCBTm,108.34444444444445,Other_species,38464.32140000009,10140.306283942373
UPPDC1_1_num1,333.147,Other_species,90702.0350000001,13222.73750528308
DVCHLDR,0.28700000000000003,Other_species,43368.87160000002,23.823538908953296
RPEh,1332.4597777777778,Other_species,27811.651400000006,172476.46071099536
FBA_h_num1,4677.44868907671,fill,95833.04720000003,175709.9014657665
CBL_m,4677.44868907671,fill,43219.238500000065,389613.88180581044
ORNTArm,13.474716666666668,Other_species,97367.91019999998,498.20294900403445
GRTT_num1,7.893761928571428,Other_species,37108.838500000034,765.7890705163708
P5CR,347.9546875,Other_species,29930.301699999975,41851.79580064176
DAPEP_h,4677.44868907671,fill,36072.31410000003,466807.1816517073
DPHS,16.406798387096774,Other_species,55767.37610000005,1059.1223457893393
DMATT_num1,0.5995714285714286,Other_species,37108.838500000034,58.165580764731864
FPPS_h,4677.44868907671,fill,36117.81440000002,466219.1098882259
GPPS_h,4677.44868907671,fill,36117.81440000002,466219.1098882259
IDIh,2151.6445714285715,Other_species,25817.74899999999,300023.0754874432
ACACT10m,356.79285714285714,Other_species,41787.02350000001,30738.113848053457
PETHCT,1.2625,Other_species,42223.417000000096,107.64169086552113
HMGLm,52.744,Other_species,68201.81000000006,2784.066874471511
IMPDH_h,4677.44868907671,fill,89479.86520000015,188185.5235592837
DHQS_1_num1,1476.1764705882354,Other_species,94751.65640000012,56085.93555012132
DHFOR_num1,70.28076744186046,Other_species,55139.64740000009,4588.545170687785
KARI_num1,2.561067438016529,Other_species,58836.06440000009,156.70393441304836
KARI_23dhmp_num1,2.561067438016529,Other_species,58836.06440000009,156.70393441304836
FACOAL1831_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
MCOATA_1,8.929204347826087,Other_species,74873.04600000002,429.3285417047665
MGCHrm,97.82,Other_species,28931.033899999984,12172.119434694665
THFOR1_num1,70.28076744186046,Other_species,55139.64740000009,4588.545170687785
MMSAD1m,1.4538333333333333,Other_species,57627.8834000001,90.82061827035609
NITR,376.5125,Other_species,100117.91200000068,13538.486499798266
THFOR2_num1,70.28076744186046,Other_species,55139.64740000009,4588.545170687785
CHORM_num1,89.5923076923077,Other_species,33042.2569,9761.206949889302
3OAS181_1_num1,0.029,Other_species,90352.91960000008,1.1554690259284095
3OAS120_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
3OAS100_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
3OAS60_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
3OAS140_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
PYDAMK,15.040314285714286,Other_species,32271.70520000004,1677.7896021611948
3OAS80_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
FOLR2_1_num1,70.28076744186046,Other_species,55139.64740000009,4588.545170687785
3OAS180_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
3OAS160_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
CHRS,0.43915,Other_species,47140.890700000054,33.5364897973809
GGPS_h,4677.44868907671,fill,36117.81440000002,466219.1098882259
CMS_h,4677.44868907671,fill,29795.85180000004,565139.583647551
GUAD,59.83166666666666,Other_species,43016.48230000007,5007.243467697489
SELCYSLY2,4677.44868907671,fill,82393.19680000008,204371.42791716685
HGNTOR,36.98111111111111,Other_species,54085.273800000105,2461.520311282953
MI3PS,2.03814,Other_species,58636.33220000015,125.13238336554721
ASADH,143.89694444444444,Other_species,37258.946700000015,13903.479456116771
ASPK_1_num1,45.04333333333334,Other_species,94484.0182000007,1716.2267554789366
SUCOASm,66.88433333333333,Other_species,80082.66210000006,3006.6882604293423
EAR160x_1,15.555720606060605,Other_species,32770.87790000002,1708.8524253974333
DADK_num1,409.4039523809524,Other_species,20070.729499999998,73433.01739836755
ADSS,3.10125,Other_species,57142.6403,195.37949141632507
MTRI,13.0,Other_species,89589.6763000005,522.3816173114104
MTAN_m,4677.44868907671,fill,28077.73890000001,599721.2005086404
GLCNACPT_c,4677.44868907671,fill,41404.67140000003,406688.77958239627
DVPCHLDR,4677.44868907671,fill,43368.87160000002,388269.6196475665
3OAS40_h_num1,4677.44868907671,fill,90352.91960000008,186367.14071026148
PDHam2mi,9.8675,Other_species,78010.55460000005,455.3614595120438
PDHe2r_num1,2.4,Other_species,58004.040100000115,148.9551414884975
PRFGS,499.525,Other_species,143148.78380000027,12562.38406127483
HISTD,5.091545454545455,Other_species,36312.993800000055,504.7659726795539
ASPCT,97.48194416666666,Other_species,36752.47470000008,9548.608681852906
DHORTS,2.5414334,Other_species,39162.51750000009,233.62032943872873
NCPA_c,4677.44868907671,fill,34279.27030000001,491224.4377814586
FACOAL1832_num1,0.6263333333333333,Other_species,69102.54790000022,32.629766463357754
MPMT_h,4677.44868907671,fill,56575.156600000046,297636.21159249503
ARGTRS_num1,3.209840952380952,Other_species,63836.65920000021,181.01554143628164
OBFOOLOR,199.946,Other_species,54813.857900000105,13131.817893810365
FBP,38.98173076923077,Other_species,74051.58380000001,1895.0874993875657
CYSTRS_num1,31.261725,Other_species,41982.627000000066,2680.6852748876295
PPNDH,1.0545772727272726,Other_species,33652.021200000025,112.81575508511146
PPBNGD,0.25,Other_species,35949.83010000002,25.034888829697124
GHMT2r_num1,0.64804,Other_species,51057.36880000006,45.69260137823626
PPPGO_1,1.4891381521869564,Other_species,113284.54240000005,47.32240810881398
GLYTLm,170.70833333333334,Other_species,78801.90470000029,7798.66936388909
PRAGSr,203.34,Other_species,130341.66340000079,5616.1934787767605
PSP_m,4677.44868907671,fill,52099.162599999996,323207.023689785
ACOATA_1,1.4916666666666667,Other_species,74873.04600000002,71.7214042554112
EAR180x_1,15.555720606060605,Other_species,32770.87790000002,1708.8524253974333
GLTS_m,4677.44868907671,fill,477855.95260000014,35238.26623704625
FBA3hi_num1,18.7630091369863,Other_species,95833.04720000003,704.8386216101732
TPI,4243.61346,Other_species,57021.657999999974,267915.8935715269
HISTRS,54.325203225806455,Other_species,49331.246500000045,3964.4392852084743
ILETRS_num1,19.267500000000002,Other_species,117336.27590000082,591.1471066212654
AKGDbm,186.0,Other_species,40052.13860000001,16718.208400487252
AKGDam,8.801045454545454,Other_species,484514.0180000023,65.39287298053672
PSCIT,20.444832603448276,Other_species,101709.97020000016,723.6399462873276
FUM,145.7875,Other_species,97456.23420000011,5385.340448543613
LEUTRS,6.6584642857142855,Other_species,122764.77460000085,195.25528806348058
DAPAT_h,4677.44868907671,fill,48022.33040000001,350645.5255381807
DHPR_h,4677.44868907671,fill,29734.453899999997,566306.5256657079
GLUTRS_num1,1.438,Other_species,357233.42040000093,14.491365321316914
LYSTRSm,5.0249999999999995,Other_species,54800.60690000013,330.10583318922977
GLUTRR_1,199.912,Other_species,223624.8644000003,3218.2610906481964
CBMK_m,4677.44868907671,fill,35807.6536,470257.4334743944
FRTT_num1,0.8919166666666667,Other_species,37108.838500000034,86.52655620035095
FMETTRS,12.649192307692308,Other_species,36710.57430000001,1240.4353017079416
RPE,1332.4597777777778,Other_species,24351.06179999999,196987.51698786303
TKT1,15.60794827586207,Other_species,74096.04020000031,758.321411528051
TKT2,15.60794827586207,Other_species,74096.04020000031,758.321411528051
FORAMD_num1,60.7,Other_species,49264.85230000004,4435.616667828715
HEMEASM_m,4677.44868907671,fill,45850.5060000001,367254.7317291573
DHAD_3mob_h,14.895461538461538,Other_species,59844.69100000006,896.0470952797046
DHADh,14.895461538461538,Other_species,59844.69100000006,896.0470952797046
DHFS,0.5219166666666667,Other_species,65816.63720000029,28.547493155727377
BETALDHx,70.29425,Other_species,203978.2056000004,1240.6193066343924
PROTRS,39.32451020408163,Other_species,54406.22840000006,2602.059376251373
ACOAT_h,4677.44868907671,fill,50320.03750000007,334634.39451284456
PANTS_m,4677.44868907671,fill,34176.36840000001,492703.46935621614
FBA_num1,18.7630091369863,Other_species,33410.24050000007,2021.7403970243956
3OAR40_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
3OAR100_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
3OAR120_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
IDP_h,4677.44868907671,fill,25987.997600000013,647945.8533071493
3OAR140_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
3OAR160_1,69.30816285714286,Other_species,26626.213300000007,9370.8175276172
PPAm,297.986065,Other_species,35890.83260000002,29889.24347216173
IMPHL_1_h,4677.44868907671,fill,86655.29160000062,194319.52705674164
IMPHL_2_h,4677.44868907671,fill,86655.29160000062,194319.52705674164
ARGSL,418.3162608695652,Other_species,48944.354200000045,30768.381026680978
ATPS4m,107.38777777777777,Other_species,182902.9988000005,2113.6668208635133
ADK1_num1,409.4039523809524,Other_species,20070.729499999998,73433.01739836755
VALTRS,13.320363636363636,Other_species,120018.75210000081,399.5484726499565
HMBDPO_h,4677.44868907671,fill,165720.44480000107,101609.7639672522
TRPS2,14.647216808510638,Other_species,71652.72490000034,735.9103311734352
ACN_a_m,4677.44868907671,fill,106670.5691000008,157858.1179677613
GALh,130.606,Other_species,45936.33790000001,10235.50464609413
VALTLh,13.320363636363636,Other_species,116170.1132000007,412.7852488905795
ACN_b_m,4677.44868907671,fill,106670.5691000008,157858.1179677613
NADK_h,4677.44868907671,fill,26025.744899999994,647006.0836059359
FACOAL181_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
ACS,424.1152962962963,Other_species,74319.59220000029,20543.910716811773
CTPS1,19.576011267605633,Other_species,60686.558600000135,1161.2726473400674
ASPTA_num1,174.57206896551725,Other_species,47433.25240000012,13249.343371526016
PSII_u,4677.44868907671,fill,299029.42040000047,56311.56712992155
P5CDm,2.926,Other_species,60599.27820000008,173.8238525751943
GALm,130.606,Other_species,318541.8056000018,1476.0436204421305
GLCt1,4677.44868907671,fill,56724.97420000014,296850.11792700144
GLCt_x,4677.44868907671,fill,47043.14750000007,357944.06147412077
G3P_pi_thr_num1,4677.44868907671,fill,161993.95240000024,103947.18463993803
AGAS_h,4677.44868907671,fill,52586.74230000008,320210.2762824335
UREASE_m,4677.44868907671,fill,94031.9019000005,179075.55776744388
TPI_m,4677.44868907671,fill,261396.88440000114,64418.57682935751
GLU5K_num1,12.25,Other_species,74910.50470000043,588.702481402448
SERA_m_num1,4677.44868907671,fill,48296.46480000006,348655.2349205513
PSAT_m,4677.44868907671,fill,89866.07220000008,187376.78045170134
PGKm,37592.43670000005,Brenda_SA,47485.18320000006,2850000.0000000005
PYK_h,4677.44868907671,fill,256103.30040000094,65750.09089838382
PPTPt_x,4677.44868907671,fill,46537.67490000005,361831.89892617817
TPTPt_m,4677.44868907671,fill,142471.08040000024,118191.1110198623
PYRNAt_h,4677.44868907671,fill,33100.28170000003,508721.2076710556
PGTPt_m,4677.44868907671,fill,142471.08040000024,118191.1110198623
PGTPti_h_num1,4677.44868907671,fill,161993.95240000024,103947.18463993803
THRA,8.394273357142858,Other_species,40552.28060000003,745.1956742899996
ASPK,45.04333333333334,Other_species,94484.0182000007,1716.2267554789366
HSDH_m,4677.44868907671,fill,46137.008100000065,364974.1492594994
FUMm,145.7875,Other_species,124748.5674000003,4207.142502223226
HSDH_h_num1,4677.44868907671,fill,49494.45490000002,340216.19825287035
HSK_1,14.2583,Other_species,45660.46340000006,1124.1646750348123
THRS,274.2119310886667,Other_species,55144.17870000017,17901.489788970182
THRS_1,274.2119310886667,Other_species,56090.26890000008,17599.540370882383
DHPS_h,4677.44868907671,fill,31666.802000000036,531749.7889643589
EDD_m,4677.44868907671,fill,59844.69100000006,281375.2565064818
EDA_m,4677.44868907671,fill,27023.672499999993,623113.5046754346
DAPDC_h,4677.44868907671,fill,50961.069800000034,330425.0744099596
AASPh,43.2254,Other_species,42546.68460000005,3657.4281042805346
HSAT_m,4677.44868907671,fill,41765.4949,403175.2843104981
ACKr,877.3984210526315,Other_species,43874.99210000003,71991.67827974312
PYC_h,4677.44868907671,fill,275761.28940000053,61063.01329426597
AHSERL2_1,4677.44868907671,fill,47833.69750000003,352028.3014014575
CYSTS,30.462,Other_species,101694.88560000015,1078.3551144483497
CYSTGL,1.4454151515151514,Other_species,42383.73930000009,122.77101151041042
SHL_c,4677.44868907671,fill,101694.88560000015,165581.7318769483
ICDHxm_num1,180.5,Database,123071.53780000043,5279.856022080174
ARGN,282.42069444444445,Other_species,32309.554999999997,31467.92024835997
ASNS2_num1,3.514,Other_species,44287.847900000044,285.6404318530905
ASNN,138.04306666666668,Other_species,36382.27110000007,13659.263838534782
ATPPRT,0.986125,Other_species,32075.758000000038,110.67704152151278
GLUDy,122.23937837837838,Other_species,49457.60850000006,8897.756594158038
GDHm,119.37255263157894,Other_species,121970.71840000093,3523.314407842997
PGMm_num1,397.38670952380954,Other_species,63863.777800000054,22400.681631547846
IGPDH,1000.0,Other_species,43545.134,82672.84238923229
PDX5POi,0.11714285714285715,Other_species,33972.712599999984,12.413323913212803
HSTPT,268.1982023812143,Other_species,40653.06900000011,23750.07723457161
GTPCI,7.2103725,Other_species,20715.888399999996,1253.016066643804
HISTP,338.10405555555553,Other_species,43545.134,27952.023296104682
PYDXNO_num1,0.11714285714285715,Other_species,33972.712599999984,12.413323913212803
PTHPS,499.516,Other_species,19597.354899999995,91760.22015093478
SPR,0.9057142857142857,Other_species,30643.087500000034,106.40479450941179
PYAM5PO,0.11714285714285715,Other_species,33972.712599999984,12.413323913212803
ACP1619ZD9DS_h,4677.44868907671,fill,35531.6812,473909.89426855935
ACP1819ZD9DS_h,4677.44868907671,fill,35531.6812,473909.89426855935
ARODH_h,4677.44868907671,fill,43503.08490000006,387071.7517937707
PHEH_c,4677.44868907671,fill,45486.65270000009,370192.44725994364
HTHBDH_m,4677.44868907671,fill,7367.249799999999,2285631.102216211
PYDXO_1,0.11714285714285715,Other_species,33972.712599999984,12.413323913212803
ATNS,0.2139,Other_species,105055.28650000089,7.329854837909499
BACCL_c,4677.44868907671,fill,499666.293999998,33700.122427462
ACCOAC,9.1091875,Other_species,499666.293999998,65.62995221766977
PMANM,24.803846153846155,Other_species,56581.97740000004,1578.1323003717805
FACOAL140_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
FACOAL161_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
FACOAL_162_9Z12Z_c_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
FACOAL_163_6Z9Z12Z_c_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
ETHAK,6.48672,Other_species,55334.378600000106,422.0195941623885
GLYTRS,170.70833333333334,Other_species,67433.98990000025,9113.3566456817
PETHMT_c,4677.44868907671,fill,32475.125800000027,518514.2433128355
PETHDMT_c,4677.44868907671,fill,32475.125800000027,518514.2433128355
NADHOR_m,4677.44868907671,fill,310086.7029000004,54303.57097932862
PETHTMT_c,4677.44868907671,fill,32475.125800000027,518514.2433128355
PIP3P_EPA_LNA_c,4677.44868907671,fill,111559.45780000079,150940.27537193746
CHLPCTD,122.68777777777778,Other_species,59687.47510000009,7399.810416842366
GLYCLm,218.29692888888889,Other_species,230885.19360000096,3403.721701450832
MI3PP,5.476,Other_species,30935.09049999999,637.2569040973068
MI3PP_h,4677.44868907671,fill,29089.957800000015,578853.204134801
MI3PP_m,4677.44868907671,fill,39542.03590000006,425845.9357849132
GALUi,215.99589285714285,Other_species,65950.29630000022,11790.473400582912
HGDH_m,4677.44868907671,fill,56330.431000000084,298929.28177091584
G1PUT_h,4677.44868907671,fill,77658.47040000027,216831.66297177158
FCYTOB5OXR_c_num1,4677.44868907671,fill,28134.9429,598501.846636986
FCYTOB5OXR_m,4677.44868907671,fill,28121.856099999994,598780.3657339731
COA181_9Z_9DS_c,4677.44868907671,fill,75942.31260000009,221731.6632082144
FACOAL205_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
FACOAL226_num1,4677.44868907671,fill,69102.54790000022,243678.64561295146
G3PAT140_c,4677.44868907671,fill,123675.59260000034,136153.09962683867
G3PAT160_1,0.029745,Other_species,123675.59260000034,0.8658296899884813
G3PAT1619Z_c,4677.44868907671,fill,123675.59260000034,136153.09962683867
G3PAT180_1,4677.44868907671,fill,123675.59260000034,136153.09962683867
EAR181_h,4677.44868907671,fill,32770.87790000002,513834.73253477126
G3PAT1819Z_c,4677.44868907671,fill,123675.59260000034,136153.09962683867
G3PAT2055Z8Z11Z14Z17Z_c,4677.44868907671,fill,123675.59260000034,136153.09962683867
G3PAT2264Z7Z10Z13Z16Z19Z_c,4677.44868907671,fill,123675.59260000034,136153.09962683867
PAPA_PALM_HDE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_PALM_STC_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA1601819Z_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_PALM_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_PALM_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA140_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_MYRS_PALM_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_HDE_MYRS_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_HDE_PALM_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA161_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_MYRS_HDE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_MYRS_STC_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_MYRS_OLE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_MYRS_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_MYRS_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_PALM_MYRS_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_DHA_OLE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_HDE_STC_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_HDE_OLE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_DHA_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_HDE_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_HDE_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PCW3DS_STC_STA_sn2_c,4677.44868907671,fill,99843.90660000026,168651.4065213481
PAPA_STC_MYRS_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_DHA_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_STC_PALM_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_STC_HDE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
CHOPT_EPA_DHA_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_MYRS_MYRS_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_DHA_MYRS_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_DHA_PALM_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_DHA_HDE_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_DHA_STC_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_DHA_OLE_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
PAPA180_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA1801819Z_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_STC_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_STC_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_OLE_MYRS_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_OLE_PALM_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_OLE_HDE_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
CHOPT_DHA_EPA_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
CHOPT_DHA_DHA_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
PAPA_OLE_STC_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
CHOPT_MYRS_PALM_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
PAPA181_9_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_OLE_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_OLE_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_EPA_MYRS_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_EPA_PALM_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_EPA_HDE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_EPA_STC_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_EPA_OLE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
CHOPT_MYRS_HDE_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
PAPA_EPA_EPA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_EPA_DHA_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_DHA_MYRS_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
CHOPT_MYRS_STC_c_num1,4677.44868907671,fill,24992.555500000017,673753.24146729
PCD6DS_MYRS_GLNA_sn2_c,4677.44868907671,fill,106902.7336000002,157515.29183231408
PCD6DS_PALM_GLNA_sn2_c,4677.44868907671,fill,106902.7336000002,157515.29183231408
PAPA_DHA_PALM_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_DHA_HDE_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PAPA_DHA_STC_c_num1,4677.44868907671,fill,44185.29840000005,381095.42971143854
PCW3DS_LNA_STA_sn2_c,4677.44868907671,fill,99843.90660000026,168651.4065213481
PCW3DS_OLE_STA_sn2_c,4677.44868907671,fill,99843.90660000026,168651.4065213481
