metname,inchikey
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
altrn,RGHNJXZEOKUKBD-AIHAYLRMSA-M
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
thrp,USRGIUJOYOXOQJ-GBXIJSLDSA-L
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
Largn,MIEILDYWGANZNH-DSQUFTABSA-M
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
dhptd,UYTRITJAZOPLCZ-BYPYZUCNSA-N
gam1p,YMJBYRVFGYXULK-QZABAPFNSA-M
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
orn__D,AHLPHDHHMVZTML-SCSAIBSYSA-O
cala,JSJWCHRYRHKBBW-UHFFFAOYSA-M
cyst__L,ILRYLPWNYFXEMH-WHFBIAKZSA-N
applp,YBOLZUJJGUZUDC-GSVOUGTGSA-M
palmcdlpn,NA
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K
h3octacp,NA
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
nmn,DAYLJWODMCOQEW-TURQNECASA-M
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
sectrna,NA
ctncoa,NA
galt,FBPFZTCFMRRESA-GUCUJZIJSA-N
56dura,OIVLITBTBDPEFK-UHFFFAOYSA-N
unaga,NEVJGTXBHJNFAZ-JXCMATCVSA-L
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
ser__D,MTCFGRXMJLQNBG-UWTATZPHSA-N
2mop,VOKUMXABRRXHAR-UHFFFAOYSA-M
alaala,DEFJQIDDEAULHB-QWWZWVQMSA-N
dah35,NA
c1yda,NA
cdpdhexdecglc,NA
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K
cmylphosph,NA
2h3k5m,YIEMFVNCENFBSD-XQRVVYSFSA-L
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
pro__D,NA
dodecacp,NA
q8,ICFIZJQGJAJRSU-SGHXUWJISA-N
octcoa,NA
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
o3xooctcoa,NA
no3,NHNBFGGVMKEFGY-UHFFFAOYSA-N
ribl5p,NA
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
srcoa,NA
2oxoadp,FGSBNBBHOZHUBO-UHFFFAOYSA-L
acap,NA
csn,OPTASPLRGRRNAP-UHFFFAOYSA-N
trnathr,NA
fmnh2,YTNIXZGTHTVJBW-SCRDCRAPSA-L
oxo3dodeccoa,NA
glytrna,NA
nicrns,PUEDDPCUCPRQNY-ZYUZMQFOSA-N
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
decacp,NA
tag6p__D,BGWGXPAPYGQALX-OEXCPVAWSA-L
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
anhm,NA
cdpoctdecglc,NA
leutrna,NA
scl,KWIZRXMMFRBUML-AHGFGAHVSA-F
fdxo_2_2,NA
ttetdec2enoylcoa,NA
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
2mb2coa,PMWATMXOQQZNBX-DKBZLLMOSA-J
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J
dhlpro,NA
tyrtrna,NA
2mecdp,SFRQRNJMIIUYDI-UHNVWZDZSA-L
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
elecacceptred,NA
sertrna_sec,NA
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N
met__D,FFEARJCKVFRZRR-SCSAIBSYSA-N
2ameph,QQVDJLLNRSOCEL-UHFFFAOYSA-N
bhb,WHBMMWSBFZVSSR-GSVOUGTGSA-M
btcoa,CRFNGMNYKDXRTN-CITAKDKDSA-J
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
sng3p,NA
fuc,NA
alpro,NA
suc6p,PJTTXANTBQDXME-UGDNZRGBSA-L
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M
msa,OAKURXIZZOAYBC-UHFFFAOYSA-M
strphglc,NA
trnacys,NA
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
pbng,NA
pydx,RADKZDMFGJYCBB-UHFFFAOYSA-N
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N
dgdi12hexdec,NA
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
oct1decg3p,NA
thrtrna,NA
btal,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
cfesp,NA
isobutp,NA
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
acnam,SQVRNKJHWKZAKO-LUWBGTNYSA-M
a2m2prpnte,NA
CELLWALL,NA
glusemald,NA
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
aacp,NA
biomass,NA
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K
i4mzo,NA
selenlhcys,NA
2aobut,SAUCHDKDCUROAO-VKHMYHEASA-N
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
fc1p,KNYGWWDTPGSEPD-LFRDXLMFSA-L
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
3hbcoa__R,NA
h2isocapcoa,NA
fgly,NA
metox,QEFRNWWLZKMPFJ-YGVKFDHGSA-N
acmum6p,NMEMTQKUEVNSPV-MKFCKLDKSA-K
gslnt,NA
sel,QYHFIVBSNOWOCQ-UHFFFAOYSA-L
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
ttetdec2enoylacp,NA
hex1decg3p,NA
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
mevR,NA
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L
g6p_A,NBSCHQHZLSJFNQ-DVKNGEFBSA-L
3mop,JVQYSWDUAOAHFM-BYPYZUCNSA-M
di12octdecg3p,NA
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
acmana,MBLBDJOUHNCFQT-XAMCCFCMSA-N
dodeccoa,NA
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M
butpi,JSHMCUNOMIZJDJ-UHFFFAOYSA-L
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M
copre4,VHHGJROBFDFFAE-QTESGACZSA-F
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
ppac,NA
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
ptth,ZNXZGRMVNNHPCA-VIFPVBQESA-N
prpnte,NA
arbt6p,FBHYCDOVYMVLEN-RMPHRYRLSA-L
d3eccoa,NA
2dr5p,ALQNUOMIEBHXQG-CRCLSJGQSA-L
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L
myrstcoa,NA
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
p3almacp,NA
pendp,JMVSBFJBMXQNJW-GIXZANJISA-K
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L
abdmagdpu,NA
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
codhpre6,RFBIUXAOZAPWCC-RDKWKEIWSA-E
PROTEIN,NA
isocap,NA
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
u45imzc,NA
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
dtbt,AUTOLBMXDDTRRT-UHFFFAOYSA-M
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
23dhdp,UWOCFOFVIBZJGH-YFKPBYRVSA-L
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
gal,WQZGKKKJIJFFOK-PHYPRBDBSA-N
