,fluxes,reduced_costs
EX_2ddglcn_e,0.0,49.54089417707366
EX_galct__D_e,0.0,0.0
EX_idon__L_e,0.0,55.28892940787192
EX_indole_e,0.0,521.0226746729801
EX_3hcinnm_e,0.0,-2.0
EX_acmana_e,0.0,495.04981494502454
EX_galur_e,0.0,-1.9999999999988889
EX_but_e,0.0,4.239331679385941
EX_cbl1_e,0.0,0.0
ACNML,0.0,-19.06050655995719
CAT_num1,0.0,32.188212349193414
SERASr,0.0,15.428597117675679
DMSOR2,0.0,2.926103235105984
ACMAMUT,0.0,-6.110686318012199
DDGALK,0.0,-5.614065610032696
AB6PGH_num1,0.0,-5.68875598376205
AMALT1,0.0,-6.041514896719097
MLTP2,0.0,-15.996000438004726
PACCOAL,0.0,-8.83350590226064
GP4GH,0.0,-10.522432221857684
ACGAMT,0.0,963.5977860970766
AADDGT,0.0,-2.516790841580587
EX_gbbtn_e,0.0,0.0
EX_tma_e,0.0,-2.0
GMHEPK,0.0,-2.200438042183748
EX_malttr_e,0.0,138.47894638667927
TRE6PS,0.0,149.14994945768314
UDCPDP_num1,0.0,-5.081515690248569
TREH,0.0,-11.522560665731326
CYTK1,0.12312622661269969,-2.844578002828598
CYTK2,0.0,18.225710551222335
GK1,0.16545441703482036,-2.9202357153459957
HACD1_num1,0.0,25.0246025322881
HACD2_num1,0.0,25.473838604924367
EX_hdcea_e,0.0,1945.4087278995573
ACACCT_num1,0.0,14.44057680523838
BUTCT,0.0,-7.845745632061153
2DGULRx,0.0,-5.357613174399603
G1PTT_num1,0.0,-39.078806404109855
TDPGDH_num1,0.0,-6.750180287429828
UDPGALM,0.0,-2.194432390045961
TDPDRE,0.0,-5.3750145593845104
TDPDRR,0.0,870.7808779570578
G3PD6,0.0,40.08242228290328
ALLTN,0.0,-5.893876962104507
UAPGR,0.018902623631175713,-2.7210238595607734
NDPK7_num1,0.0,22.44687525355505
AOBUTDs,0.0,66.41603973609828
GLYAT,0.0,-4.337438740229118
ADNUC,0.0,-4.105648949687932
GMHEPPA,0.0,-2.2215456724954894
S7PI,0.0,3382.389852368242
TRPS3,0.03866711656351378,-13.832656892522579
CRNBTCT,0.0,-14.354776757318177
CRNCBCT,0.0,36.308854631857685
CRNCDH,0.0,15.516002411743102
FADRx,0.0005482767614339867,-2.0709406293092343
GTPDPK,0.0,-13.28137062316216
NADN,0.0,-1.9999999999997726
NDPK2_num1,0.27149699279559364,-4.826992170073936
NDPK3_num1,0.0,0.5000284201971681
NDPK4_num1,0.01779926766709888,-7.459360347446477
FCLT_num1,0.00015169443895754223,-12.233492157818546
HBZOPT,0.00015169443895754223,-12.133175247994833
PNTK,0.00045848453747709907,-222.61165430160275
DPCOAK,0.00045848453747709907,-30.95249523149272
HETZK,0.0,-15.96845413383329
KDOPS,0.026469659231909793,-142.30714457144296
KDOPP,0.026469659231909793,-8.551907294887934
AST,0.0,-6.718423679578336
SGDS,0.0,-3.379988837651723
CYNTAH,0.0,21.704099224392372
GSPMDA,0.0,-9.189493697459028
GSPMDS,0.0,46.36677643321363
GUAD,0.0,106.34294611834207
TMAOR1_num1,0.0,-6.2463040975144395
TMAOR2,0.0,6.137200648732687
DGK1,0.0,43.73664620657007
DTMPK,0.01779926766709888,-3.082272668321991
NDPK1_num1,0.5374023789175092,-5.154783292692059
TRDR_num1,0.1683481755250694,-8.63458056931313
PGMT_num1,0.0,7.709952839724615
FRUK,0.0,0.6723918586081936
RHCCE,0.00030474936615675075,-5303.3162916540905
KG6PDC_num1,0.0,-1.9637840438974266
X5PL3E_num1,0.0,-2.3916434789609156
DOGULNR,0.0,-11.487729876070716
BETALDHx,0.0,-34.34730766811231
BETALDHy,0.0,-31.670039445093153
MLTG3,0.0,-6.164232687041679
DKGLCNR1_num1,0.0,-10.139859323285691
NADTRHD,0.0,5.262515656052983
FMNRx2_num1,0.0,-3.666487137104923
ACPS1_num1,0.0,-4.105273919787578
EX_nmn_e,0.0,2900.6290879860976
EX_urea_e,0.0,-2.0
GMPS2,0.0,13.271546310446979
AMPN,0.0,125.62907822264697
GSNK,0.0,-6.140751947161675
EX_f6p_e,0.0,89.49868661986235
ADCS,0.0004550833168719543,-24.20396753991332
ADCL_num1,0.0,10.799310324564658
DHAPT,0.0,-6.687754140257873
EX_lac__D_e,0.0,11.594056257262764
UMPK_num1,0.25715880721556195,-3.736383212572491
DDPGALA,0.0,-4.442760892302424
DURIK1,0.0,35.25484380098436
UPPRT,0.0,86.71821663611333
CTPS2,0.10919618750519938,-19.98287268961542
NTD1_num1,0.0,-1.2130952770785832
NTD7_num1,0.0,126.58882428517762
PAPPT3,0.018902623631175713,-2.466596215383362
UAGPT3,0.018902623631175713,-3.8220171982582656
EX_ttdcea_e,0.0,1578.1251768347884
F6PA_num1,0.0,19.10946558813592
AGMHE,0.0,-15.416183965507798
GMHEPAT,0.0,-2.864326576996234
EX_h2s_e,0.0,291.24798507382945
EX_gthrd_e,0.0,525.8813856247563
IDOND,0.0,-3.038112803156764
IDOND2,0.0,-5.234122943046259
GLYCLTDx_num1,0.0,39.855590931807
HPYRRy_num1,0.0,4.574535146412927
ACODA,0.20121076900506427,-4.668232195439231
ADA,0.0,9.1090522876803
DADA,0.0,152.19893018158444
ADD,0.0,9.06900235149351
ADSS,0.2035997863576195,-25.503387027566298
AGDC,0.0,294.3671339392671
ASNN_num1,0.0,92.61760684525494
ASNS2_num1,0.16397624656013607,-5.160076709894668
ASPCT_num1,0.0,-10.800997286935557
DMPPS,0.0,374.13610110304535
MCOATA,1.6416603466986321,-8.83743949435302
IPDPS,0.001625103204796271,-68.2420550460763
DAPE,0.2523358763984813,-2.5891438160705604
DHDPRy,0.2523358763984813,-8.729925028992511
HSK,0.3701997344920081,-2.6800339065082994
SDPTA_num1,0.0,27.37517728060743
THRS,0.3701997344920081,-11.64781299256803
HSST,0.10469705288966046,-9.31612200946256
PPNDH,0.1260254270559151,-7.885469404677565
DDPA_num1,0.0,-2.0608134873428234
NMNDA,0.0,2056.6495156717333
NNAM,0.0,-8.053296211638383
P5CD,0.0,55.770976484092216
SPMDAT1,0.0,21.22830812398388
SPMDAT2,0.0,27.08220831662402
TDPADGAT,0.0,-4.631813736921686
MALS_num1,0.0003033888779144121,-4.104028995307242
TRE6PP,0.0,54.02768109338452
EX_met__D_e,0.0,0.0
EX_tartr__L_e,0.0,19.49613114087628
EX_taur_e,0.0,-0.8848156704189023
EX_maltpt_e,0.0,249.9753497624597
EX_glcur_e,0.0,28.756553132320974
ADPRDP_num1,0.0,2254.3134065664426
ARAI,0.0,-23.308946846790377
M1PD,0.0,-7.66497516775712
G3PD2,0.0,8.628013291682691
GALS3,0.0,-12.937642496197466
FCI,0.0,70.13244722443136
FCLK,0.0,-4.259338615317461
FCLPA_num1,0.0,-4.778154319627987
ACCOAL_num1,0.0,-14.157072435663736
GALUi,0.0,-37.94578611828118
U23GAAT,0.026469659231909793,-4.459947240419979
UAAGDS,0.018902623631175713,-7.461765736900077
UAMAS,0.018902623631175713,-8.275057258307697
UAMAGS,0.018902623631175713,-3.326772867010334
UGLYCH,0.0,-2.586084726500058
OP4ENH,0.0,-18.27430361207559
HOPNTAL,0.0,-4.113890464995105
3HPPPNH,0.0,-10.494601829204157
AKGDH,0.3570995932119886,-3.9829043423048915
HPYRRx_num1,0.0,7.516750918061462
GLYCDx,0.0,37.805892743142294
ASP1DC,0.00045848453747709907,-163.87547184572344
UGMDDS,0.018902623631175713,-4.429021394055269
UHGADA,0.026469659231909793,-3.324453408330328
UAGAAT,0.026469659231909793,-17.607668377977006
ATPPRT,0.06444496752448267,-26.84627602097038
HISTD,0.06444496752448267,-26.36730249554239
IGPDH,0.06444496752448267,-19.364188493392817
PRPPS,0.8003561857989091,-5.503556912450392
PRATPP,0.06444496752448267,-2.847247237332473
PRMICI,0.06444496752448267,-4.132348963661002
SERAT,0.1683481755250694,-5.791599725351261
CYSS_num1,0.1683481755250694,-6.052592094511539
BPNT,0.1683481755250694,-3.0118170399204534
PAPSR_num1,0.0,-7.7283909634751
ASPK_num1,0.0,-2.0763704962172937
ASAD,0.0,30.70071551864794
DAPDC,0.23343325276730562,-3.891205856929645
EX_mmet_e,0.0,932.0867644761724
METAT,0.000610859220555372,-20.32686792050862
ASCBPL,0.0,-20.245589719114136
ACBIPGT,0.0,993.5829117723125
ADOCBLS,0.0,-9.752661637903827
ADOCBIK,0.0,947.3877883630284
TMPK,0.00015169443895754223,-126.89888770695455
HPPPNDO,0.0,31.922189343956852
DHCINDO,0.0,-22.6891378254277
HKNDDH,0.0,-6.90969291098185
HKNTDH,0.0,69.23295815682523
GLYCK2,0.0,-3.86751511469879
ENTCS,0.0,-8.366621672514611
SULR,0.1683481755250694,-34.37733565066901
MANPGH,0.0,-5.657385355448646
URDGLYCD,0.0,17.535461468138692
CBMKr,0.42623212297349555,-4.518615650775132
AMANAPEr,0.0,-4.736626915353327
ACM6PH,0.0,-16.2609899870007
NNATr,0.001549596107391403,-6.783585945230186
CYTDH_num1,0.0,227.99775642137405
PSERT,1.135239148980785,-9.85223777581605
AIRC2,0.3046092358679572,-2.4197775381234123
GAPD,16.672842358548593,-2.1165362400747654
HEX1,0.0,-4.1527509757474945
GND,5.070764766402637,-2.2594997082424015
TAUDO,0.0,-42.5710412790784
DM_amob_c,1.3604882417716791e-06,-2.0
ME2,0.0,13.072772985075517
ARGSL,0.20121076900506427,-5.746909002323889
CBPS,0.0,123.00910252184417
GLU5K,0.15037136414241928,-7.118636823548854
IPPS,0.30647106402681823,-6.693312142660943
EX_mg2_e,0.0,2.0
ACOATA,0.0,42.69445872056531
MLTG2,0.0,-6.567057419490215
MLTG1,0.0,-5.1509570581937005
AMALT3,0.0,-10.769193740878823
MLTP3,0.0,-18.924571478939356
SPODM_num1,0.0,-4.656471710496703
AHCYSNS,0.00030474936615675075,-1331.8996909913278
TMK,0.0,-12.270482055391255
NTPP4_num1,0.0,63.768943486827155
NTPP3_num1,0.0,18.118903459895893
NTPP6_num1,0.0,66.12884974482523
NTPP7_num1,0.0,67.5591129143004
NTPP8_num1,0.0,77.36850702270915
P5CR,0.15037136414241928,-9.204272923704593
CYANST_num1,0.0,-2.098232772335379
DHPPDA2,0.00030338887791508446,-208.5086953494024
G5SADs,0.15037136414241928,-2.0
GMAND,0.0,1100.7788467648224
PPCSCT,0.0,9.370343356333407
CYTD,0.0,77.07568619599894
DCYTD,0.0,58.31771509632705
DBTS,1.3604882417716791e-06,-79093.67896128663
DCTPD,0.0,92.2247377612124
DHDPS,0.2523358763984813,-11.313985860379915
G1PACT,0.06427490649426122,-9.554738170538258
GART,0.0,285.30799910098204
CSND,0.0,-56.88361249027818
GF6PTA,0.06427490649426122,-51.81240231558428
H2SO,0.0,309.99241549850774
GLUCYS,0.0,139.1693950992646
GLUN_num1,0.0,33.3363944910715
GLUPRT,0.3047609303069147,-5.034083113108736
GMPR,0.0,278.48952563040484
NADS1,0.001549596107391403,-1005.794555247448
NTRIR2x,0.0,75.78590846203406
OCBT_num1,0.0,-9.092777845884445
GARFT,0.3047609303069147,-2.16995230746943
GPDDA1,0.0,-9.743067278155984
GPDDA2,0.0,22.213736322274542
PHETA1_num1,0.0,20.136575895495838
PPND,0.09395463773263128,-5.130664883286954
TRPS1,0.0,-15.032221637765389
PRAMPC,0.06444496752448267,-2.8472472373324536
MCITL2,0.0,-11.817259366740839
DXYLK,0.0,-10.22060989359943
MDH3,0.0,11.884816158464673
SOTA,0.0,-12.541176549160582
SGSAD,0.0,423.59497853552557
PTA2,0.0,14.75431996985252
MDH2,0.0,-0.9095197860671256
ACOTA_num1,0.0,25.08626890076033
GPDDA5,0.0,-9.357964157849189
PDX5PS,0.00015169443895754223,-89.83784871167336
PPBNGS,0.0012135555116603379,-974.6839770936895
PPNCL2,0.00045848453747709907,-2848.4395063505126
PRAGSr,0.3047609303069147,-3.8815055801325684
PRFGS,0.3047609303069147,-10.273140512935527
EX_acac_e,0.0,0.0
ETHAAL,0.0,-12.996460472495016
MAN1PT2,0.0,32.56478078541251
AP4AH,0.0,-3.196225081238481
AP5AH,0.0,-4.183833953366559
ADNCYC,0.0,61.16446287469665
MI1PP,0.0,-2.2129047774569752
MCITS,0.0,111.3900895376537
PPAKr,0.0,38.4039018128006
NTP3_num1,0.0,37.91030160833692
PPM2,0.0,-2.8907545592175694
MOAT2,0.013234829615954897,-2.656550502943901
EX_adn_e,0.0,712.7593023635105
EX_ins_e,0.0,685.7185546750287
G6PDH2r,5.070764766402637,-2.2943733814931875
NADH5_num1,0.0,17.93056686953537
MOHMT,0.00045848453747709907,-23131.489916657978
EX_glyc3p_e,0.0,80.27197911698033
EX_lcts_e,0.0,142.04006467289577
EX_nac_e,0.0,635.5406896939247
EX_ocdca_e,0.0,0.0
GMPS,0.16545441703482036,-16.208060386709633
FTHFLi,0.06798059054878988,-1.9999999999997158
UDPGD,0.0,563.5269067110821
GLCRD_num1,0.0,39.237749305512146
PPPNDO,0.0,-20.37443476319686
