,fluxes,reduced_costs
CHRPL_num1,0.00015169443895754223,-68.87084197066255
TDPAGTA,0.0,-36.45506372555866
UACMAMO,0.0,-9.83206551237572
FBA3,0.0,9.90130311641326
PMPK,0.00015169443895754223,-189.6318993443087
LCADi,0.0,-29.129792233081844
ADK3,0.0,12.00358263606563
GLUDC_num1,0.0,96.65760309764431
BSORy,0.0,-6.842021340075462
ADSK,0.1683481755250694,-3.662139740959958
HSDy_num1,0.0,11.086113310743713
CYSTL_num1,0.0,-2.3016718764588404
SHSL1,0.10469705288966046,-15.61369242867275
SSALy_num1,0.0,-11.510712651729136
EX_dad_2_e,0.0,918.4957775358033
EX_ser__D_e,0.0,67.10895508927112
EX_gam6p_e,0.0,227.5853366638453
EX_15dap_e,0.0,0.0
EX_ocdcea_e,0.0,1833.8968452720146
EX_cynt_e,0.0,-2.0
EX_galctn__D_e,0.0,17.494326315493463
EX_glyb_e,0.0,0.0
3HCINNMH,0.0,-15.162467005316785
BSORx,0.0,18.541594175203045
NMNt7pp,0.0,2174.546476182684
GLUtex_num1,0.0,-2.0
GLYtex_num1,0.0,-2.0
GLYALDtex_num1,0.0,2.0
GLYBtex_num1,0.0,0.0
GLYCtex_num1,0.0,-2.0
GLYC3Ptex_num1,0.0,-2.0
GLYCLTtex_num1,0.0,-2.0
GTPtex_num1,0.0,2.0
GUAtex,0.0,2.0
Htex_num1,0.0,2.0
H2tex_num1,0.0,-2.0
H2Otex_num1,0.0,2.0
FACOAL160t2pp_num1,0.0,-10.642999951852744
FACOAL180t2pp_num1,0.0,-11.098218939086564
SPODMpp,0.0,-6.832066729016069
NO3R1bpp,0.0,21.411638870086247
O2tpp,15.20276598296765,-2.0
PHYTSpp,0.0,-9.265196353158952
PPTHpp,0.0,-2.0473262840722004
PYRt2rpp,0.0,-2.0
NO3R2pp_num1,0.0,-2.4780823508081085
NTP3pp,0.0,21.169012302125633
NO3R2bpp,0.0,19.550711518950266
THD2pp,0.0,17.365343031986413
TMAOR1pp_num1,0.0,5.321713590878062
TMAOR2pp_num1,0.0,18.18108716961433
XANtpp,0.0,-2.0
DAPtex_num1,0.0,-2.0
12PPDStex_num1,0.0,2.0
DDGLCNtex_num1,0.0,-2.0
26DAHtex_num1,0.0,-2.0
HCINNMtex_num1,0.0,-2.0
HPPPNtex_num1,0.0,-2.0
ACtex_num1,0.0,2.0
ACALDtex_num1,0.0,-2.0
ACMANAtex_num1,0.0,-2.0
ACMUMtex_num1,0.0,-2.0
ACACT7r_num1,0.0,-282.6659166019672
PSP_L,1.135239148980785,-2.019381314828344
ACACT2r_num1,0.0,10.690879687143024
ACACT3r_num1,0.0,-509.7332019954192
ACACT4r_num1,0.0,-324.8339466528487
SUCCt2_2pp_num1,0.0,7.48886084935657
SUCFUMtpp_num1,0.0,0.0
SUCptspp,0.0,33.38519004597539
SULabcpp_num1,0.0,14.696039823102751
TSULabcpp_num1,0.0,21.440470247781036
TARTRt7pp,0.0,2.0
AHGDx,0.0,-6.348830952151047
TAURabcpp,0.0,-2.0
THMDt2pp_copy1_num1,0.0,-2.0
EX_ca2_e,0.0,2.0
EX_so3_e,0.0,0.0
Kt2pp_num1,0.1327788906880697,-2.0
AKGt2rpp,0.0,-2.0
XYLt2pp,0.0,-2.0
EX_ascb__L_e,0.0,13.607249881999806
EX_ala_B_e,0.0,394.3924242296049
EX_agm_e,0.0,258.4891330088757
EX_minohp_e,0.0,29.46960729368402
EX_ppt_e,0.0,16.75505735492849
EX_hxa_e,0.0,-2.0
EX_lyx__L_e,0.0,8.849078427009477
EX_acmum_e,0.0,498.33957548367084
EX_dca_e,0.0,922.1733808446297
EX_all__D_e,0.0,13.472116801290323
EX_octa_e,0.0,505.4827798235783
EX_xylu__L_e,0.0,34.31530303778155
EX_gdp_e,0.0,-2.0
EX_gtp_e,0.0,-2.0
THMabcpp,0.0,-2.0000000000015348
THMDt2pp_copy2,0.0,-2.0
THRabcpp,0.0,18.69603982310275
TREptspp,0.0,-1.999999999999993
TRPt2rpp_num1,0.0,-2.0
TYRt2rpp_num1,0.0,-2.0
URIt2pp_copy1_num1,0.0,-2.0
URIt2pp_copy2,0.0,-2.0
VALabcpp,0.0,14.696039823102751
XTSNt2rpp,0.0,-2.0
XYLabcpp,0.0,14.696039823102751
XYLUt2pp,0.0,-2.0
THRt4pp,0.0,-2.0
EX_fruur_e,0.0,34.45196242274419
GALtex_num1,0.0,-2.0
GALCTtex_num1,0.0,2.0
GALCTNtex_num1,0.0,-2.0
GALTtex_num1,0.0,-2.0
GALURtex_num1,0.0,-2.0
GTPCI,0.0004550833168719543,-25425.67398188213
FDMO,0.0,17022.84537224014
FEOXAMabcpp,0.0,-2.0
CBL1abcpp,0.0,1827.839856809111
ACACt2pp,0.0,-2.0
ACGAptspp_num1,0.0,-1.999999999999993
ACMANAptspp,0.0,-1.999999999999993
ACNAMt2pp,0.0,-2.0
CHOLD,0.0,45.65374252722245
DRPA,0.0,61.994340327822684
TKT2_num1,0.0,-2.015122210880115
EX_ch4_e,0.0,0.0
FEENTERabcpp,0.0,51.34832587732092
FECRMabcpp,0.0,42.60389545264263
GAMtex_num1,0.0,-2.0
GBBTNtex_num1,0.0,2.0
ARBt2rpp,0.0,-2.0
DAPabcpp,0.0,-2.0
CO2tpp,0.0,2.0
DHAtpp,0.0,-2.0
DMSOR1pp,0.0,-6.4051992621753016
ARGabcpp_num1,0.0,28.18490067245932
ARGAGMt7pp,0.0,2.0000000000000284
ASCBptspp,0.0,-2.0
ASNt2rpp,0.0,-2.0
ASPabcpp,0.0,21.440470247781036
ASPt2pp,0.0,4.744430424678285
ASPt2_2pp,0.0,9.48886084935657
ASPt2_3pp_num1,0.0,14.233291274034855
HIStex_num1,0.0,-2.0
HXAtex_num1,0.0,2.0
HYXNtex_num1,0.0,2.0
IDONtex_num1,0.0,2.0
ILEtex_num1,0.0,-2.0
INSTtex_num1,0.0,-2.0
INStex,0.0,-2.0
Ktex_num1,0.1327788906880697,-2.0
D_LACtex_num1,0.0,-2.0
NTD8pp_num1,0.0,-5.2034566671533184
FRULYStex_num1,0.0,-2.0
EX_fad_e,0.0,0.0
GALCTt2rpp_num1,0.0,2.0
GALt2pp,0.0,-2.0
ASPtex_num1,0.0,2.0
ABUTt2pp,0.0,4.0
CYSabcpp,0.0,-2.0
SBTptspp,0.0,-2.0
TREHpp,0.0,-6.425750452640315
CYTBDpp_num1,0.0,13.098205281762963
CYTBD2pp,0.0,1.7820433955130284
ACALDtpp,0.0,-2.0
ACt2rpp,0.0,2.0
EX_fe3dcit_e,0.0,139.37040202291476
EX_fe3hox_e,0.0,0.0
EX_fecrm_e,0.0,0.0
EX_feenter_e,0.0,0.0
EX_feoxam_e,0.0,0.0
EX_cbi_e,0.0,0.0
EX_arbtn_fe3_e,0.0,0.0
EX_cpgn_e,0.0,0.0
EX_adocbl_e,0.0,0.0
ATPS4rpp_num1,0.0,-2.225423427132398
INDOLEtex_num1,0.0,-2.0
L_LACtex_num1,0.0,-2.0
ACt4pp,0.0,-2.0
ADEt2rpp_num1,0.0,2.0
ADNt2pp_copy1_num1,0.0,-2.0
ADNt2pp_copy2,0.0,-2.0
ALAabcpp,0.0,18.69603982310275
ALLabcpp,0.0,-2.0
ALLTNt2rpp,0.0,2.0
ARBabcpp,0.0,14.696039823102751
ECOAH8_num1,0.0,32.578034685968305
GLCDpp_num1,0.0,18.435653256845693
GUAtpp_num1,0.0,2.0
HYD2pp_num1,0.0,13.678110033804842
HYXNtpp_num1,0.0,2.0
NACtpp,0.0,-2.0
FE3DCITabcpp,0.0,-2.0
CPGNtonex,0.0,4.744430424678285
GLCRtex_num1,0.0,0.0
GLCNtex_num1,0.0,-2.0
GLCURtex_num1,0.0,-2.0
GLNtex_num1,0.0,-2.0
O2tex_num1,15.20276598296765,-2.0
EX_ppa_e,0.0,-2.0
OCTAtex_num1,0.0,-2.0
ORNtex_num1,0.0,-2.0
ECOAH5_num1,0.0,-7.047691761887108
DHFS,0.0004550833168719543,-163.704934747888
CITt7pp,0.0,-2.0
CRNt7pp,0.0,-2.0
EX_ni2_e,0.0,2.0
EX_no_e,0.0,4.24592520135408
CHLabcpp,0.0,17.440470247781036
DGSNt2pp,0.0,-2.0
DINSt2pp,0.0,-2.0
DURIt2pp_num1,0.0,-2.0
FE2abcpp,0.0,19.440470247781036
FRUptspp,0.0,-2.0
FUCtpp,0.0,-2.0
FUMt2_2pp,0.0,7.48886084935657
FUMt2_3pp_num1,0.0,12.233291274034855
FEENTERtonex,0.0,4.744430424678285
CSNt2pp,0.0,-2.0
CYNTt2pp,0.0,-2.0
CYTDt2pp_copy1_num1,0.0,-2.0
CYTDt2pp_copy2,0.0,-2.0
DADNt2pp_num1,0.0,-2.0
DCYTt2pp_num1,0.0,-2.0
DDGLCNt2rpp,0.0,-2.0
RMNtex_num1,0.0,2.0
EX_meoh_e,1.3604882417716791e-06,-2.0
MALTTRtexi,0.0,-2.0
MALTTTRtexi,0.0,-2.0
MALTPTtexi,0.0,-2.0
MALTtexi,0.0,-2.0
GLCtex_copy1,10.0,-2.0
FE3DCITtonex,0.0,-2.0
PHEtex_num1,0.0,-2.0
PItex_num1,0.6561675604712318,-2.0
ACGAMK,0.0,-6.471128177699541
METS_num1,0.0,357.20346872373557
EX_cu2_e,0.0,2.0
CYSabc2pp,0.0,44.88094049556207
PRASCSi,0.3046092358679572,-20.95297004767474
TRSARr_num1,0.0,16.95414837915382
LYXI,0.0,-13.733112305386035
EX_pheme_e,0.0,0.0
PNTOtex_num1,0.0,-2.0
PPPNtex_num1,0.0,-2.0
PPTtex_num1,0.0,-2.0
PTRCtex_num1,0.0,-2.0
PYRtex_num1,0.0,-2.0
DSERtex_num1,0.0,-2.0
SERtex_num1,0.0,-2.0
SO4tex_num1,0.17129907452147217,-2.0
SPMDtex_num1,0.0,0.0
SUCCtex_num1,0.0,-2.0
SUCRtex_num1,0.0,0.0
TARTRtex_num1,0.0,-2.0
TAURtex_num1,0.0,2.0
THRtex_num1,0.0,-2.0
THMDtex_num1,0.0,-2.0
CBIuabcpp,0.0,21.440470247781036
METDtex_num1,0.0,0.0
METtex_num1,0.0,-2.0
MNLtex_num1,0.0,-2.0
NAtex_num1,0.0,-2.0
NACtex_num1,0.0,-2.0
NH4tex_num1,7.346578684816835,-2.0
URIH_num1,0.0,45.84800269363416
XTSNH,0.0,-2.1991907288824564
INSH,0.16545441703482036,-4.65886888720496
BUTtex_num1,0.0,2.0
CHLtex_num1,0.0,2.0
CO2tex_num1,0.0,2.0
CRNtex_num1,0.0,2.0
PPK2,0.0,51.883136637346865
DINStex_num1,0.0,-2.0
DMStex_num1,0.0,2.0
CSNtex_num1,0.0,-2.0
CYNTtex_num1,0.0,-2.0
CYStex_num1,0.0,-2.0
CYTDtex_num1,0.0,-2.0
DCAtex_num1,0.0,-2.0
DCYTtex,0.0,-2.0
DGSNtex_num1,0.0,-2.0
MTHFR2,0.1050018022558172,-42.16989600680995
ASPO3,0.0,-11.566160858085757
ASPO5,0.0,-2.697174614890436
ASPO4,0.0,6.174933826736378
ASPO6,0.001549596107391403,-13.767332787497395
LCTStex_num1,0.0,-2.0
LEUtex_num1,0.0,-2.0
LYStex_num1,0.0,-2.0
LYXtex_num1,0.0,-2.0
MANtex_num1,0.0,-2.0
MAN6Ptex_num1,0.0,-2.0
MELIBtex_num1,0.0,-2.0
DMSOtex_num1,0.0,2.0
DURItex,0.0,-2.0
EX_mal__D_e,0.0,19.111592175910573
FRUtex_num1,0.0,-2.0
FUCtex_num1,0.0,-2.0
FUMtex_num1,0.0,2.0
ACACT5r_num1,0.0,-206.3724772708738
MALDDH,0.0,-7.5211661508551515
FE2tex_num1,0.01092540082554747,-2.0
NMNtex_num1,0.0,-2.0
NO2tex_num1,0.0,-2.0
DHPS2,0.0004550833168719543,-252.77048299968763
MTHFC,0.6059862375895222,-2.7370480751833384
MTHFD,0.6059862375895222,-2.7370480751792456
BUTt2rpp,0.0,-2.0
CADVtpp,0.0,778.462071447138
QULNS,0.001549596107391403,-138.18832148180547
ALKP,0.0,42.398777105614535
GDPtex_num1,0.0,-2.0
EX_cobalt2_e,0.0,2.0
TMAtex_num1,0.0,-2.0
TMAOtex_num1,0.0,2.0
TREtex_num1,0.0,-2.0
L_LACD3_num1,0.0,16.02632454394916
L_LACD2_num1,0.0,-1.4070127354879407
ACACT6r_num1,0.0,-255.38614965706802
TRPtex_num1,0.0,-2.0
TSULtex_num1,0.0,0.0
TYRtex_num1,0.0,-2.0
URAtex_num1,0.0,2.0
UREAtex_num1,0.0,2.0
URItex,0.0,2.0
VALtex_num1,0.0,-2.0
XANtex_num1,0.0,-2.0
XYLtex_num1,0.0,-2.0
ABUTtex_num1,0.0,-2.0
FORtppi_num1,0.0,-2.0
DATPHs,0.0,-2.0
GLCTR1,0.0,-8.356395577386536
LIPAabcpp,0.0,-28.932116641128857
LIPACabcpp,0.0,58.5260802030254
GGGABADr,0.0,-9.637487197097016
EX_mso3_e,0.0,38.77793776569284
EX_23camp_e,0.0,702.0219462534835
EX_23cgmp_e,0.0,861.4512769946509
EX_23cump_e,0.0,340.5101856884329
EX_3amp_e,0.0,711.2952202526683
EX_3gmp_e,0.0,873.0448797289733
EX_3ump_e,0.0,350.44772902409943
EX_glyc__R_e,0.0,-0.23843422121311875
EX_eca4colipa_e,0.0,0.0
GLYOX3,0.0,-18.42209168108882
FDMO3,0.0,-26.881040437890988
FDMO4,0.0,-35.015328979429796
BUTSO3abcpp_num1,0.0,-2.0
ETHSO3abcpp,0.0,-2.0
EX_sel_e,0.0,0.0
EX_hg2_e,0.0,0.0
O16GLCT1,0.0,-6.542226787372499
O16AP2pp,0.0,-20.689820438003153
O16AP3pp,0.0,-16.113807382844243
O16A4Lpp,0.0,-8.354641852851273
MALTATr,0.0,-7.250728309081751
DHBSH,0.0,-2.0
ENTERES,0.0,-14.170304351839654
FEOXAMUtex,0.0,4.744430424678285
ARBTNtpp,0.0,4.744430424678285
ARBTNtex,0.0,4.744430424678285
23CAMPtex_num1,0.0,-2.0
23CCMPtex_num1,0.0,-2.0
23CUMPtex_num1,0.0,-2.0
23CGMPtex_num1,0.0,-2.0
3AMPtex_num1,0.0,-2.0
3CMPtex_num1,0.0,-2.0
LADGMDH,0.0,-8.038383767224275
ALAGLUE,0.0,12.587866464554878
FEENTERtpp,0.0,-2.0
FEENTERtex,0.0,-2.0
FE3HOXUtpp,0.0,-2.0
FEOXAMUtpp,0.0,44.14244701610154
FECRMUtpp,0.0,-2.0
FE3HOXR2,0.0,-0.9713727941089019
PTRCt2pp_num1,0.0,7.48886084935657
GGGABAH,0.0,-2.028414056142992
FRULYSK,0.0,-5.132031285458197
FDMO6,0.0,-52.730963256420026
SULFACabcpp,0.0,-2.0
ETHSO3tex_num1,0.0,-2.0
BUTSO3tex_num1,0.0,-2.0
LIPOtex_num1,0.0,0.0
CYANSTpp,0.0,7.329793166665121
MCPST,0.0,170.8808123557157
PHEMEabcpp,0.0,32085.355243588034
METSOX1abcpp,0.0,-2.0
GALBDtex_num1,0.0,-2.0
LIPAHT2ex,0.0,-2.0
LIPAHTex,0.0,1886.1522538257268
ECAP1pp,0.0,-9.494056782265034
UDCPDPpp_num1,0.0,121.02288841857444
ECAP2pp,0.0,-5.543327304094419
ECA4OALpp,0.0,-15.890226877658279
FE3Ri,0.0,55.787926739018985
FE3HOXR3,0.0,-2.0
FEENTERR1,0.0,-2.0
FEENTERR3,0.0,-2.0
SULFACtex_num1,0.0,2.0
EX_sulfac_e,0.0,49.127844388192315
EX_butso3_e,0.0,76.00104316462863
EX_ethso3_e,0.0,102.67333026224956
NODOy,0.0,-8.909336976943905
GALM2pp,0.0,-4.138607950113567
CU1abcpp,0.0,19.440470247781036
HG2abcpp,0.0,21.440470247781036
GLCTR3,0.0,-10.099878622185486
HEPT4,0.0,-3.8629805383329767
LA4NTpp,0.0,-8.079580368435927
NODOx,0.0,-4.4778240776117855
NOtex_num1,0.0,-2.0
NOtpp,0.0,-2.0
NHFRBO,0.0,51.68697207198102
N2Otpp,0.0,0.0
N2Otex_num1,0.0,0.0
CRNt8pp,0.0,0.0
CRNt2rpp,0.0,2.0
CRNDt2rpp,0.0,2.0
CTBTt2rpp,0.0,-2.0
42A12BOOXpp,0.0,34.35932828070992
TYROXDApp,0.0,38.205861928078455
PACALDt2rpp,0.0,-2.0
PEAMNtex_num1,0.0,-2.0
PACALDtex_num1,0.0,-2.0
LIPOt2pp,0.0,4.744430424678285
NTRIR4pp,0.0,-2.5253806883847574
NTRIR3pp,0.0,44.394752899310085
INOSTt4pp,0.0,-2.0
PHEMEtiex,0.0,0.0
AGM3PA,0.0,-4.50090963913874
CYANtex_num1,0.0,0.0
SO3tex_num1,0.0,0.0
TCYNTtex_num1,0.0,0.0
ACANTHAT,0.0,370.04187179971996
METSOX2abcpp,0.0,-2.0
METSOX1tex_num1,0.0,-2.0
METSOX2tex_num1,0.0,-2.0
3UMPtex_num1,0.0,-2.0
3GMPtex_num1,0.0,-2.0
FALDtpp,0.0,-2.0
EX_tym_e,0.0,-2.0
METSOXR1_num1,0.0,7.6563373549082385
METSOXR2_num1,0.0,-4.014964409741445
DAPAL,0.0,-9.530212614964473
AMPTASECG_num1,0.0,0.8834751061947941
EX_imp_e,0.0,669.5044481231264
DOPAtex_num1,0.0,2.0
4HOXPACDtex_num1,0.0,-2.0
LACZpp,0.0,-13.471194165450214
GPDDA1pp,0.0,-8.432020064634777
GPDDA5pp,0.0,-10.436841995013651
ETHAtex_num1,0.0,-2.0
G3PStex_num1,0.0,-2.0
FEENTERR2,0.0,-0.9713727941089019
FLVR_num1,0.0,-2.8088007202677545
FE3HOXR1,0.0,-2.0
FEENTERexs,0.0,0.0
FE3HOXexs,0.0,2.0
FECRMR3,0.0,-2.0
FDMO2,0.0,-52.10212054978729
LALGP,0.0,50.437697653594256
AGM4PApp_num1,0.0,90.01034879018619
AGM4PA,0.0,38.94784149948134
RNDR3b_num1,0.0,3.5816989623655786
RNDR4b_num1,0.0,-5.842483312206895
ACGAL1Ptex_num1,0.0,-2.0
ACGALtex_num1,0.0,2.0
GLCUR1Ptex_num1,0.0,-2.0
UDPGLCURtex_num1,0.0,-2.0
UDPGALPpp,0.0,-13.881520867174352
UACGAMPpp,0.0,-17.365673457808725
UACGALPpp,0.0,-14.952886803770014
UGLCURPpp,0.0,-14.490367358383175
FEROpp_num1,0.0,13.580992490242444
ISETACabcpp_num1,0.0,-2.0000000000024443
ISETACtex_num1,0.0,-2.0
GUR1PPpp,0.0,-2.0
UDPGtex_num1,0.0,-2.0
ACGAL1PPpp,0.0,-2.0
UDPGALtex_num1,0.0,-2.0
ACGAM1Ptex_num1,0.0,-2.0
UACGAMtex_num1,0.0,-2.0
UDPACGALtex_num1,0.0,-2.0
AM4PCP,0.0,-3.817095939855058
AM3PA,0.0,9.105884019129633
UM4PCP,0.0,-12.619016773596577
CBLAT,0.0,13.292712072293625
MSO3abcpp,0.0,-2.0
MSO3tex_num1,0.0,2.0
FECRMR1,0.0,-2.0
FECRMR2,0.0,-0.9713727941089019
TDP,0.0,273.56392608736815
3PEPTabcpp_num1,0.0,-24.00690121904853
4PEPTabcpp_num1,0.0,-13.994400133237377
AGM3Pt2pp,0.0,-13.059917868536786
AGM4Pt2pp,0.0,-6.167108468359061
AGMt2pp,0.0,-6.592869393262447
FECRMexs,0.0,2.0
ARBTNR1,0.0,-2.0
ARBTNR2,0.0,-0.9713727941089019
ARBTNR3,0.0,-2.0
ARBTNexs,0.0,2.0
FEOXAMexs,0.0,2.0
FEOXAMR1,0.0,-1.6723309144781524
FEOXAMR2,0.0,4.729592233252333
FEOXAMR3,0.0,-3.5385515634588955
PTHRpp_num1,0.0,-14.773068500528794
ARABDI,0.0,-15.317638240933022
AGt3,0.0,6.744430424678285
CD2t3pp_num1,0.0,4.744430424678285
ZNabcpp,0.0,19.440470247781036
SKMt2pp,0.0,-2.0
FE2t2pp,0.0,2.744430424678285
R5PPpp_num1,0.0,-13.677334194085514
PSP_Lpp_num1,0.0,-13.85032458800437
TYRPpp,0.0,-34.28400509470879
GLYC2Ptex_num1,0.0,-2.0
PSERtex_num1,0.0,-2.0
R5Ptex_num1,0.0,2.0
THRPtex_num1,0.0,-2.0
TYRPtex_num1,0.0,-2.0
PAPSR2_num1,0.0,10.623299279511684
GRXR_num1,0.0,-0.15365718260801486
RNDR1b_num1,0.0,19.065256000232353
RNDR2b_num1,0.0,20.988382793060794
FACOAE181,0.0,18.370387809143722
FACOAE160,0.0,-4.909316266943279
FACOAE140,0.0,11.068415568672208
CPGNR1,0.0,-2.0
CPGNR2,0.0,-0.9713727941089019
CPGNR3,0.0,-2.0
CPGNUtpp,0.0,42.60389545264265
CPGNUtex,0.0,4.744430424678285
AAMYL,0.0,-9.110025550499415
AAMYLpp,0.0,-6.50139128940117
FACOAL80t2pp_num1,0.0,-1.4734202437348358
PPGPPDP,0.0,-4.578941390431529
CPGNabcpp,0.0,-2.0
CPGNexs,0.0,2.0
CITtex_num1,0.0,-2.0
ACGAtex_num1,0.0,-2.0
DDCAtexi,0.0,-2.0
TTDCAtexi,0.0,-2.0
HDCAtexi,0.0,-2.0
GUACYC,0.0,75.9643195224282
23PDE2pp,0.0,-5.968771667833266
23PDE4pp,0.0,-6.323452495295783
23PDE9pp,0.0,-6.796801367161208
ATPHs,0.0,195.02050402750092
SARCOX,0.0,-8.61237870187756
GTPHs,0.0,-2.0
MN6PP_num1,0.0,31.026469337380504
3KGK,0.0,-8.944590880516728
EX_cd2_e,0.0,0.0
F6PP_num1,0.0,33.147474423089115
GDPMNH,0.0,-2.9678590749604155
FACOAL60t2pp_num1,0.0,26.529583525288217
IDONt2rpp,0.0,2.0
ILEabcpp,0.0,14.696039823102751
INDOLEt2pp,0.0,2.0
INSt2pp_num1,0.0,-2.0
LYXt2pp,0.0,-2.0
GDPDPK_num1,0.0,61.94086359340514
OCDCAtexi,0.0,107.09623741907632
OCDCEAtexi,0.0,-2.0
G6Ptex_num1,0.0,-2.0
TUNGSabcpp,0.0,21.440470247781036
MOBDabcpp_num1,4.761708846200877e-06,-2.0
MOBDtex_num1,4.761708846200877e-06,-2.0
NI2uabcpp_num1,0.0,19.440470247781036
NI2tex_num1,0.0002197188510461262,-2.0
R1PK,0.0,-2.0
R15BPK,0.0,3.2392262202110373
Kabcpp_num1,0.0,14.696039823102751
LEUabcpp_num1,0.0,28.18490067245932
L_LACt2rpp_num1,0.0,-2.0
MALt2_2pp,0.0,5.48886084935657
MALt2_3pp_num1,0.0,10.233291274034855
MALTabcpp,0.0,-2.0
MALTHXabcpp,0.0,-2.0
MALTPTabcpp,0.0,-2.0
MALTTRabcpp,0.0,-2.0
MALTTTRabcpp,0.0,-2.0
MAN6Pt6_2pp,0.0,-2.0000000000000036
MANGLYCptspp,0.0,-2.0
MELIBt2pp_num1,0.0,-2.0
METabcpp,0.0,-2.0
EX_fe3hox_un_e,0.0,0.0
GGPTRCS,0.0,422.4427821479612
EX_23dappa_e,0.0,19.886251795300346
RMNtpp,0.0,-2.0
SERt4pp,0.0,-2.0
SUCCt2_3pp_num1,0.0,12.233291274034855
MNLptspp_num1,0.0,-2.0
NAt3_1p5pp,0.0,12.744430424678285
NAt3_2pp,0.0,8.744430424678285
NH4tpp_num1,7.346578684816835,-2.0
NMNPtpp,0.0,-2.0
NO2t2rpp_num1,0.0,2.0
NO3t7pp_num1,0.0,-2.0
ORNabcpp,0.0,26.18490067245932
PIuabcpp,0.0,14.696039823102296
PNTOt4pp,0.0,-2.0
FRULYSDG,0.0,-34.7676025224455
METDabcpp,0.0,21.440470247781036
PROabcpp,0.0,18.69603982310275
PROt2rpp_num1,0.0,2.0
PROt4pp,0.0,-2.0
PTRCabcpp_num1,0.0,24.18490067245932
ASNNpp,0.0,61.98408061425495
GLUNpp,0.0,28.803398905132127
NTD12_num1,0.0,-6.6802818903463965
FECRMtonex,0.0,4.744430424678285
ARBTNtonex,0.0,42.60389545264265
ADOCBLabcpp,0.0,930.0302271635637
EX_enter_e,0.0,-2.0
EX_fecrm_un_e,0.0,0.0
EX_cgly_e,0.0,397.63614681935604
EX_chtbs_e,0.0,0.0
EX_gmp_e,0.0,863.6660382425088
EX_h2o2_e,0.0,0.0
EX_ump_e,0.0,347.2844942368922
EX_pydam_e,0.0,-2.0
CRNabcpp,0.0,18.69603982310275
CRNDabcpp,0.0,18.69603982310275
DNTPPA_num1,0.0,-5.897627908380439
CTBTabcpp,0.0,14.696039823102751
NTPP9,0.0,-2.5653629364761255
NTPP10,0.0,181.53691893819726
NTPP11,0.0,151.32701295209446
NTD10pp_num1,0.0,-5.048544747180642
NTD1pp_num1,0.0,-11.930023038736806
NTD2pp_num1,0.0,-8.24007804018035
NTD3pp_num1,0.0,-12.51557927023191
NTD4pp_num1,0.0,-5.079286848484344
NTD5pp_num1,0.0,-4.684267367062887
NTD6pp_num1,0.0,-11.898914883355076
NTD7pp_num1,0.0,-5.120910756764147
NTD9pp_num1,0.0,-4.828094996375228
PEAMNOpp,0.0,17.825881156174976
GAL1PPpp,0.0,-7.3957404190576455
H2O2tex_num1,0.0,2.0
ARGDCpp,0.0,351.19910878987696
ALLPI,0.0,-6.936814404908034
ALLK,0.0,-6.2970909563975965
ALLULPE,0.0,-4.711124512538724
ADEtex_num1,0.0,-2.0
ADNtex,0.0,-2.0
AGMtex_num1,0.0,-2.0
ALAtex_num1,0.0,-2.0
BALAtex_num1,0.0,-2.0
DALAtex_num1,0.0,-2.0
AMPtex_num1,0.0,-2.0
ARBtex_num1,0.0,-2.0
ARGtex_num1,0.0,-2.0
ASCBtex_num1,0.0,-2.0
FACOAL100t2pp_num1,0.0,-1.5262200892784676
RIBabcpp_num1,0.0,-2.0
GPDDA3pp,0.0,-8.562309668460898
GPDDA4pp,0.0,1.4316477969867236
GPDDA2pp,0.0,337.7784480734066
FACOAL120t2pp_num1,0.0,-7.933117138784837
FACOAL140t2pp_num1,0.0,-13.642254770305499
FE3HOXtonex,0.0,4.744430424678285
CU2abcpp,0.0,23.440470247781036
COBALT2abcpp,0.0,23.440470247781036
NI2abcpp,0.0,23.440470247781036
MG2uabcpp,0.0,28.929331097137606
HCYSMT2,0.0,-12.262548610744716
MMETtex_num1,0.0,-2.0
FE3tex_num1,0.0,-2.0
MG2tex_num1,0.005901117748684659,-2.0
Zn2tex_num1,0.00023196324522207132,-2.0
MMETt2pp,0.0,-2.0
CD2tex_num1,0.0,0.0
GLNabcpp,0.0,-2.0
GLUabcpp,0.0,18.69603982310275
GLUABUTt7pp,0.0,-2.0
GLUt2rpp,0.0,2.0
GLUt4pp,0.0035406706492107955,-2.0
GLYALDtpp,0.0,2.0
EX_etha_e,0.0,-2.0
ACGK,0.20121076900506427,-7.296805351385274
LCTSt3ipp_num1,0.0,-2.0
ARBt3ipp,0.0,11.48886084935657
14GLUCANabcpp,0.0,3.217268522196491
14GLUCANtexi,0.0,-2.0
DHPTPE,0.0,58.05571904397584
NADPHQR2,0.0,8.70452391116578
NADPHQR3,0.0,23.960197631483425
NADPHQR4,0.0,20.849097140823687
GLBRAN2,0.0,-3.1239961647388483
ASR,0.0,48.934746996292404
ASO3tex_num1,0.0,0.0
MANGLYCtex_num1,0.0,-2.0
EX_frulys_e,0.0,339.9742419424055
METOX1s,0.0,73.13897720232765
METOX2s,0.0,68.36166503114319
FRUURt2rpp,0.0,-2.0
FRUURtex_num1,0.0,-2.0
ECAtpp,0.0,-3.526613133968567
O16AT,0.0,-4.749376064035459
O16GALFT,0.0,-7.046189687859112
O16GLCT2,0.0,-1.9999999999997158
O16AUNDtpp,0.0,-4.3657528079347685
O16AP1pp,0.0,40661.10406375288
