,MW,kcat,kcat_MW
LPLIPAL2G160,38.9783,10136.7444384,260.0612247943086
LPLIPAL2G120,38.9783,9300.0504744,238.59558971017205
PGPP161pp_num1,19.4181,9508.6094544,489.677643765353
PGPP161pp_num2,29.0213,9508.6094544,327.6424369135773
PAPA140,29.0213,33006.1562532,1137.3079859689265
PAPA141,29.0213,9542.9005488,328.82402059177224
PAPA161,29.0213,17767.638086400002,612.2275048464404
DSBAO1,43.2467,20873.2180536,482.6545852885886
DSBAO2,43.2467,11874.5167068,274.5762499057732
DSBDR_num1,77.3499,37200.946248,480.9436889769734
DSBDR_num2,73.6017,37200.946248,505.4359647671182
PLIPA2A120pp,66.3263,9319.1305968,140.5043036744097
PLIPA2A160pp,66.3263,14809.585514400002,223.2837579421738
LPLIPAL2E120,38.9783,9300.089592,238.59659328395543
EAR100x,111.4558,13324.8791916,119.55303529829762
EAR120x,111.4558,15973.7869404,143.31947678272462
EAR160x,111.4558,9300.034296,83.44145657740557
EAR140y,111.4558,15246.0146448,136.78978253980503
3OAS121,85.2266,9300.0674016,109.12165217901452
3OAS80_num1,85.2266,9300.0573252,109.12153394832129
3OAS80_num2,86.0915,9300.0573252,108.02526759552336
3OAS100_num1,85.2266,9300.0692916,109.12167435518958
3OAS100_num2,86.0915,9300.0692916,108.02540659182382
3OAS120_num1,86.0915,9300.0449088,108.02512337222603
3OAS120_num2,85.2266,9300.0449088,109.12138826141133
3OAR40,102.2412,11866.8977784,116.06766918228658
3OAR100,102.2412,9300.0383424,90.96174871186956
3HAD60_num1,37.9381,35394.224814,932.9466898447736
3HAD60_num2,102.1977,35394.224814,346.33093322061063
3HAD100_num1,37.9381,9300.031516800002,245.1369867441965
3HAD100_num2,102.1977,9300.031516800002,91.00039939059296
3HAD140_num1,37.9381,9689.0008248,255.3897223319038
3HAD140_num2,102.1977,9689.0008248,94.80644696309211
3HAD160_num1,37.9381,9300.0497076,245.1374662305176
3HAD160_num2,102.1977,9300.0497076,91.00057738677091
AGPAT180,27.4532,9300.2229288,338.7664435767051
AGPAT141,27.4532,18651.920022,679.4078658225636
AGPAT161,27.4532,576000.0,20981.160666151853
DASYN120,31.4538,9544.4925192,303.4448149094863
EAR40x,111.4558,44179.314336,396.3841660640362
EAR60y,111.4558,14300.6467176,128.30778405071786
MLDEP1pp,60.2733,42680.982348000005,708.1242000686872
MLDEP2pp,60.2733,29895.315192,495.9959914589047
MLTGY2pp_num1,49.4175,72155.372832,1460.11782935195
MLTGY2pp_num2,22.2266,72155.372832,3246.3522460475283
MLTGY2pp_num3,40.4106,72155.372832,1785.5555926415343
MLTGY2pp_num4,40.1125,72155.372832,1798.8251251355562
MLTGY2pp_num5,73.3532,72155.372832,983.6704169961228
MLTGY2pp_num6,40.2558,72155.372832,1792.421783494552
MLTGY2pp_num7,58.3022,72155.372832,1237.6097785675324
MLTGY2pp_num8,38.2474,72155.372832,1886.5432116169984
MLTGY4pp_num1,49.4175,14600.9962548,295.4620580725452
MLTGY4pp_num2,40.1125,14600.9962548,364.0011531268309
MLTGY4pp_num3,40.2558,14600.9962548,362.7054053030868
MLTGY4pp_num4,73.3532,14600.9962548,199.05056977473376
MLTGY4pp_num5,40.4106,14600.9962548,361.3159976540808
MLTGY4pp_num6,22.2266,14600.9962548,656.9154191284317
MLTGY4pp_num7,58.3022,14600.9962548,250.4364544528337
MLTGY4pp_num8,38.2474,14600.9962548,381.7513413931405
EAR60x,111.4558,13560.4687968,121.66678447240967
EAR80x,111.4558,14706.896958,131.9527288665103
NTP11,36.4253,10027.8335556,275.2985852031418
3OAS180_num1,86.0915,16822.952658000002,195.407823745666
3OAS180_num2,85.2266,16822.952658000002,197.39086925912804
3HAD180_num1,37.9381,9449.8618392,249.08632322651897
3HAD180_num2,102.1977,9449.8618392,92.46648250596635
CDAPPA120,28.4508,31900.487745600003,1121.2509927875492
PSSA120,52.8018,21806.892216,412.99524288944696
PSD120,35.9344,38651.468364,1075.611902911973
PAPA120,29.0213,36805.003272,1268.2065680035007
MDDEP1pp_num1,21.0399,30020.383011600003,1426.8310691400627
MDDEP1pp_num2,29.9166,30020.383011600003,1003.4690777561624
MDDEP1pp_num3,60.2733,30020.383011600003,498.0710034393339
MDDEP1pp_num4,51.7983,30020.383011600003,579.5630939934323
MDDEP1pp_num5,33.8874,30020.383011600003,885.8862884611981
MDDEP1pp_num6,49.0578,30020.383011600003,611.9390394921909
MDDEP1pp_num7,41.849,30020.383011600003,717.3500683791729
MDDEP2pp_num1,21.0399,194468.902272,9242.862479004178
MDDEP2pp_num2,29.9166,194468.902272,6500.367764786106
MDDEP2pp_num3,60.2733,194468.902272,3226.451882873512
MDDEP2pp_num4,51.7983,194468.902272,3754.349124816838
MDDEP2pp_num5,33.8874,194468.902272,5738.678749977868
MDDEP2pp_num6,49.0578,194468.902272,3964.077114587282
MDDEP2pp_num7,41.849,194468.902272,4646.918738129943
PSD181,35.9344,18069.532135200003,502.8477485417874
DAGK180,39.734,9300.3602688,234.06554257814463
DAGK181,39.734,13406.2653132,337.40034512508174
PLIPA2E120pp,66.3263,10490.5774368,158.16617897877614
PLIPA2G141pp,66.3263,9300.051727200002,140.2166520249132
PLIPA2G161pp,66.3263,11859.9128172,178.81161495816892
LPLIPAL1A120pp,94.4886,9607.4515008,101.67841941567552
LPLIPAL1A140pp,94.4886,21414.6708768,226.63761423917805
LPLIPAL1A181pp,94.4886,15755.1477948,166.74125550383854
LPLIPAL1E120pp,94.4886,18049.2455736,191.02035138207148
3OAR180,102.2412,9346.6058868,91.4172162181195
G3PAT120,100.021,9886.4551188,98.84379399126183
PGSA120,20.7006,9537.6729384,460.7437918900901
NADHPO,319.9686,10193.7795264,31.85868715367696
ACOAD7f,89.2244,168849.24822,1892.4111366397533
ACOAD8f,89.2244,76148.300664,853.447046592636
ACOAD5f,89.2244,223003.558872,2499.3562172679226
ACOAD3f,89.2244,374885.78256,4201.606091607228
ACOAD2f,89.2244,426233.67048,4777.097637865875
ACOAD4f,89.2244,185797.064952,2082.357123746419
ACOAD6f,89.2244,208640.90142,2338.383910903295
NADH16pp,540.4142,5400000.0,9992.33550857842
NADH18pp,540.4142,12049.1586,22.29615469023575
CTBTCAL2,58.5591,10877.6455884,185.75499945183583
BGLA1_num1,53.9349,37406.122164,693.542069494891
BGLA1_num2,202.05,37406.122164,185.1329975946548
BGLA1_num3,53.1613,37406.122164,703.6344514524664
GDPMNP,43.4973,58494.91914,1344.794254815816
AMMQLT8,28.0732,25407.584136,905.0476659589928
FA120ACPHi,22.9611,17684.1368712,770.1781217450384
FA80ACPHi,22.9611,9507.7866492,414.0823675346565
FA140ACPHi,22.9611,100253.048364,4366.212784404929
FA100ACPHi,22.9611,9507.909798,414.0877309013941
CRNDCAL2,58.5591,20216.4201432,345.2310596166949
CRNCAL2,58.5591,10143.2830176,173.21446227144887
FRULYSE,249.3506,20347.52166,81.60205614103194
OXCDC,242.3249,11287.647108,46.580632481432986
LPLIPAL2A140,38.9783,9300.0443724,238.59543316152835
LPLIPAL2A160,38.9783,10123.723692,259.7271736325084
LPLIPAL2A161,38.9783,25406.0256096,651.7992218644733
LPLIPAL2A180,38.9783,18839.7096696,483.3384131580906
LPLIPAL2A181,38.9783,13091.7852108,335.8736838394697
UM3PL,49.8741,9421.28154,188.9012842337005
UM4PL,49.8741,9308.5205364,186.64037118263784
2MAHMP_num1,30.3709,10170.4883364,334.8760931154493
2MAHMP_num2,17.4329,10170.4883364,583.4077139431764
PLIPA1A120pp,66.3263,9300.040452,140.21648202899902
PLIPA1A140pp,66.3263,9300.0413196,140.21649510978298
PLIPA1A141pp,66.3263,9300.0703284,140.21693247474985
PLIPA1A160pp,66.3263,12745.0962072,192.15750324079588
PLIPA1A161pp,66.3263,21566.3923296,325.1559687424144
PLIPA1A180pp,66.3263,12246.4677348,184.63969397961287
LPLIPAL2A120,38.9783,9300.0754296,238.59622994332744
KDUI,186.4581,45006.162696,241.374135508192
NADH17pp,540.4142,134714.45772,249.2800109989708
FA161ACPHi,22.9611,72014.934312,3136.3886883468126
FA141ACPHi,22.9611,467514.55188,20361.156559572497
FA160ACPHi,22.9611,34673.1324084,1510.0815034297138
DTARTD,120.2106,45441.45666,378.0153884931944
PLIPA2E161pp,66.3263,9331.0801164,140.68446628863663
PLIPA2E180pp,66.3263,9300.0462876,140.21657001219728
PLIPA2G120pp,66.3263,9331.0963272,140.684710698471
PLIPA2G180pp,66.3263,11670.7349628,175.95938508253892
LPLIPAL1A161pp,94.4886,14398.0052076,152.37822560181863
LPLIPAL1A160pp,94.4886,313499.208924,3317.852195121951
GALCTLO,36.4479,21845.1942,599.3539874725294
THRA_num1,90.6332,53168.689512,586.6359072834236
THRA_num2,145.9788,53168.689512,364.2219932757359
XYLK2_num1,122.1788,44532.487404,364.4862071324976
XYLK2_num2,110.3097,44532.487404,403.7041838025124
GLDBRAN2,73.5767,31696.232544,430.7917118326861
POR5_num1,148.5614,16213.7976876,109.1386974516934
POR5_num2,148.5246,16213.7976876,109.1657387907458
HACD8_num1,159.1878,30181.253673600004,189.5952684414258
HACD8_num2,77.0722,30181.253673600004,391.597147526605
CTECOAI8,159.1878,29862.2036052,187.59103150618324
CTECOAI6,159.1878,24446.506716,153.57022784409358
MALCOAMT,28.2762,9301.4126388,328.9484668661277
OGMEACPS,67.0302,0.2448,0.003652085179516
OGMEACPR,102.2412,0.1224,0.0011971690473116
OPMEACPS,85.2266,0.0864,0.0010137680020087
DGUNC_num1,51.7825,17685.975189599998,341.54347877371697
DGUNC_num2,38.5456,17685.975189599998,458.832530550828
DGUNC_num3,185.8088,17685.975189599998,95.18373289962584
DGUNC_num4,67.727,17685.975189599998,261.136255697137
DGUNC_num5,106.3554,17685.975189599998,166.29127613266462
CDGUNPD_num1,74.665,126921.327336,1699.8771490792203
CDGUNPD_num2,180.5208,126921.327336,703.0842281665049
CDGUNPD_num3,171.2153,126921.327336,741.29664426018
CDGUNPD_num4,29.6012,126921.327336,4287.70885423564
CDGUNPD_num5,81.4498,126921.327336,1558.2767218090162
LDGUNPD,74.665,44519.35518,596.254673273957
MPTAT,63.667,2448.0,38.45006047088759
MOADSUx,107.6949,36042.557328,334.67283342108124
REPHACCOAI,28.4046,19156.915782,674.4300494286138
ACPPAT141,46.854,36607.03398,781.3000806761429
ACPPAT161,46.854,40006.805724,853.8610518632347
ACPPAT180,46.854,9699.0761304,207.0063629658087
APG3PAT160,22.1934,18407.6550684,829.4202361242532
APG3PAT161,22.1934,9694.949292,436.8392987104274
APG3PAT180,22.1934,47472.731856,2139.0472778393573
ICYSDS,90.179,36.0,0.3992060235753334
I4FE4SR,13.8486,7.2,0.5199081495602444
S2FE2ST,183.333,9301.2456636,50.73415949992636
BMOCOS,88.1345,72.0,0.8169332100369322
BWCOS,88.1345,10232.0731332,116.09611597274622
BWCOGDS1,21.6429,25790.6627568,1191.6454244486645
BWCOGDS2,21.6429,29065.074534000003,1342.938078261231
DHNPTE,108.9562,19512.837234,179.08881948893224
DHMPTR,26.3483,37100.232144,1408.0692926678382
I2FE2SS,104.0276,9421.2855612,90.5652496183705
I2FE2ST,60.0728,9353.641428,155.70510161004648
I2FE2SS2,104.0276,9497.4075432,91.29699755834028
I4FE4ST,60.0728,9505.1154852,158.2266098001092
S4FE4ST,183.333,45270.430776,246.9300713783116
S2FE2SS2,277.201,25109.7365052,90.583138246976
BTS5,77.2962,7.2,0.0931481754601131
3AMACHYD,28.8981,21702.140964,750.988506649226
CCGS,25.5142,18471.5717904,723.9722111765213
CDGR,65.175,18930.2496624,290.4526223613349
MSAR_num1,21.5704,16893.0613584,783.1593924266587
MSAR_num2,108.9957,16893.0613584,154.98832851571208
ACPPAT120,46.854,14929.3590156,318.63574114483293
CPH4S,82.6373,15951.3439752,193.0283779261908
SHCHCS3,27.6824,47273.152392,1707.6970346501746
URACPAH,25.2087,23399.7696576,928.2418235609136
POAACR,13.7629,17716.7190096,1287.2809516598973
ACPPAT160,46.854,20129.3277156,429.6181268536304
ACPPAT181,46.854,14737.8364236,314.5480945831733
APH141,10.2998,9504.1516212,922.7510846035848
APH161,10.2998,10164.7952136,986.8924846696052
APH180,10.2998,11053.1540412,1073.142589292996
APH181,10.2998,17581.0280688,1706.9290732635584
GTHPi,20.4696,21215.2135572,1036.4254092507915
SEPHCHCS,122.7341,24093.6157224,196.30742982105207
DHNCOAS,189.7985,26258.6493216,138.35014144790398
DHNCOAT,59.781,11519.6861556,192.69811738846792
I2FE2SR,104.0276,9301.724046,89.41592467768169
TYRL,26.8961,21.6,0.8030904108774135
THZPSN3,600.7306,9779.0361084,16.27857163993311
APG3PAT120,22.1934,9785.0756952,440.9002539133256
APH120,10.2998,12612.9599028,1224.5829921746054
MOCDS,21.5138,18106.4214576,841.6189356413093
FORCT,91.6564,37350.273564,407.50317014414696
PACCOAE,131.963,22170.1611096,168.00285769192882
OXDHCOAT,70.6812,25910.3569176,366.5806030118334
HADPCOADH3,51.7326,21560.1181668,416.76076916296495
PYROX,59.9682,22380.9919416,373.2143359580577
BMOGDS1,21.6429,27337.894848,1263.1345544266248
MPTS,51.478,9753.6893256,189.47296564746105
MOCOS,88.1345,72.0,0.8169332100369322
BMOGDS2,21.6429,10255.5875124,473.8545902998212
S2FE2SR,277.201,21311.9182296,76.8825445420471
ACACT8r_num1,46.5305,23737.8762504,510.1573430416608
ACACT8r_num2,81.7524,23737.8762504,290.3630505086089
CTECOAI7,159.1878,24212.5976844,152.10083740336884
FDH4pp_num1,170.1061,32853.997494,193.13826778698703
FDH4pp_num2,511.2616,32853.997494,64.26063974685366
FDH5pp_num1,511.2616,29922.566454,58.52691939703666
FDH5pp_num2,170.1061,29922.566454,175.9053111793169
ACPPAT140,46.854,9697.4812008,206.9723225509028
APG3PAT140,22.1934,38886.36066,1752.1587796371894
APG3PAT141,22.1934,25623.6456384,1154.5615200194652
APG3PAT181,22.1934,9481.372614,427.2158666089919
APH140,10.2998,9504.2027232,922.7560460591468
APH160,10.2998,19803.8552724,1922.741730169518
OPMEACPD,102.1977,0.0791999999999999,0.000774968516904
EPMEACPR,111.4558,0.108,0.0009689939868539
AOXSr2,83.1885,3.6,0.0432752123190104
SCYSDS,120.4682,30061.0106388,249.5348202994649
S2FE2SS,277.201,9300.8155428,33.55260458223455
S4FE4SR,156.7328,74931.37606800001,478.0835668602872
SELR,233.0425,13273.5237228,56.95752372550072
OGMEACPD,102.1977,0.0791999999999999,0.000774968516904
EGMEACPR,111.4558,0.108,0.0009689939868539
OPMEACPR,102.2412,0.1224,0.0011971690473116
PMEACPE,28.505,14.4,0.505174530784073
MECDPDH5_num1,60.3838,9667.0110888,160.0927912585826
MECDPDH5_num2,60.4206,9667.0110888,159.9952845354068
RNTR1c2_num1,179.7821,49229.876412000005,273.8308007971873
RNTR1c2_num2,242.4248,49229.876412000005,203.07277313212185
RNTR1c2_num3,242.3881,49229.876412000005,203.103520395597
RNTR1c2_num4,179.7453,49229.876412000005,273.886863311586
RNTR2c2_num1,242.4248,30111.1444692,124.20818525662388
RNTR2c2_num2,242.3881,30111.1444692,124.22699162706418
RNTR2c2_num3,179.7453,30111.1444692,167.52117840744654
RNTR2c2_num4,179.7821,30111.1444692,167.48688812289987
RNTR3c2_num1,179.7453,34677.1410696,192.9237708557609
RNTR3c2_num2,242.4248,34677.1410696,143.0428779134808
RNTR3c2_num3,242.3881,34677.1410696,143.06453604611778
RNTR3c2_num4,179.7821,34677.1410696,192.8842808577717
RNTR4c2_num1,179.7821,16403.761468800003,91.24246222955456
RNTR4c2_num2,242.4248,16403.761468800003,67.66536042847103
RNTR4c2_num3,242.3881,16403.761468800003,67.6756056456567
RNTR4c2_num4,179.7453,16403.761468800003,91.2611426768878
FLDR2_num1,47.4511,47286.670788,996.5347650107162
FLDR2_num2,47.4879,47286.670788,995.7625160935733
FESR,24.8826,71840.53476,2887.1795857346096
OXCOAHDH,73.0026,73883.669328,1012.0690129940576
DHACOAH,27.2374,23116.3999848,848.7006830607913
THFAT,90.6332,30546.8244612,337.0379117277113
FOMETRi,21.1054,13204.6948872,625.6548033773348
GDPTPDP,79.3424,184851.360936,2329.7929094153947
COLIPAKpp,26.7591,30763.4894712,1149.6458950861577
MPTSS,53.4377,6120.0,114.5258871545744
CPMPS,142.1499,19871.439984,139.79214887945753
LIPOCT,23.8825,9300.4654248,389.42595728252905
LIPOS,72.1434,9300.5541468,128.91760225883448
OCTNLL,37.9259,22382.2690596,590.1578883981659
LIPATPT,37.9259,25688.0326392,677.3216361167435
LIPAMPL,37.9259,15754.3638552,415.3985496771336
ALDD19xr,214.7965,24043.862386800003,111.9378685723464
MMM,155.7425,728300.5419600001,4676.312130343355
MOGDS,21.6429,20487.0805128,946.5959050219702
WCOS,88.1345,78540.198372,891.140227402436
VPAMTr,46.7112,20916.2243988,447.77750087345225
3OXCOAT,42.2765,24123.272904,570.6071435431032
2DGULRGx,70.791,17496.283122,247.15406085519348
2DGULRGy,70.791,9611.080776,135.7669869898716
AP4AS,115.6531,23738.3635788,205.25488360277416
13PPDH2,84.194,9783.3792708,116.20043317576074
APCS,64.6428,13709.8188684,212.08578323339955
GHBDHx,124.6326,21755.7078228,174.55872558865016
APPLDHr,309.6976,10147.7710656,32.766708768811895
G2PP,29.1721,10610.8313832,363.73217503025154
DHNPA2r,108.9562,6120.0,56.16935979779031
SHGO,46.0819,22357.7724708,485.1747100445078
NADHXD,54.6503,65061.63673199999,1190.5083180147226
NADPHHR,142.13,36321.850188,255.55371974952507
NADPHHS,142.13,34672.700592,243.9506127629635
NADHHS,142.13,309125.526336,2174.9491756560897
NADHXE,54.6503,13737.7235088,251.3750795292981
PYK2,205.4286,27680.8588848,134.7468603923699
PYK3,205.4286,45020.63808,219.15467505498265
PYK4,205.4286,23979.27789,116.72804025340191
NADPHXD,54.6503,10822.8674664,198.038573738845
NADHHR,142.13,18063.2967444,127.08996513332865
NADPHXE,54.6503,21725.957952,397.54508121638855
FE3DHBZS3R,28.8716,10690.2698436,370.2693942698014
DXYLTD_num1,69.3992,77138.037216,1111.5119081487971
DXYLTD_num2,70.0168,77138.037216,1101.7075504164711
2DDARAA_num1,32.7217,28422.2199132,868.6046236350802
2DDARAA_num2,130.1216,28422.2199132,218.428146542926
GNP_num1,24.6643,22285.8176184,903.5657861119108
GNP_num2,20.7798,22285.8176184,1072.4750776427106
ALLTAMH2,91.388,218031.958836,2385.78324108198
UGCIAMH,28.7304,257942.856348,8978.046123548575
METGLCUR,273.788,48441.851388,176.9319743305039
ACOAD1fr,43.0021,42460.650504000005,987.4087661765356
FEENTERES,45.6519,22628.1062304,495.6662533300914
FEENTERR4,28.8716,16687.146844799998,577.9779037116058
ALR2x,36.3288,36956.821500000005,1017.2871523419436
OMPHHXy,42.2883,15108.678162000002,357.2779743333263
SQVOSI,284.5958,53182.412892,186.86998505248496
6D6SPA,31.983,39442.55994,1233.235154300722
AI2K,57.5448,9941.061582,172.75343005797222
ACOXT,83.3415,16076.641518,192.90079393819408
2HESR_num1,64.7832,27159.7386924,419.2404619160523
2HESR_num2,49.0318,27159.7386924,553.9208981191798
CHOLID,107.1144,20571.0995448,192.04793701687169
4ABZGLUH,197.5637,9451.478628,47.840158024981314
PHDA,204.1006,32025.2004612,156.9088991467933
TEO2M,45.0615,30564.757753200003,678.2898428414501
PACOAT,59.403,9300.979224,156.57423402858444
DHPTDNR,47.8104,15829.2357948,331.0835256513227
DHPTDNRN,47.8104,25764.6937428,538.8930806435419
PCNO,69.4475,20632.685634,297.09760083516323
HPACOAT,59.403,20199.2204592,340.03704289682344
DC6PDA,27.7737,24868.3600404,895.3924050594626
5DGLCNR,27.5627,10326.6768024,374.6612923407358
5DKGR_num1,27.07,10950.2437068,404.5158369708164
5DKGR_num2,27.5627,10950.2437068,397.284870741981
PYK6,205.4286,23858.7945552,116.14154287767138
PAI2I,11.2548,9678.4961076,859.9438557415504
CURR,75.2195,9968.8999212,132.53079216426593
LKDRA,173.4961,14748.3539928,85.0068329651214
METNA,38.4954,9848.7558288,255.84240789289112
XYHDL,528.4762,174757.003272,330.68093373362893
E4PP_num1,29.7077,23567.4549216,793.3113274201638
E4PP_num2,23.0075,23567.4549216,1024.3379298750408
E4PP_num3,30.4128,23567.4549216,774.9189460227273
E4PP_num4,20.7798,23567.4549216,1134.1521536107182
E4PP_num5,24.3302,23567.4549216,968.6502750326756
PUACGAMS,66.8476,21535.0225164,322.151019878051
RU5PP,23.0075,9743.1912036,423.4789179006846
6D6SFK,31.7277,24036.9023232,757.5998992426177
3SLAR,124.6326,32163.0797196,258.0631369288613
ARHGDx,176.7031,18504.6325992,104.7216070300974
CPL,31.8451,55622.715876,1746.6648205218387
INOSTO,61.1644,30029.782752000003,490.9683206571143
HPYRP,21.4356,20546.3302884,958.5143540838604
PSURIK,33.573,18771.6394116,559.1290445179162
QUINDHyi,62.4556,9660.842064,154.68336008300298
PNSPA,26.4826,20269.5998148,765.3931190593069
4HTHRK,67.2473,25833.2027292,384.15226677056177
PETNT181pp,63.8044,70069.972752,1098.199697074183
ARMEPNS,101.1252,96018.149196,949.4977433518054
RPNTPH,42.0104,863642.4721199999,20557.82549368728
PRCPD,55.6956,35200.6967808,632.0193476827612
UDPGPT,52.4085,67455.143856,1287.103119837431
OMMBLHXy,42.9535,21532.4983008,501.2978756282958
OPHHXy,44.2446,9301.1385924,210.2208765001831
PROD3,287.6303,61607.806488,214.19094750448755
F1PP_num1,30.4128,30106.442055600004,989.9266774384472
F1PP_num2,20.7798,30106.442055600004,1448.8321377299108
F1PP_num3,23.0075,30106.442055600004,1308.5490407736609
F1PP_num4,29.7211,30106.442055600004,1012.9652689705296
ACP1p,98.8772,17920.628946,181.24126639912944
3HPADHi,53.4186,29369.091121200003,549.7914793948177
2HPTCOAT,63.9737,50248.122192,785.4496799778659
MC6PH,202.05,1075510.26144,5322.990653006681
CYSTA,87.1467,14883.0310404,170.78134961392686
FE3DCITR5,28.8716,12098.3978952,419.0414765790604
4HTHRA,145.9788,168654.008952,1155.33220544353
GAPP,24.3302,71411.827248,2935.110572375073
PAI2T,318.9274,9523.5248412,29.8611058228299
DHCURR,75.2195,9968.9729796,132.5317634336841
RHMND,353.8117,28119.9535308,79.47717254912713
3HBZCT,59.8804,29600.9963352,494.3353139791985
CXSAMS,55.5533,25116.4641204,452.114710024427
ACOAD1f,89.2244,434993.03856,4875.269977270791
AMPNTAT,16.5698,23261.9550192,1403.876632137986
SQGH,77.275,31386.4956936,406.1662334985441
QUINDH,62.4556,9439.2531756,151.13541741012816
LCARSyi,37.9784,9500.8902516,250.1656270827628
GTHOr_reverse,97.545,10041.2965332,102.94014591419344
MAN6PI_reverse,42.85,59947.568964000006,1399.0097774562428
TMDPP_reverse,94.4142,12184.7574492,129.05640729042878
HCO3E_reverse_num1,100.3871,17055.9690228,169.9019995875964
HCO3E_reverse_num2,47.5285,17055.9690228,358.8577174284903
IMPC_reverse,57.3292,36000.0,627.9522477201845
ECOAH4_reverse_num1,77.0722,34389.944928,446.20427246140633
ECOAH4_reverse_num2,159.1878,34389.944928,216.0337973638683
NDPK5_reverse_num1,23.586,10223.94078,433.4749758331213
NDPK5_reverse_num2,61.8538,10223.94078,165.2920399393408
DHORTS_reverse,77.6548,24480.0,315.24129867052653
ICDHyr_reverse,91.5134,30368.822821200003,331.8511040044409
ACALD_reverse_num1,33.4425,142688.53065600002,4266.682534379906
ACALD_reverse_num2,3845.0896,142688.53065600002,37.10928625850488
ALAR_reverse_num1,77.6892,104292.628488,1342.434064039789
ALAR_reverse_num2,78.3059,104292.628488,1331.8616922607364
ALATA_L_reverse_num1,91.0347,48870.109008,536.8294618206024
ALATA_L_reverse_num2,92.4324,48870.109008,528.7118911550496
PPM_reverse,44.37,32423.2522992,730.7471782555782
ASPTA_reverse_num1,87.1467,75600.0,867.5027281583813
ASPTA_reverse_num2,87.0756,75600.0,868.2110717583342
A5PISO_reverse_num1,140.7843,33180.190387200004,235.68104104790092
A5PISO_reverse_num2,136.1257,33180.190387200004,243.74670166764983
IPPMIb_reverse,72.3693,123242.323212,1702.964146564911
PSCVT_reverse,46.0958,43650.2925,946.9472815310722
ECOAH6_reverse_num1,77.0722,46056.259224,597.5729150588669
ECOAH6_reverse_num2,159.1878,46056.259224,289.32028223268367
ENO_reverse,91.3099,51877.320984,568.1456335402843
FBA_reverse_num1,78.2945,34326.3331224,438.42585523121033
FBA_reverse_num2,381.0919,34326.3331224,90.07363610299772
PGI_reverse,123.0595,323462.699208,2628.5065290205143
PGK_reverse,41.1182,151200.0,3677.20376864746
RPE_reverse,24.5542,108366.95718,4413.377637227032
TALA_reverse_num1,70.4385,17007.888621600003,241.45728006133007
TALA_reverse_num2,35.6588,17007.888621600003,476.961889396166
TKT1_reverse_num1,144.4235,21768.9026364,150.729643281045
TKT1_reverse_num2,73.0427,21768.9026364,298.02981867318704
ALCD2x_reverse_num1,3845.0896,86341.98016800001,22.45512826749213
ALCD2x_reverse_num2,141.5183,86341.98016800001,610.1117676512508
RMI_reverse,188.7978,18114.7593204,95.94793647171734
NDPK6_reverse_num1,23.586,9881.8185168,418.9696649198677
NDPK6_reverse_num2,61.8538,9881.8185168,159.7608961260262
NDPK8_reverse_num1,23.586,14417.8849404,611.2899576189266
NDPK8_reverse_num2,61.8538,14417.8849404,233.0961871445247
PYNP2r_reverse,162.9545,10466.8948008,64.23200832625058
DURIPP_reverse_num1,94.4142,9672.2779032,102.44516082538432
DURIPP_reverse_num2,155.6995,9672.2779032,62.12144485499311
TRPAS2_reverse,211.0938,18000.0,85.2701500470407
ILETA_reverse,204.5619,21960.0,107.3513689499364
VALTA_reverse,204.5619,31680.000000000004,154.86754864908863
ORPT_reverse,47.134,17956.831118399998,380.9740552127975
PTAr_reverse_num1,463.0325,420628.64112,908.4214199219276
PTAr_reverse_num2,72.1335,420628.64112,5831.252346274617
ACKr_reverse_num1,42.4337,178357.410792,4203.201954861349
ACKr_reverse_num2,43.2904,178357.410792,4120.022240311941
ACKr_reverse_num3,43.3841,178357.410792,4111.123909266298
AIRC3_reverse,142.2426,46800.0,329.0153582681981
ADSL2r_reverse,206.1712,15978.0803724,77.49908994272721
PUNP5_reverse_num1,179.0077,9894.5024796,55.274172449565015
PUNP5_reverse_num2,155.6995,9894.5024796,63.5487106869322
PUNP6_reverse_num1,155.6995,9464.6349936,60.78783164750048
PUNP6_reverse_num2,179.0077,9464.6349936,52.872781414430776
PUNP7_reverse,179.0077,32703.3322704,182.6923214498594
PUNP1_reverse,155.6995,36.0,0.2312146153327403
PUNP2_reverse,155.6995,9843.444108,63.2207817494597
PUNP3_reverse_num1,179.0077,9803.3845176,54.76515545197218
PUNP3_reverse_num2,155.6995,9803.3845176,62.963493894328494
LYSAM_reverse,38.7496,25606.0205064,660.8073504345851
IPPMIa_reverse,72.3693,106566.407064,1472.5361039004108
MDH_reverse,64.6746,11663.4833568,180.3410203820356
FUM_reverse_num1,120.2106,2156.1487704,17.93642798887952
FUM_reverse_num2,120.5972,2156.1487704,17.878928950257553
FUM_reverse_num3,201.9555,2156.1487704,10.676355783328503
OHPBAT_reverse,79.5666,20025.0851508,251.6770246661288
AGPR_reverse,35.9521,86400.0,2403.19758790168
G1SAT_reverse,90.7322,38145.117744,420.4143374017162
GUI1_reverse,53.9872,18227.3155164,337.62290906733443
PGAMT_reverse,47.5436,14400.0,302.8798828864453
GLUR_reverse,31.002,75600.0,2438.552351461196
UAG2E_reverse,84.4892,64758.730068,766.4734672360491
HACD5_reverse_num1,159.1878,28543.8681144,179.3093950315288
HACD5_reverse_num2,77.0722,28543.8681144,370.35232047872
GHMT2r_reverse,90.6332,36640.106136,404.2680401442297
ADK4_reverse,23.586,27584.1154548,1169.512229916052
