,MW,kcat,kcat_MW
KARA1_reverse,216.2761,8280.0,38.284396657790666
KARA2_reverse,216.2761,11785.948120800002,54.49491701024756
ICHORS_copy2_reverse,97.5291,11143.4815044,114.25801637049864
DHBD_reverse,104.9986,15751.7670348,150.01882915391252
RBP4E_reverse_num1,25.2777,22153.7597256,876.4151693231585
RBP4E_reverse_num2,102.0756,22153.7597256,217.03286314848995
RBP4E_reverse_num3,25.5609,22153.7597256,866.7049957395867
HACD6_reverse_num1,159.1878,28885.7992032,181.45736798423
HACD6_reverse_num2,77.0722,28885.7992032,374.78882402734064
ECOAH1_reverse_num1,77.0722,55686.499056,722.5238030833427
ECOAH1_reverse_num2,159.1878,55686.499056,349.816374470908
ECOAH2_reverse_num1,77.0722,45311.231916,587.9062997552944
ECOAH2_reverse_num2,159.1878,45311.231916,284.6401038019245
ECOAH3_reverse_num1,77.0722,38981.497608,505.7789658008984
ECOAH3_reverse_num2,159.1878,38981.497608,244.87741904844464
UGLT_reverse,79.2914,10608.9998724,133.79761074214858
XYLI2_reverse,198.968,58957.934508000006,296.31867691287044
PMANM_reverse,50.4626,15462.384876000002,306.4127666033855
UDPG4E_reverse,74.5302,59585.796468,799.4852619206712
XYLI1_reverse,198.968,12143.9344752,61.03461096859797
LCARS_reverse,81.0267,20440.7763948,252.2721077718826
ALCD19_reverse_num1,141.5183,147353.759244,1041.2346618352535
ALCD19_reverse_num2,3845.0896,147353.759244,38.32258141500785
RMPA_reverse,120.582,10127.9680236,83.99237053291537
SBTPD_reverse,111.4315,43431.099948,389.75603799643727
GLTPD_reverse,74.7803,26014.7870784,347.8828926655817
TGBPA_reverse_num1,172.3671,11962.53261,69.40148444801821
TGBPA_reverse_num2,77.9206,11962.53261,153.52208029712298
MANAO_reverse,53.5802,66372.217632,1238.745238576937
TAGURr_reverse,54.8083,48756.389652000005,889.5804039169251
HACD4_reverse_num1,159.1878,31565.198030400003,198.28905249271617
HACD4_reverse_num2,77.0722,31565.198030400003,409.5536137595658
HACD7_reverse_num1,77.0722,23943.3205788,310.66092026437553
HACD7_reverse_num2,159.1878,23943.3205788,150.40926866757377
ADK1_reverse,23.586,16170.041649600002,685.5779551259222
SERASr_reverse,141.991,133230.481416,938.302296737117
MLTP2_reverse,181.0448,20152.0411596,111.30969328917485
CYTK1_reverse,24.7463,22437.4454532,906.698999575694
CYTK2_reverse,24.7463,10897.8819516,440.3842979192849
GK1_reverse,47.1854,27785.5574184,588.8592110780029
HACD1_reverse_num1,159.1878,41623.13358,261.47188151353305
HACD1_reverse_num2,77.0722,41623.13358,540.0537882660675
HACD2_reverse_num1,159.1878,39702.909276,249.4092466633749
HACD2_reverse_num2,77.0722,39702.909276,515.1391717895688
NDPK7_reverse_num1,23.586,10352.406456,438.9216677690156
NDPK7_reverse_num2,61.8538,10352.406456,167.3689644936932
GLYAT_reverse,86.2341,50081.793552,580.7655388297669
CRNBTCT_reverse,90.2535,128941.34176799998,1428.6575231763863
CRNCBCT_reverse,90.2535,23925.2854176,265.08983493825724
CRNCDH_reverse,28.1902,14573.285082,516.9628126795836
NDPK2_reverse_num1,23.586,13143.6576504,557.2652272704147
NDPK2_reverse_num2,61.8538,13143.6576504,212.4955564637904
NDPK3_reverse_num1,61.8538,23476.2707952,379.5445194183704
NDPK3_reverse_num2,23.586,23476.2707952,995.3476975833124
NDPK4_reverse_num1,23.586,25751.5097292,1091.8133523785298
NDPK4_reverse_num2,61.8538,25751.5097292,416.328660958583
DGK1_reverse,47.1854,10053.5491188,213.0648276543168
DTMPK_reverse,23.7831,22465.870776,944.6149062149173
NDPK1_reverse_num1,23.586,9805.8670452,415.749471940982
NDPK1_reverse_num2,61.8538,9805.8670452,158.53297687773428
PGMT_reverse_num1,58.361,29407.459248000003,503.8888855228664
PGMT_reverse_num2,20.7798,29407.459248000003,1415.1945277625389
PGMT_reverse_num3,23.5649,29407.459248000003,1247.9348203472114
UMPK_reverse_num1,24.7463,27813.8112372,1123.958379119303
UMPK_reverse_num2,155.8216,27813.8112372,178.49779001884207
DDPGALA_reverse,21.3906,53869.172436,2518.3572427140894
F6PA_reverse_num1,229.9682,19796.270806800003,86.08264449954386
F6PA_reverse_num2,23.5552,19796.270806800003,840.4204085212608
IDOND_reverse,37.1466,19846.4274864,534.2730555797839
MCOATA_reverse,41.0567,9518.8696956,231.8469262166711
DAPE_reverse,60.4171,109969.788744,1820.176551737836
SDPTA_reverse_num1,91.5493,27000.0,294.9230633112432
SDPTA_reverse_num2,44.7291,27000.0,603.6338759331173
SDPTA_reverse_num3,87.5339,27000.0,308.45192548258444
SDPTA_reverse_num4,87.3307,27000.0,309.1696276338104
SDPTA_reverse_num5,79.5666,27000.0,339.3383655956143
ARAI_reverse,336.4439,37923.435324,112.7184512009283
M1PD_reverse,41.139,24491.6145612,595.3381113104354
G3PD2_reverse,72.7232,122400.0,1683.0942532781835
FCI_reverse,389.86,60125.13198,154.22236695223927
FCLPA_reverse_num1,23.2225,19739.3307264,850.0088589256109
FCLPA_reverse_num2,95.1013,19739.3307264,207.56110301751923
UAGAAT_reverse,92.8795,9875.081682,106.32143456844622
PRPPS_reverse,34.2183,9727.446006,284.27613312175066
PRMICI_reverse,26.0326,38487.189888,1478.4228193879983
SERAT_reverse,175.8998,56837.934288,323.12677039996635
ASPK_reverse_num1,177.7754,131867.8614,741.7666415038301
ASPK_reverse_num2,356.481,131867.8614,369.91553939761167
ASPK_reverse_num3,97.0635,131867.8614,1358.5731134772595
ASAD_reverse,80.0358,22680.0,283.3731904972525
CBMKr_reverse,31.6441,10062.3019464,317.98350866038214
AMANAPEr_reverse,24.0737,586980.06156,24382.62757947469
NNATr_reverse,24.528,41349.304224,1685.8000743639925
GAPD_reverse,142.13,56839.885308,399.9147633012032
ARGSL_reverse,50.3182,10424.1816144,207.1652327467993
ACOATA_reverse,75.6698,9801.9899352,129.53635314484774
MLTP3_reverse,181.0448,10299.2468796,56.88783593674052
OCBT_reverse_num1,110.7213,19557.839718,176.6402645019522
OCBT_reverse_num2,110.4814,19557.839718,177.0238222723463
GARFT_reverse,23.2383,40052.347596,1723.5489513432567
PHETA1_reverse_num1,87.1467,31007.8638648,355.8122552523503
PHETA1_reverse_num2,87.0756,31007.8638648,356.1027872882874
PHETA1_reverse_num3,204.5619,31007.8638648,151.5818139389593
MCITL2_reverse,128.5386,20380.4504208,158.55509878588998
ACOTA_reverse_num1,91.5493,32625.378558,356.36950318571525
ACOTA_reverse_num2,87.3307,32625.378558,373.58430148848
ACOTA_reverse_num3,87.5339,32625.378558,372.7170679930861
ACOTA_reverse_num4,44.7291,32625.378558,729.3993967685466
PRAGSr_reverse,45.9404,17654.1014664,384.2827112171422
PPAKr_reverse,43.3841,9938.8988064,229.0908145242151
PPM2_reverse,44.37,26740.7498952,602.6763555375254
G6PDH2r_reverse,55.7044,27844.1158788,499.8548746382692
FBA3_reverse,78.2945,10772.908415999998,137.59470225877934
ADK3_reverse,23.586,12279.1934592,520.6136461968965
HSDy_reverse_num1,177.7754,638760.41568,3593.075395583416
HSDy_reverse_num2,356.481,638760.41568,1791.849819990406
ACACT7r_reverse_num1,46.5305,26653.2904476,572.8133256165311
ACACT7r_reverse_num2,81.7524,26653.2904476,326.0245625522921
ACACT2r_reverse_num1,46.5305,48623.592996,1044.9832474613424
ACACT2r_reverse_num2,81.7524,48623.592996,594.7665511471223
ACACT3r_reverse_num1,46.5305,36960.012612,794.3179766389786
ACACT3r_reverse_num2,81.7524,36960.012612,452.09697344665113
ACACT4r_reverse_num1,46.5305,34554.8772252,742.6285388121769
ACACT4r_reverse_num2,81.7524,34554.8772252,422.677220793518
AHGDx_reverse,176.7031,28540.1640672,161.51478987748374
TKT2_reverse_num1,144.4235,149806.84914,1037.2747450380307
TKT2_reverse_num2,73.0427,149806.84914,2050.948953694209
ATPS4rpp_reverse_num1,543.6444,394887.40776,726.3707816359371
ATPS4rpp_reverse_num2,530.0127,394887.40776,745.0527275289819
ECOAH8_reverse_num1,77.0722,24530.3731008,318.2778368957938
ECOAH8_reverse_num2,159.1878,24530.3731008,154.09706711695242
ECOAH5_reverse_num1,77.0722,31162.638096,404.3304602178217
ECOAH5_reverse_num2,159.1878,31162.638096,195.7602158959417
TRSARr_reverse_num1,123.2023,21843.3158892,177.29633204250246
TRSARr_reverse_num2,30.4274,21843.3158892,717.8830885714849
ACACT5r_reverse_num1,81.7524,35501.718114,434.25903232198687
ACACT5r_reverse_num2,46.5305,35501.718114,762.9773613866172
MTHFC_reverse,62.0875,53981.9901,869.4502130058386
MTHFD_reverse,62.0875,28796.2873092,463.8016880885846
ACACT6r_reverse_num1,46.5305,29980.3013244,644.3150476440183
ACACT6r_reverse_num2,81.7524,29980.3013244,366.72074855784047
GGGABADr_reverse,53.4186,20083.1602464,375.9581914614011
MALTATr_reverse,60.288,10202.8467096,169.2351166003185
ALAGLUE_reverse,34.674,22236.8058324,641.3106602180308
CBLAT_reverse,21.9989,27183.757464,1235.6871236289087
ARABDI_reverse,389.86,45079.516404,115.63001180936746
FRULYSDG_reverse,462.8308,10651.821642,23.01450474341811
ALLPI_reverse,32.1466,10258.1760564,319.1060969558212
ALLULPE_reverse,26.1092,110777.1111,4242.838198795826
DHPTPE_reverse,112.6563,17788.0914108,157.89699653548004
FALDH2_reverse,78.718,22410.3303072,284.69130703523973
CBIAT_reverse,21.9989,21148.3138716,961.3350609166822
GLUDy_reverse_num1,291.4882,666000.0,2284.826624199539
GLUDy_reverse_num2,861.249,666000.0,773.2955277741977
HACD3_reverse_num1,159.1878,36814.264236,231.2631007903872
HACD3_reverse_num2,77.0722,36814.264236,477.6594444689525
E4PD_reverse_num1,149.1976,19375.4878416,129.86460802050436
E4PD_reverse_num2,142.13,19375.4878416,136.32229537465702
DADK_reverse,23.586,13343.7770892,565.7498977868228
CRNCAR_reverse,28.1902,20738.5923816,735.6667345957105
DHFR_reverse_num1,26.3483,20559.7406448,780.3061542794032
DHFR_reverse_num2,17.9994,20559.7406448,1142.2458884629486
TYRTA_reverse_num1,87.1467,24103.015866,276.5797886322718
TYRTA_reverse_num2,87.0756,24103.015866,276.8056248363491
TYRTA_reverse_num3,204.5619,24103.015866,117.8274931255527
PUNP4_reverse_num1,179.0077,9382.3494192,52.41310524184155
PUNP4_reverse_num2,155.6995,9382.3494192,60.25934199660243
AMAOTr_reverse,94.6712,32523.3612864,343.540182087055
GLCATr_reverse,60.288,10000.1298276,165.8726417794586
ALAALAr_reverse_num1,39.3158,20079.2366388,510.716725560716
ALAALAr_reverse_num2,65.6794,20079.2366388,305.715896290161
ACACT1r_reverse_num1,46.5305,49056.7815,1054.293022855976
ACACT1r_reverse_num2,161.4099,49056.7815,303.9267201082462
ACACT1r_reverse_num3,81.7524,49056.7815,600.0653375313752
SUCOAS_reverse,142.3403,36798.901632,258.5276385675736
GALKr_reverse,41.4421,27093.8563992,653.7761454945573
YUMPS_reverse,98.7297,117059.481756,1185.6562083749875
ADSL1r_reverse,206.1712,16835.3794188,81.65728006045461
AICART_reverse,57.3292,30129.8922252,525.559265177257
PGM_reverse_num1,57.1128,242966.320164,4254.14828486784
PGM_reverse_num2,56.1939,242966.320164,4323.713430888406
TPI_reverse,53.9436,132458.501376,2455.499843836896
RPI_reverse_num1,45.7208,85593.190644,1872.0842733285508
RPI_reverse_num2,32.1466,85593.190644,2662.589220757405
PERD_reverse,82.7353,29134.9589436,352.1466525606362
ATHRDHr_reverse,108.9957,28339.932006,260.0096334626045
LSERDHr_reverse,108.9957,11184.7652028,102.61657297306223
DSERDHr_reverse,108.9957,17622.7062408,161.682582347744
UDPKAAT_reverse,41.6498,44134.30026,1059.6521534317092
MLTP1_reverse,181.0448,78285.206052,432.40792362995234
IPDDI_reverse,20.5083,55097.274312,2686.5841786983806
DURADx_reverse,178.7966,14611.841517600002,81.72326273318397
ECOAH7_reverse_num1,77.0722,25171.1905716,326.5923455097947
ECOAH7_reverse_num2,159.1878,25171.1905716,158.1226109764693
LDH_D_reverse,146.1392,11290.7991132,77.26057836090523
T2DECAI_reverse,37.9381,17543.2976676,462.4189842822914
CLPNS180pp_reverse_num1,54.8223,9824.3619408,179.20375359662037
CLPNS180pp_reverse_num2,47.6335,9824.3619408,206.24900418403016
CLPNS181pp_reverse_num1,54.8223,10525.550868,191.99396719947904
CLPNS181pp_reverse_num2,47.6335,10525.550868,220.96950398354105
CLPNS120pp_reverse_num1,47.6335,17185.4877312,360.7857438819318
CLPNS120pp_reverse_num2,54.8223,17185.4877312,313.47622648447805
CLPNS160pp_reverse_num1,47.6335,19150.7918472,402.0446082525953
CLPNS160pp_reverse_num2,54.8223,19150.7918472,349.3248522444334
CLPNS161pp_reverse_num1,54.8223,13654.3439412,249.06550694151835
CLPNS161pp_reverse_num2,47.6335,13654.3439412,286.65422320845624
HPYRI_reverse,58.7549,10252.3242384,174.4930931445718
GUI2_reverse,53.9872,1106757.02052,20500.35972452729
3OAR120_reverse,102.2412,168004.92085199998,1643.2213320266192
ACONTb_reverse_num1,186.9962,58615.67725200001,313.45918928833856
ACONTb_reverse_num2,195.3544,58615.67725200001,300.04789885459456
MICITDr_reverse,186.9962,42684.560064,228.2643180128794
ACONTa_reverse_num1,186.9962,34269.901524,183.26522958220545
ACONTa_reverse_num2,195.3544,34269.901524,175.4242623867187
3OAR140_reverse,102.2412,10447.0432272,102.18036591119822
3OAR160_reverse,102.2412,15760.1644164,154.14690375699814
CLPNS140pp_reverse_num1,54.8223,25952.2417404,473.3884156702656
CLPNS140pp_reverse_num2,47.6335,25952.2417404,544.8317201213432
CLPNS141pp_reverse_num1,54.8223,18706.2716844,341.2164700204114
CLPNS141pp_reverse_num2,47.6335,18706.2716844,392.712517123453
3OAR60_reverse,102.2412,16171.4984256,158.1700765014495
3OAR80_reverse,102.2412,41062.493484,401.6237435006631
3OAR40_reverse,102.2412,15479.5928472,151.4026913533879
3OAR100_reverse,102.2412,21350.2799988,208.8226663888921
3OAR180_reverse,102.2412,11764.0995588,115.06222108895436
ACOAD7f_reverse,89.2244,460800.0,5164.506569951717
ACOAD8f_reverse,89.2244,323145.37044,3621.715253226696
ACOAD5f_reverse,89.2244,1281600.0,14363.783897678211
ACOAD3f_reverse,89.2244,1281600.0,14363.783897678211
ACOAD2f_reverse,89.2244,1281600.0,14363.783897678211
ACOAD4f_reverse,89.2244,1281600.0,14363.783897678211
ACOAD6f_reverse,89.2244,1000800.0,11216.662706613886
FRULYSE_reverse,249.3506,26511.742962,106.32315688031233
POR5_reverse_num1,148.5614,52980.56892,356.62405523911326
POR5_reverse_num2,148.5246,52980.56892,356.7124161250056
HACD8_reverse_num1,159.1878,23805.6572664,149.5444830973228
HACD8_reverse_num2,77.0722,23805.6572664,308.87475985374755
CTECOAI8_reverse,159.1878,51918.913944,326.1488251235333
CTECOAI6_reverse,159.1878,29128.1296356,182.9796607252566
REPHACCOAI_reverse,28.4046,10703.3475384,376.81740064637415
DHNPTE_reverse,108.9562,10065.0476808,92.3770072818252
FORCT_reverse,91.6564,129064.068504,1408.1293668963651
HADPCOADH3_reverse,51.7326,18258.392754,352.9378526113128
ACACT8r_reverse_num1,46.5305,30393.7758288,653.2011439550402
ACACT8r_reverse_num2,81.7524,30393.7758288,371.77839217931216
CTECOAI7_reverse,159.1878,198000.0,1243.8139103624774
DHACOAH_reverse,27.2374,12132.6056928,445.439200981004
ALDD19xr_reverse,214.7965,9300.7587096,43.30032709843968
VPAMTr_reverse,46.7112,10207.7989956,218.53000983918204
13PPDH2_reverse,84.194,10451.4447852,124.13526837066776
GHBDHx_reverse,124.6326,135145.733652,1084.352999552284
APPLDHr_reverse,309.6976,20318.8255812,65.6085987789379
DHNPA2r_reverse,108.9562,11082.1641192,101.71210191985404
NADHXE_reverse,54.6503,13156.1845416,240.73398575305168
NADPHXE_reverse,54.6503,922865.21784,16886.736538317262
DXYLTD_reverse_num1,69.3992,71697.112164,1033.1115079712736
DXYLTD_reverse_num2,70.0168,71697.112164,1023.9986997977628
2DDARAA_reverse_num1,32.7217,9688.4084736,296.0851200762797
2DDARAA_reverse_num2,130.1216,9688.4084736,74.45657349433147
ACOXT_reverse,83.3415,10077.212412,120.91469930346828
4ABZGLUH_reverse,197.5637,31226.5082484,158.05792384127247
PCNO_reverse,69.4475,18766.7882064,270.2298600583174
5DKGR_reverse_num1,27.07,23521.1773896,868.9020092205394
5DKGR_reverse_num2,27.5627,23521.1773896,853.3698581633876
LKDRA_reverse,173.4961,9819.4111128,56.59730168459118
METNA_reverse,38.4954,27085.9754304,703.6158977540175
PUACGAMS_reverse,66.8476,82566.781596,1235.1495281206803
ARHGDx_reverse,176.7031,9808.8343596,55.51025624111857
INOSTO_reverse,61.1644,28380.9759084,464.0113515116636
UDPGPT_reverse,52.4085,46403.306208,885.4156521938235
4HTHRA_reverse,145.9788,16492.0014972,112.97531899974516
RHMND_reverse,353.8117,16526.487556800002,46.70983903810983
