,glucose,ac,o2_reverse
0.1,1.3941217347517882,0.0,4.046787758510673
0.2,2.501157739583345,0.0,6.371061137500069
0.30000000000000004,3.6088199427083385,0.0,8.699091706250089
0.4,4.716482145833347,0.0,11.027122275000195
0.5,5.868830803549481,0.0,13.623271571296769
0.6,7.120665051569573,0.0,16.816334409417475
0.7,9.783423557457835,5.98443371503621,16.503102464593177
