,kcat_mw,flux,enz useage,enz ratio
S2FE2SS,33.55260458223455,0.0001053938907252,3.141153780383536e-06,1.3837681851909849e-05
DASYN160,7553.9362493561985,0.0235161039955906,3.1130927266688032e-06,1.3714064875192965e-05
DASYN161,8927.379203784598,0.0277171192203021,3.1047319249698657e-06,1.3677233149646985e-05
OPHBDC,28.49022158757278,8.21777539570741e-05,2.88441961409382e-06,1.2706694335215066e-05
UAPGR,4089.7202187524767,0.0102401588652877,2.5038776047157928e-06,1.1030297818131245e-05
PDX5PS,33.57078867366342,8.21777539570741e-05,2.447894649003086e-06,1.0783676867855003e-05
DPCOAK,101.84910948337216,0.0002483758124083,2.438664546682656e-06,1.074301562415267e-05
UDCPDPS,8.859466709323359,2.0268055908695215e-05,2.2877286606163214e-06,1.0078099826503618e-05
CHRPL_num1,44.096735882919965,8.21777539570741e-05,1.8635790679668898e-06,8.209599418356343e-06
ADCS,132.80445719208157,0.0002465332618711,1.8563628592263805e-06,8.177809952539122e-06
PAPPT3,6319.780914261639,0.0102401588652877,1.620334471117357e-06,7.138037317697608e-06
SCYSDS,249.5348202994649,0.0004031500575293,1.6156064193585591e-06,7.1172088958526835e-06
MOAT2,4491.331349873443,0.0071697326501741,1.5963490759540885e-06,7.032374783938715e-06
MOAT,4491.331349873443,0.0071697326501741,1.5963490759540885e-06,7.032374783938715e-06
PMEACPE,0.505174530784073,7.37020214861651e-07,1.458941751710511e-06,6.427056174936172e-06
NNATr,616.4383561643835,0.0008394660247269,1.3618004401125266e-06,5.99912088155298e-06
AGPAT161,20981.160666151853,0.0277171192203021,1.3210479468381903e-06,5.819594479463393e-06
AGPAT160,17833.986566229076,0.0235161039955906,1.3186117365436024e-06,5.808862275522477e-06
UPP3S,129.50618571906512,0.0001643555079141,1.2690938815126e-06,5.590721944989427e-06
UPPDC1,74.2965901534087,8.21777539570741e-05,1.1060770593561864e-06,4.872586164564698e-06
S2FE2SS2,90.583138246976,9.581262793201462e-05,1.0577313812067358e-06,4.659609608840246e-06
FESR,2887.1795857346096,0.0028773269188198,9.965874423040773e-07,4.390253049797697e-06
ADPT,254.70503647231212,0.000248007302301,9.737039586492817e-07,4.28944475175895e-06
ADCL_num2,268.41491406994766,0.0002465332618711,9.184782549260829e-07,4.0461597133307615e-06
DPR_num1,282.98650289925246,0.0002483758124083,8.776949072257541e-07,3.8664973886597095e-06
UPP3MT,94.64586928094108,8.21777539570741e-05,8.682656156196591e-07,3.824958659117441e-06
4HTHRA_reverse,112.97531899974516,8.21777539570741e-05,7.273956354773335e-07,3.204386059371513e-06
PPPGO,116.75588254194088,8.21777539570741e-05,7.038425145521411e-07,3.100627817410313e-06
PMDPHT_num2,349.2253625201868,0.0001643555079141,4.706287845992271e-07,2.0732545577058465e-06
GLYCTO2,367.7479493133881,0.0001643555079141,4.4692433559714895e-07,1.968829672234136e-06
S4FE4ST,246.9300713783116,9.581262793201462e-05,3.8801522794372e-07,1.7093181847740968e-06
DNTPPA_num2,635.9980298651446,0.0002465332618711,3.876321156582423e-07,1.7076304654548118e-06
FCLT_num1,288.1504975205961,8.21777539570741e-05,2.851903941314566e-07,1.2563453485967249e-06
HBZOPT,291.00314407691974,8.21777539570741e-05,2.823947288189861e-07,1.2440296423743882e-06
4HTHRK,384.15226677056177,8.21777539570741e-05,2.1391974241858493e-07,9.423777199056605e-07
S2FE2ST,50.73415949992636,1.0318283008063114e-05,2.0337940176338372e-07,8.959445011602807e-07
S4FE4SR,478.0835668602872,9.581262793201462e-05,2.0040979145391634e-07,8.828625174181336e-07
IPDDI,810.9727690349762,0.0001024458098657,1.2632459902150136e-07,5.56496030931724e-07
MALS_num1,1401.494876363781,0.0001643555079141,1.1727157243737138e-07,5.166148565522968e-07
S2FE2SR,76.8825445420471,7.370202148616508e-07,9.586314022925894e-09,4.2230458250774866e-08
FADRx,41566.95373828214,0.0002970191465892,7.14555963035734e-09,3.1478236257080794e-08
MALCOAMT,328.9484668661277,7.370202149646702e-07,2.2405339717379367e-09,9.870193708096636e-09
3OAS180_num2,197.39086925912804,0.0,0.0,0.0
MLTGY2pp_num7,1237.6097785675324,0.0,0.0,0.0
GGPTRCO,1253.165501181908,0.0,0.0,0.0
HYD1pp_num1,29006.83223932892,0.0,0.0,0.0
HYD1pp_num2,10916.491705793862,0.0,0.0,0.0
PSD120,1075.611902911973,0.0,0.0,0.0
HYD1pp_num3,22697.599017689005,0.0,0.0,0.0
ECAP3pp,399.414825559331,0.0,0.0,0.0
PAPA141pp,618.2573595255898,0.0,0.0,0.0
PAPA120,1268.2065680035007,0.0,0.0,0.0
MLTGY2pp_num6,1792.421783494552,0.0,0.0,0.0
FMNRx_num1,544.0931900147506,0.0,0.0,0.0
FMNRx_num2,881.3202499809465,0.0,0.0,0.0
DHBS,176.5381245885998,0.0,0.0,0.0
MDDCP1pp_num1,1302.1374679442758,0.0,0.0,0.0
MDDCP1pp_num2,624.7939170215254,0.0,0.0,0.0
MDDCP1pp_num3,613.054767814292,0.0,0.0,0.0
MDDCP1pp_num4,1052.0258559836907,0.0,0.0,0.0
MDDCP1pp_num5,1257.1638716285895,0.0,0.0,0.0
MDDCP1pp_num6,1141.16046305526,0.0,0.0,0.0
MLTGY2pp_num5,983.6704169961228,0.0,0.0,0.0
FLVRx,387.8681255544547,0.0,0.0,0.0
MLTGY2pp_num8,1886.5432116169984,0.0,0.0,0.0
3HAD180_num1,249.08632322651897,0.0,0.0,0.0
MLTGY4pp_num1,295.4620580725452,0.0,0.0,0.0
3OAS180_num1,195.407823745666,0.0,0.0,0.0
3HAD180_num2,92.46648250596635,0.0,0.0,0.0
PAPA180pp,561.0420684118217,0.0,0.0,0.0
PAPA161pp,510.76027113878433,0.0,0.0,0.0
CDAPPA120,1121.2509927875492,0.0,0.0,0.0
NTP11,275.2985852031418,0.0,0.0,0.0
HPYRI,854.3305514263492,0.0,0.0,0.0
TPRDCOAS,738.0804738405532,0.0,0.0,0.0
EAR60x,121.66678447240967,0.0,0.0,0.0
MLTGY4pp_num8,381.7513413931405,0.0,0.0,0.0
MLTGY4pp_num7,250.4364544528337,0.0,0.0,0.0
MLTGY4pp_num6,656.9154191284317,0.0,0.0,0.0
PAPA160pp,325.5644494767636,0.0,0.0,0.0
GUI2,645.4316353357833,0.0,0.0,0.0
MLTGY4pp_num5,361.3159976540808,0.0,0.0,0.0
MLTGY4pp_num4,199.05056977473376,0.0,0.0,0.0
MLTGY4pp_num3,362.7054053030868,0.0,0.0,0.0
MLTGY4pp_num2,364.0011531268309,0.0,0.0,0.0
PSSA120,412.99524288944696,0.0,0.0,0.0
EAR100y,83.44142385770861,0.0,0.0,0.0
MLTGY2pp_num4,1798.8251251355562,0.0,0.0,0.0
OMBZLM,1341.6843824002965,0.0,0.0,0.0
PPPGO3,5.088027588416257,0.0,0.0,0.0
3HAD100_num2,91.00039939059296,0.0,0.0,0.0
MCTP1Bpp_num1,10391.531888122743,0.0,0.0,0.0
MCTP1Bpp_num2,5529.237385437788,0.0,0.0,0.0
SFGTHi_num1,525.7443381844269,0.0,0.0,0.0
SFGTHi_num2,2091.920233830292,0.0,0.0,0.0
DSBCGT,684.9327992693679,0.0,0.0,0.0
DSBGGT,3217.432143371522,0.0,0.0,0.0
DHNAOT4,852.4963965350955,0.0,0.0,0.0
THIORDXi_num1,1052.9862105170594,0.0,0.0,0.0
THIORDXi_num2,732.1252465914417,0.0,0.0,0.0
THIORDXi_num3,649.4441341420423,0.0,0.0,0.0
PDX5POi,2.1139042049077807,0.0,0.0,0.0
MCTP2App_num1,550.8441788989982,0.0,0.0,0.0
PLIPA1A181pp,140.68455703996756,0.0,0.0,0.0
3HAD60_num2,346.33093322061063,0.0,0.0,0.0
LPLIPAL2A141,238.596300505666,0.0,0.0,0.0
EAR181x,217.6214362428873,0.0,0.0,0.0
EAR181y,152.2472566918904,0.0,0.0,0.0
G3PAT141,97.06922214734904,0.0,0.0,0.0
G3PAT181,182.18239539696663,0.0,0.0,0.0
3OAS120_num1,108.02512337222603,0.0,0.0,0.0
DASYN140,773.4513402132651,0.0,0.0,0.0
DASYN180,549.2368870915437,0.0,0.0,0.0
DASYN141,758.5163132212961,0.0,0.0,0.0
MCTP2App_num2,549.2654359973907,0.0,0.0,0.0
MCTP1App_num2,186.43223401997847,0.0,0.0,0.0
GLYCK,768.7171921775162,0.0,0.0,0.0
2DOXG6PP_num4,324.8272524027935,0.0,0.0,0.0
MDDEP1pp_num2,1003.4690777561624,0.0,0.0,0.0
MLTGY2pp_num3,1785.5555926415343,0.0,0.0,0.0
MLTGY2pp_num2,3246.3522460475283,0.0,0.0,0.0
MLTG5,743.231804637824,0.0,0.0,0.0
GPDDA3,588.7233259004145,0.0,0.0,0.0
MLTGY2pp_num1,1460.11782935195,0.0,0.0,0.0
2DOXG6PP_num1,428.7860914919048,0.0,0.0,0.0
MLDEP2pp,495.9959914589047,0.0,0.0,0.0
2DOXG6PP_num2,332.0787539930725,0.0,0.0,0.0
2DOXG6PP_num3,405.4753351801465,0.0,0.0,0.0
MLDEP1pp,708.1242000686872,0.0,0.0,0.0
AGMH,466.9390239900836,0.0,0.0,0.0
3HAD140_num2,94.80644696309211,0.0,0.0,0.0
MPTG_num1,100.88489760333616,0.0,0.0,0.0
DASYN120,303.4448149094863,0.0,0.0,0.0
MPTG_num3,96.4490632380098,0.0,0.0,0.0
AGPAT141,679.4078658225636,0.0,0.0,0.0
AGPAT180,338.7664435767051,0.0,0.0,0.0
3HAD160_num2,91.00057738677091,0.0,0.0,0.0
MPTG_num4,96.12530919047124,0.0,0.0,0.0
MPTG2_num1,57.22077340170669,0.0,0.0,0.0
MPTG2_num2,57.02869836883288,0.0,0.0,0.0
MPTG2_num3,86.71948768937183,0.0,0.0,0.0
MPTG2_num4,59.85244098399809,0.0,0.0,0.0
MDDEP1pp_num1,1426.8310691400627,0.0,0.0,0.0
MDDEP1pp_num4,579.5630939934323,0.0,0.0,0.0
PAPA140pp,327.0859064342397,0.0,0.0,0.0
PLIPA1G120pp,140.216576688282,0.0,0.0,0.0
LPLIPAL2ATG180,366.9315767080658,0.0,0.0,0.0
LPLIPAL2ATG161,732.9560488784786,0.0,0.0,0.0
LPLIPAL2ATG181,502.8630517595688,0.0,0.0,0.0
GDPMNP,1344.794254815816,0.0,0.0,0.0
BGLA1_num3,703.6344514524664,0.0,0.0,0.0
CLPNS180pp_num1,331.4579747511505,0.0,0.0,0.0
CLPNS180pp_num2,381.4812795448581,0.0,0.0,0.0
BGLA1_num2,185.1329975946548,0.0,0.0,0.0
CLPNS181pp_num1,386.38124046601473,0.0,0.0,0.0
BGLA1_num1,693.542069494891,0.0,0.0,0.0
CLPNS181pp_num2,444.6935093831022,0.0,0.0,0.0
CTBTCAL2,185.75499945183583,0.0,0.0,0.0
MDDEP1pp_num3,498.0710034393339,0.0,0.0,0.0
NADH18pp,22.29615469023575,0.0,0.0,0.0
CLPNS120pp_num1,573.1613961266755,0.0,0.0,0.0
CLPNS120pp_num2,498.00324616807393,0.0,0.0,0.0
ALPATE160pp,197.1253163733616,0.0,0.0,0.0
ACOAD6f,2338.383910903295,0.0,0.0,0.0
ACOAD4f,2082.357123746419,0.0,0.0,0.0
ACOAD2f,4777.097637865875,0.0,0.0,0.0
ALPATG160pp,340.3200615971223,0.0,0.0,0.0
2AGPGAT120,216.16726835687732,0.0,0.0,0.0
LPLIPAL2ATE120,390.33063954046224,0.0,0.0,0.0
LPLIPAL2ATE140,251.3029093008161,0.0,0.0,0.0
AMMQLT8,905.0476659589928,0.0,0.0,0.0
FA120ACPHi,770.1781217450384,0.0,0.0,0.0
FA80ACPHi,414.0823675346565,0.0,0.0,0.0
FA140ACPHi,4366.212784404929,0.0,0.0,0.0
PLIPA1A141pp,140.21693247474985,0.0,0.0,0.0
PLIPA1A140pp,140.21649510978298,0.0,0.0,0.0
2AGPEAT161,209.69491191078063,0.0,0.0,0.0
PLIPA1A120pp,140.21648202899902,0.0,0.0,0.0
2MAHMP_num2,583.4077139431764,0.0,0.0,0.0
2MAHMP_num1,334.8760931154493,0.0,0.0,0.0
UM4PL,186.64037118263784,0.0,0.0,0.0
UM3PL,188.9012842337005,0.0,0.0,0.0
LPLIPAL2A181,335.8736838394697,0.0,0.0,0.0
2AGPEAT141,231.52768135315983,0.0,0.0,0.0
LPLIPAL2A180,483.3384131580906,0.0,0.0,0.0
LPLIPAL2A161,651.7992218644733,0.0,0.0,0.0
LPLIPAL2A160,259.7271736325084,0.0,0.0,0.0
2AGPGAT160,119.56828081784386,0.0,0.0,0.0
LPLIPAL2A140,238.59543316152835,0.0,0.0,0.0
OXCDC,46.580632481432986,0.0,0.0,0.0
FRULYSE,81.60205614103194,0.0,0.0,0.0
CRNCAL2,173.21446227144887,0.0,0.0,0.0
LPLIPAL2ATG140,379.2416591488085,0.0,0.0,0.0
CRNDCAL2,345.2310596166949,0.0,0.0,0.0
FA100ACPHi,414.0877309013941,0.0,0.0,0.0
LPLIPAL2ATG141,249.53746074097643,0.0,0.0,0.0
LPLIPAL2ATG160,1056.3030960303554,0.0,0.0,0.0
LPLIPAL2ATE160,696.5631297927309,0.0,0.0,0.0
LPLIPAL2ATE180,249.5389088390207,0.0,0.0,0.0
LPLIPAL2ATE141,619.903104014285,0.0,0.0,0.0
PLIPA2G141pp,140.2166520249132,0.0,0.0,0.0
DAGK181,337.40034512508174,0.0,0.0,0.0
DAGK180,234.06554257814463,0.0,0.0,0.0
PSD181,502.8477485417874,0.0,0.0,0.0
PGPP180pp_num2,328.1377244851196,0.0,0.0,0.0
MDDEP2pp_num7,4646.918738129943,0.0,0.0,0.0
PLIPA1E180pp,167.22728132882432,0.0,0.0,0.0
MDDEP2pp_num6,3964.0771145872823,0.0,0.0,0.0
MDDEP2pp_num5,5738.678749977868,0.0,0.0,0.0
MDDEP2pp_num4,3754.349124816838,0.0,0.0,0.0
MDDEP2pp_num3,3226.4518828735117,0.0,0.0,0.0
PLIPA1G140pp,140.68459210298175,0.0,0.0,0.0
MDDEP2pp_num2,6500.367764786106,0.0,0.0,0.0
PLIPA1G161pp,140.6879382869239,0.0,0.0,0.0
MDDEP2pp_num1,9242.862479004178,0.0,0.0,0.0
MDDEP1pp_num7,717.3500683791729,0.0,0.0,0.0
MDDEP1pp_num6,611.9390394921909,0.0,0.0,0.0
MDDEP1pp_num5,885.8862884611981,0.0,0.0,0.0
CLPNS160pp_num1,702.9631828020196,0.0,0.0,0.0
CLPNS160pp_num2,610.7842386765968,0.0,0.0,0.0
CLPNS161pp_num1,437.3810537755621,0.0,0.0,0.0
CLPNS161pp_num2,503.390163317833,0.0,0.0,0.0
3OAS100_num2,108.02540659182382,0.0,0.0,0.0
PAPA120pp,535.3328338840782,0.0,0.0,0.0
PLIPA2E120pp,158.16617897877614,0.0,0.0,0.0
PGPP180pp_num1,490.4178752607105,0.0,0.0,0.0
LPLIPAL2ATE161,422.2259314233818,0.0,0.0,0.0
PGPP160pp_num2,328.67757463656005,0.0,0.0,0.0
LPLIPAL2ATE181,250.629158665206,0.0,0.0,0.0
FACOAL141t2pp_num1,304.81433167635026,0.0,0.0,0.0
FACOAL141t2pp_num2,148.59551963999232,0.0,0.0,0.0
FACOAL161t2pp_num1,176.4704360456908,0.0,0.0,0.0
FACOAL161t2pp_num2,361.99421189967273,0.0,0.0,0.0
ACOAD3f,4201.606091607228,0.0,0.0,0.0
ACOAD5f,2499.3562172679226,0.0,0.0,0.0
ACOAD8f,853.447046592636,0.0,0.0,0.0
ACOAD7f,1892.4111366397533,0.0,0.0,0.0
NADHPO,31.85868715367696,0.0,0.0,0.0
PGSA120,460.7437918900901,0.0,0.0,0.0
G3PAT120,98.84379399126183,0.0,0.0,0.0
3OAR180,91.4172162181195,0.0,0.0,0.0
LPLIPAL1E120pp,191.02035138207148,0.0,0.0,0.0
PGPP140pp_num1,489.7000033988908,0.0,0.0,0.0
PGPP140pp_num2,327.6573977044447,0.0,0.0,0.0
LPLIPAL1A181pp,166.74125550383854,0.0,0.0,0.0
LPLIPAL1A140pp,226.63761423917805,0.0,0.0,0.0
LPLIPAL1A120pp,101.67841941567552,0.0,0.0,0.0
PLIPA2G161pp,178.81161495816892,0.0,0.0,0.0
PGPP141pp_num1,901.2767814976748,0.0,0.0,0.0
PGPP141pp_num2,603.042684883172,0.0,0.0,0.0
PGPP160pp_num1,491.2247077108472,0.0,0.0,0.0
CDAPPA160,1177.8721729722888,0.0,0.0,0.0
PGSA141,905.7820101446335,0.0,0.0,0.0
CDAPPA141,1056.55883208908,0.0,0.0,0.0
MLDCP2Bpp_num3,2064.774284947121,0.0,0.0,0.0
3HAD181_num2,163.88453553847103,0.0,0.0,0.0
3HAD181_num1,441.4723614941181,0.0,0.0,0.0
EAR120y,83.44137537570947,0.0,0.0,0.0
PGSA161,1133.5577420364627,0.0,0.0,0.0
3OAR181,166.2094049248248,0.0,0.0,0.0
3HAD121_num2,91.0004804100288,0.0,0.0,0.0
3OAS140_num2,176.79892084584424,0.0,0.0,0.0
EAR121y,83.44143874791622,0.0,0.0,0.0
GTHRDHpp,1216.1635737598756,0.0,0.0,0.0
MLDCP2Bpp_num5,1054.6037331760367,0.0,0.0,0.0
MLDCP2Bpp_num4,2078.262992348399,0.0,0.0,0.0
MLDCP2Bpp_num2,2145.9766500526625,0.0,0.0,0.0
MDDCP2pp_num5,611.353240637566,0.0,0.0,0.0
MDDCP2pp_num1,554.9412951809752,0.0,0.0,0.0
MLDCP2Bpp_num1,1981.999968294792,0.0,0.0,0.0
PGSA160,510.024198602939,0.0,0.0,0.0
AGPAT140,400.9837445252284,0.0,0.0,0.0
G3PAT180,92.98109121484488,0.0,0.0,0.0
MLTGY3pp_num8,690.5423626390291,0.0,0.0,0.0
MDDCP2pp_num2,303.83452350322983,0.0,0.0,0.0
MDDCP2pp_num3,298.12582706982613,0.0,0.0,0.0
MLTGY3pp_num7,453.00949125075897,0.0,0.0,0.0
MDDCP2pp_num4,511.5955292741268,0.0,0.0,0.0
MLTGY3pp_num6,1188.2811568481009,0.0,0.0,0.0
PGPP160_num1,489.7363966196487,0.0,0.0,0.0
PGPP160_num2,327.6817483434581,0.0,0.0,0.0
PGPP180_num1,894.8340063960944,0.0,0.0,0.0
PGPP180_num2,598.7318355690476,0.0,0.0,0.0
CLPNS140pp_num1,196.90451802277545,0.0,0.0,0.0
MDDCP4pp_num6,281.2618990370141,0.0,0.0,0.0
MDDCP4pp_num5,271.5475951192841,0.0,0.0,0.0
MDDCP4pp_num4,227.2377512929961,0.0,0.0,0.0
MDDCP4pp_num3,132.4199268156858,0.0,0.0,0.0
PLIPA2E141pp,178.00097440683408,0.0,0.0,0.0
PLIPA2E181pp,140.21676730949866,0.0,0.0,0.0
MDDCP4pp_num2,134.95558490124722,0.0,0.0,0.0
PLIPA2G140pp,140.21668768497562,0.0,0.0,0.0
3HAD161_num2,91.00036567946243,0.0,0.0,0.0
MDDCP4pp_num1,246.49084051901056,0.0,0.0,0.0
PAPA181pp,320.45689742361645,0.0,0.0,0.0
PSD141,735.8140679460352,0.0,0.0,0.0
PLIPA2G160pp,140.68457951069183,0.0,0.0,0.0
PLIPA2G181pp,140.2198321208932,0.0,0.0,0.0
NTP12,270.48952194216656,0.0,0.0,0.0
CDAPPA180,2219.3287789447045,0.0,0.0,0.0
ASNS1,88.32647531559711,0.0,0.0,0.0
PGPP181_num2,887.5214203037374,0.0,0.0,0.0
PGPP181_num1,593.8389972744158,0.0,0.0,0.0
PGPP161_num2,328.9892201934441,0.0,0.0,0.0
PGPP161_num1,491.6904772351569,0.0,0.0,0.0
EAR80y,83.44140983959561,0.0,0.0,0.0
MLTGY3pp_num5,653.5772782586747,0.0,0.0,0.0
MDDCP2pp_num6,633.2237019761524,0.0,0.0,0.0
3OAS80_num2,108.02526759552336,0.0,0.0,0.0
G3PAT161,216.65571091270837,0.0,0.0,0.0
MLDCP2App_num2,1711.9529988027402,0.0,0.0,0.0
EAR140x,166.04298842411072,0.0,0.0,0.0
EAR40y,141.57892185063497,0.0,0.0,0.0
MLDCP2App_num1,910.914254510599,0.0,0.0,0.0
3OAS181,153.37352487527804,0.0,0.0,0.0
ACONTa_num2,398.6707939416773,0.0,0.0,0.0
G3PAT140,210.8510276281981,0.0,0.0,0.0
G3PAT160,196.53116908249268,0.0,0.0,0.0
LPLIPAL1G140pp,98.42498838590052,0.0,0.0,0.0
LPLIPAL1E161pp,146.017328274522,0.0,0.0,0.0
LPLIPAL1E140pp,101.67851100767712,0.0,0.0,0.0
LPLIPAL1A180pp,98.42505925159224,0.0,0.0,0.0
MDDCP3pp_num1,557.2301964466707,0.0,0.0,0.0
CDAPPA140,326.8881693027964,0.0,0.0,0.0
LPLIPAL1A141pp,109.80535146462113,0.0,0.0,0.0
MLDCP1App_num1,333.97900187348955,0.0,0.0,0.0
MLDCP1App_num2,350.19990460055044,0.0,0.0,0.0
PGSA140,460.74144587113415,0.0,0.0,0.0
CDAPPA181,1136.4388056434266,0.0,0.0,0.0
MICITDr,132.27997273527484,0.0,0.0,0.0
MLDCP1App_num3,177.70711796792625,0.0,0.0,0.0
PSD140,653.5616537690904,0.0,0.0,0.0
MLDCP1App_num4,347.9269756870761,0.0,0.0,0.0
3HAD141_num2,91.00032302096815,0.0,0.0,0.0
MLDCP2App_num3,1783.449336786398,0.0,0.0,0.0
MLDCP2App_num4,1853.5879012041903,0.0,0.0,0.0
MLDCP2App_num5,1795.10021138528,0.0,0.0,0.0
MDDCP3pp_num6,635.8354855026405,0.0,0.0,0.0
PLIPA1A160pp,192.15750324079588,0.0,0.0,0.0
MDDCP3pp_num2,305.0877141225759,0.0,0.0,0.0
MLTGY3pp_num3,656.0905499530503,0.0,0.0,0.0
MLTGY3pp_num2,658.4344022636336,0.0,0.0,0.0
MLTGY3pp_num1,534.4554046805282,0.0,0.0,0.0
MDDCP5pp_num6,3632.366267581066,0.0,0.0,0.0
MDDCP5pp_num5,3506.910562472749,0.0,0.0,0.0
MDDCP5pp_num4,2934.6695920908605,0.0,0.0,0.0
MDDCP5pp_num3,1710.1416045603507,0.0,0.0,0.0
MDDCP3pp_num3,299.35547169862264,0.0,0.0,0.0
MDDCP5pp_num2,1742.8884463033924,0.0,0.0,0.0
MDDCP5pp_num1,3183.3142613146147,0.0,0.0,0.0
PGPP141_num2,320.4564502348276,0.0,0.0,0.0
PGPP141_num1,478.937835277396,0.0,0.0,0.0
PGPP140_num2,341.8597560136865,0.0,0.0,0.0
PGPP140_num1,510.92612239096513,0.0,0.0,0.0
PGSA181,471.8219921741398,0.0,0.0,0.0
PGPP181pp_num2,327.65005425670114,0.0,0.0,0.0
PGPP181pp_num1,489.6890282571416,0.0,0.0,0.0
PGPP120pp_num2,1361.1401202565012,0.0,0.0,0.0
PGPP120pp_num1,2034.2904698193956,0.0,0.0,0.0
MDDCP3pp_num4,513.7056473436387,0.0,0.0,0.0
MDDCP3pp_num5,613.874817637573,0.0,0.0,0.0
CLPNS140pp_num2,226.6211502073121,0.0,0.0,0.0
CLPNS141pp_num1,589.0865235278344,0.0,0.0,0.0
CLPNS141pp_num2,677.9908702656743,0.0,0.0,0.0
CU1Opp,723.1775705581351,0.0,0.0,0.0
LPLIPAL2E160,582.0299172924423,0.0,0.0,0.0
PLIPA1G141pp,140.21670684479608,0.0,0.0,0.0
PSSA141,203.12860716111948,0.0,0.0,0.0
PSD180,307.2041965136471,0.0,0.0,0.0
COLIPAabcpp,76.38756600533348,0.0,0.0,0.0
PLIPA2A140pp,140.50452137990513,0.0,0.0,0.0
PLIPA2A141pp,140.50454113677378,0.0,0.0,0.0
PLIPA1G160pp,140.6845117728563,0.0,0.0,0.0
PLIPA2A180pp,140.21652034864,0.0,0.0,0.0
MLDCP1Bpp_num5,1146.5053724347567,0.0,0.0,0.0
MLDCP1Bpp_num4,1103.1223524724346,0.0,0.0,0.0
MLDCP1Bpp_num3,563.4305694082949,0.0,0.0,0.0
CFAS160E,598.5141953585825,0.0,0.0,0.0
MLDCP1Bpp_num2,1110.3288034384254,0.0,0.0,0.0
MLDCP1Bpp_num1,1058.899504689267,0.0,0.0,0.0
SUCDi,1079.1060669965125,0.0,0.0,0.0
MLDCP3App_num5,344.25166775993017,0.0,0.0,0.0
MLDCP3App_num4,331.22540784561687,0.0,0.0,0.0
MLDCP3App_num3,169.1766282558525,0.0,0.0,0.0
LPLIPAL1E141pp,101.69619824613764,0.0,0.0,0.0
MLDCP3App_num2,333.3892291615206,0.0,0.0,0.0
LALDO2x,99.47782541421049,0.0,0.0,0.0
MLDCP3App_num1,317.9469797907013,0.0,0.0,0.0
LPLIPAL1E160pp,158.8964486890482,0.0,0.0,0.0
LPLIPAL2G140,418.48636733772383,0.0,0.0,0.0
LPLIPAL2G160,260.0612247943086,0.0,0.0,0.0
LPLIPAL2G120,238.59558971017205,0.0,0.0,0.0
PSSA180,427.8155523561697,0.0,0.0,0.0
MLDCP1App_num5,361.6100661419402,0.0,0.0,0.0
FACOAE120,619.4018236378439,0.0,0.0,0.0
3HAD80_num2,91.0003935431032,0.0,0.0,0.0
3HAD120_num1,91.0005335658239,0.0,0.0,0.0
EAR160x,83.44145657740557,0.0,0.0,0.0
EAR180x,115.5799459337244,0.0,0.0,0.0
EAR180y,83.4414390386144,0.0,0.0,0.0
LPLIPAL2E120,238.59659328395543,0.0,0.0,0.0
PLIPA2A160pp,223.2837579421738,0.0,0.0,0.0
PLIPA2A120pp,140.5043036744097,0.0,0.0,0.0
DSBDR_num2,505.4359647671182,0.0,0.0,0.0
DSBDR_num1,480.9436889769734,0.0,0.0,0.0
DSBAO2,274.5762499057732,0.0,0.0,0.0
AGPAT120,338.7671364795361,0.0,0.0,0.0
DSBAO1,482.6545852885886,0.0,0.0,0.0
PAPA161,612.2275048464404,0.0,0.0,0.0
PAPA141,328.82402059177224,0.0,0.0,0.0
PAPA140,1137.3079859689265,0.0,0.0,0.0
PGPP120_num1,478.937461337618,0.0,0.0,0.0
PGPP161pp_num2,327.6424369135773,0.0,0.0,0.0
PGPP161pp_num1,489.677643765353,0.0,0.0,0.0
PGPP120_num2,320.45620003239,0.0,0.0,0.0
DAGK120,458.8505411083707,0.0,0.0,0.0
LPLIPAL1E180pp,98.42518235215675,0.0,0.0,0.0
3OAS160_num2,108.02516916071856,0.0,0.0,0.0
LPLIPAL1E181pp,98.42511861113402,0.0,0.0,0.0
MDDEP4pp_num1,880.0465271454646,0.0,0.0,0.0
MDDEP3pp_num6,791.2157089153864,0.0,0.0,0.0
MDDEP3pp_num5,977.1061280121816,0.0,0.0,0.0
MDDEP3pp_num4,639.240789801982,0.0,0.0,0.0
MDDEP3pp_num3,549.3574468695094,0.0,0.0,0.0
MDDEP3pp_num2,1573.7520711790455,0.0,0.0,0.0
MDDEP3pp_num1,1106.7964341669842,0.0,0.0,0.0
AGPAT181,2592.227766234902,0.0,0.0,0.0
DAGK161,455.4730846026073,0.0,0.0,0.0
DAGK141,234.06419794634317,0.0,0.0,0.0
DAGK160,237.0512945487492,0.0,0.0,0.0
DAGK140,237.0507025519706,0.0,0.0,0.0
PSSA181,346.67601490858266,0.0,0.0,0.0
LPLIPAL1G180pp,150.7065080866898,0.0,0.0,0.0
PETNT161pp,369.8745575979086,0.0,0.0,0.0
LPLIPAL1G181pp,98.42512588820236,0.0,0.0,0.0
PAPA181,670.7865190050067,0.0,0.0,0.0
PAPA180,522.838945891466,0.0,0.0,0.0
PAPA160,557.8941445214377,0.0,0.0,0.0
CFAS180G,1227.2840684142204,0.0,0.0,0.0
ACONTb_num2,523.2539283271838,0.0,0.0,0.0
CFAS180E,18358.781813751168,0.0,0.0,0.0
GLCP2_num1,1416.441082030525,0.0,0.0,0.0
