reactions,metabolites,metabolitestotal,gpr,genes
METAT_num2,met__L_c,met__L,YLR180W,YLR180W
MTHFR3_num2,mlthf_c,mlthf,YGL125W,YGL125W
METt2r_num2,met__L_e,met__L,YCL025C,YCL025C
METt2r_num3,met__L_e,met__L,YDR508C,YDR508C
METt2r_num4,met__L_e,met__L,YBR068C,YBR068C
METt2r_num5,met__L_e,met__L,YDR046C,YDR046C
METt2r_num6,met__L_e,met__L,YGR055W,YGR055W
METt2r_num7,met__L_e,met__L,YHL036W,YHL036W
NADH2_u6cm_num2,q6_m,q6_m,YDL085W,YDL085W
NADH2_u6m_num2,h_m,h_m,YKL192C,YKL192C
NADH2_u6m_num2,nadh_m,nadh_m,YKL192C,YKL192C
NADH2_u6m_num2,q6_m,q6_m,YKL192C,YKL192C
NADKm_num2,atp_m,atp_m,YJR049C,YJR049C
NADKm_num2,nad_m,nad_m,YJR049C,YJR049C
NADKm_num3,atp_m,atp_m,YPL188W,YPL188W
NADKm_num3,nad_m,nad_m,YPL188W,YPL188W
G12MT1g_num2,gdpmann_g,gdpmann_g,YOR099W,YOR099W
G12MT1g_num2,m2macchitppdol_g,m2macchitppdol_g,YOR099W,YOR099W
G12MT1g_num3,gdpmann_g,gdpmann_g,YKR061W,YKR061W
G12MT1g_num3,m2macchitppdol_g,m2macchitppdol_g,YKR061W,YKR061W
G12MT1g_num4,gdpmann_g,gdpmann_g,YBR205W,YBR205W
G12MT1g_num4,m2macchitppdol_g,m2macchitppdol_g,YBR205W,YBR205W
G12MT1g_num5,gdpmann_g,gdpmann_g,YBR199W,YBR199W
G12MT1g_num5,m2macchitppdol_g,m2macchitppdol_g,YBR199W,YBR199W
G12MT1g_num6,gdpmann_g,gdpmann_g,YNL029C,YNL029C
G12MT1g_num6,m2macchitppdol_g,m2macchitppdol_g,YNL029C,YNL029C
G12MT1g_num7,gdpmann_g,gdpmann_g,YPL053C,YPL053C
G12MT1g_num7,m2macchitppdol_g,m2macchitppdol_g,YPL053C,YPL053C
G12MT1g_num8,gdpmann_g,gdpmann_g,YJL139C,YJL139C
G12MT1g_num8,m2macchitppdol_g,m2macchitppdol_g,YJL139C,YJL139C
G12MT2g_num2,gdpmann_g,gdpmann_g,YOR099W,YOR099W
G12MT2g_num2,m3macchitppdol_g,m3macchitppdol_g,YOR099W,YOR099W
G12MT2g_num3,gdpmann_g,gdpmann_g,YKR061W,YKR061W
G12MT2g_num3,m3macchitppdol_g,m3macchitppdol_g,YKR061W,YKR061W
G12MT2g_num4,gdpmann_g,gdpmann_g,YBR205W,YBR205W
G12MT2g_num4,m3macchitppdol_g,m3macchitppdol_g,YBR205W,YBR205W
G12MT2g_num5,gdpmann_g,gdpmann_g,YBR199W,YBR199W
G12MT2g_num5,m3macchitppdol_g,m3macchitppdol_g,YBR199W,YBR199W
G12MT2g_num6,gdpmann_g,gdpmann_g,YNL029C,YNL029C
G12MT2g_num6,m3macchitppdol_g,m3macchitppdol_g,YNL029C,YNL029C
G12MT2g_num7,gdpmann_g,gdpmann_g,YPL053C,YPL053C
G12MT2g_num7,m3macchitppdol_g,m3macchitppdol_g,YPL053C,YPL053C
G12MT2g_num8,gdpmann_g,gdpmann_g,YJL139C,YJL139C
G12MT2g_num8,m3macchitppdol_g,m3macchitppdol_g,YJL139C,YJL139C
NTRLASE_num2,ind3acnl_c,ind3acnl,YLR351C,YLR351C
NTRLASE_num3,ind3acnl_c,ind3acnl,YJL126W,YJL126W
NTRLASE2_num2,aprop_c,aprop,YJL126W,YJL126W
NTRLASE2_num3,aprop_c,aprop,YLR351C,YLR351C
NTRLASE3_num2,acybut_c,acybut,YLR351C,YLR351C
NTRLASE3_num3,acybut_c,acybut,YJL126W,YJL126W
OHACT1_num2,accoa_c,accoa,YGR177C,YGR177C
OHACT1_num2,etoh_c,etoh,YGR177C,YGR177C
PFK26_num2,f6p_c,f6p,YOL136C,YOL136C
OHACT2_num2,accoa_c,accoa,YGR177C,YGR177C
OHACT2_num2,iamoh_c,iamoh,YGR177C,YGR177C
PGCD_num2,3pg_c,3pg,YIL074C,YIL074C
OHACT3_num2,2mbtoh_c,2mbtoh,YGR177C,YGR177C
OHACT3_num2,accoa_c,accoa,YGR177C,YGR177C
OHACT4_num2,accoa_c,accoa,YGR177C,YGR177C
OHACT4_num2,ibutoh_c,ibutoh,YGR177C,YGR177C
PGL_num2,6pgl_c,6pgl,YHR163W,YHR163W
PGL_num3,6pgl_c,6pgl,YGR248W,YGR248W
PGL_num4,6pgl_c,6pgl,YCR073W_A,YCR073W_A
OHACT5_num2,2phetoh_c,2phetoh,YGR177C,YGR177C
OHACT5_num2,accoa_c,accoa,YGR177C,YGR177C
ORNt2r_num2,orn_e,orn,YEL063C,YEL063C
PHETA1_num2,akg_c,akg,YGL202W,YGL202W
PHETA1_num2,phe__L_c,phe__L,YGL202W,YGL202W
PHEt2r_num2,phe__L_e,phe__L,YCL025C,YCL025C
PHEt2r_num3,phe__L_e,phe__L,YOL020W,YOL020W
PHEt2r_num4,phe__L_e,phe__L,YBR068C,YBR068C
PHEt2r_num5,phe__L_e,phe__L,YDR046C,YDR046C
ORPT_num2,orot5p_c,orot5p,YMR271C,YMR271C
PI35BP5P_SC_num2,ptd135bp_SC_c,ptd135bp_SC,YOR109W,YOR109W
PI35BP5P_SC_num3,ptd135bp_SC_c,ptd135bp_SC,YKL212W,YKL212W
OXO2Ctm_num2,akg_m,akg_m,YOR222W,YOR222W
OXO2Ctm_num2,oxag_c,oxag,YOR222W,YOR222W
PI45BP5P_SC_num2,ptd145bp_SC_c,ptd145bp_SC,YOR109W,YOR109W
PI45BP5P_SC_num3,ptd145bp_SC_c,ptd145bp_SC,YOL065C,YOL065C
PI45BP5P_SC_num4,ptd145bp_SC_c,ptd145bp_SC,YIL002C,YIL002C
PIN3K_SC_num2,ptd1ino_SC_c,ptd1ino_SC,YLR240W,YLR240W
PIN3K_SC_num3,ptd1ino_SC_c,ptd1ino_SC,YJR066W,YJR066W
