metname,inchikey
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M
acald_m,NA
din,VGONTNSXDCQUGY-RRKCRQDMSA-N
4mlacac,GACSIVHAIFQKTC-UPHRSURJSA-L
occoa_x,NA
ergst,DNVPQKQSNYMLRS-APGDWVJJSA-N
6dg,DLRVVLDZNNYCBX-ABXHMFFYSA-N
ps_SC_v,NA
ddca_x,NA
trnaphe,NA
L2aadp6sa,GFXYTQPNNXGICT-YFKPBYRVSA-N
3htdcoa_x,NA
hexccoa,NA
ttccoa,NA
malcoa_m,NA
lystrna_m,NA
epist,BTCAEOLDEYPGGE-JVAZTMFWSA-N
hdeACP_m,NA
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
h2o2_x,NA
trnahis_m,NA
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
dcaACP_m,NA
13BDglcn,NA
mal__L_x,NA
ipc326_SC,NA
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
gthrd_v,NA
glntrna,NA
aact,BCDGQXUMWHRQCB-UHFFFAOYSA-O
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N
ac_x,NA
octeACP,NA
zym_int1,NA
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
iamoh_m,NA
Lkynr,YGPSJZOEDVAXAB-QMMMGPOBSA-N
fe2_m,NA
mip2c224_SC,NA
mipc126_SC,NA
pi_v,NA
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J
dca_x,NA
allphn,AVWRKZWQTYIKIY-UHFFFAOYSA-M
3ohxccoa_x,NA
adp_n,NA
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N
glycogen,NA
ps_SC_m,NA
2mppal_m,NA
2dglc,PMMURAAUARKVCB-CERMHHMHSA-N
od2coa_x,NA
alpam_m,NA
atp_x,NA
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
pad,LSBDFXRDZJMBSC-UHFFFAOYSA-N
dcmp,NCMVOABPESMRCP-SHYZEUOFSA-L
gthox_m,NA
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O
td2coa_x,NA
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
alac__S_m,NA
mi145p,NA
8aonn,GUAHPAJOXVYFON-UHFFFAOYSA-N
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
pi_g,NA
trdrd,NA
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
octa,WWZKQHOCKIZLMA-UHFFFAOYSA-M
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
1agpc_SC,NA
epistest_SC,NA
trnapro,NA
trnaasn,NA
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M
cer3_26,NA
nadp_x,NA
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
4gudbutn,TUHVEAJXIMEOSA-UHFFFAOYSA-N
aacald,LYIIBVSRGJSHAV-UHFFFAOYSA-O
3c3hmp_m,NA
hpglu,RXWVHRYZTWZATH-XSLAGTTESA-J
minohp_n,NA
clpn_SC_m,NA
nad_x,NA
trnatyr_m,NA
mi1456p_n,NA
mi145p_n,NA
trnagly,NA
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
fald,WSFSSNUMVMOOMR-UHFFFAOYSA-N
lac__D_m,NA
trnaala,NA
glutrna_m,NA
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
myrsACP_m,NA
ribflv_m,NA
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
trnatyr,NA
ddcacoa_x,NA
nh4_n,NA
tre6p,LABSPYBHMPDTEL-LIZSDCNHSA-L
dgdp_n,NA
adprib_m,NA
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
m1macchitppdol_g,NA
glu5p,PJRXVIJAERNUIP-VKHMYHEASA-L
dpcoa_m,NA
histrna,NA
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
3ohodcoa_x,NA
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N
psph1p_r,NA
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N
pro__L_m,NA
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
glu5sa_m,NA
4h2oglt,WXSKVKPSMAHCSG-UHFFFAOYSA-L
ppmi12346p,UPHPWXPNZIOZJL-KXXVROSKSA-A
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L
hcit_n,NA
ocdycacoa_x,NA
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
4hthr,JBNUARFQOCGDRK-GBXIJSLDSA-N
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M
1p3h5c_m,NA
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
ind3ac_m,NA
micit_m,NA
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
gln__L_v,NA
h_n,NA
dnad_n,NA
argtrna_m,NA
trnathr_m,NA
ps_SC_g,NA
2hp6mp_m,NA
succ_m,NA
asntrna,NA
h2o_m,NA
hdeACP,NA
btamp,UTQCSTJVMLODHM-RHCAYAJFSA-N
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
acon_T,GTZCVFVGUGFEME-HNQUOIGGSA-K
cit_x,NA
ile__L_m,NA
n4abutn,DDSLGZOYEPKPSJ-UHFFFAOYSA-N
hdcea_x,NA
4abut_m,NA
Ssq23epx,QYIMSPSDBYKPPY-RSKUXYSASA-N
nicrnt_m,NA
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
sertrna,NA
iamac,MLFHJEHSLIIPHL-UHFFFAOYSA-N
mal__L_m,NA
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
4mzym_int1,NA
ocdcyaACP,NA
thr__L_m,NA
dagpy_SC,NA
ocdcaACP_m,NA
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J
ttdca_x,NA
16BDglcn,NA
cer2_24_r,NA
fecost,SLQKYSPHBZMASJ-QKPORZECSA-N
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
myrsACP,NA
amp2p,NA
lgt__S,VDYDCVUWILIYQF-CSMHCCOUSA-M
4abutn,DZQLQEYLEYWJIB-UHFFFAOYSA-O
4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M
4abz_m,NA
cer2_26,NA
hexc,NA
34hpl_m,NA
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
tchola,WBWWGRHZICKQGZ-HZAMXZRMSA-M
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
asptrna,NA
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
acrn_x,NA
udp_n,NA
Dara14lac,CUOKHACJLGPRHD-JJYYJPOSSA-N
pheme_m,NA
phetrna,NA
pe_SC_v,NA
2oxoadp_m,NA
lanost,CAHGCLMLTWQZNJ-BQNIITSRSA-N
pep_m,NA
4mzym,FOUJWBXBKVVHCJ-YIJYGBTNSA-N
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
q6h2_m,NA
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N
3c4mop_m,NA
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
hmgcoa,CABVTRNMFUVUDM-SJBCKIPMSA-I
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
ind3acnl,DMCPFOBLJMLSNX-UHFFFAOYSA-N
leutrna_m,NA
Nfortyr,ROUWPHMRHBMAFE-VIFPVBQESA-M
dolmanp_r,NA
glc__D_v,NA
ptd2meeta_SC,NA
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N
amp_n,NA
crn,PHIQHXFUZVPYII-ZCFIWIBFSA-N
14glun,NA
23dpg,XOHUEYCVLUUEJJ-UWTATZPHSA-I
dc2coa_x,NA
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
4hpro_LT,PMMYEEVYMWASQN-DMTCNVIQSA-N
trnacys,NA
adprib,SRNWOUGRCWSEMX-TYASJMOZSA-L
pant__R_m,NA
abt,HEBKCHPVOIAQTA-IMJSIDKUSA-N
trnaser,NA
crn_m,NA
cmp,IERHLVCPSMICTF-XVFCMESISA-L
hemeA_m,NA
nmn_x,NA
fmettrna_m,NA
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N
octeACP_m,NA
cystrna,NA
co2_n,NA
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
iamoh,PHTQWCKDNZKARW-UHFFFAOYSA-N
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
mipc224_SC,NA
utp_m,NA
cyst__L,ILRYLPWNYFXEMH-WHFBIAKZSA-N
chitin,NA
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
pheac,MDHYEMXUFSJLGV-UHFFFAOYSA-N
acon5m,NA
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
tyr__L_v,NA
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
leutrna,NA
ap4a,YOAHKNVSNCMZGQ-XPWFQUROSA-J
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L
melt,PYZZIILDSAJNLZ-QZNPSGCDSA-N
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
arab__D,SRBFZHDQGSBBOR-ZRMNMSDTSA-N
argtrna,NA
hemeO_m,NA
pan4p_x,NA
psphings_r,NA
asp__L_n,NA
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
3ophb_5,LKMQQQABIGIHGL-LAAQXVIISA-M
iletrna,NA
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
h2o_n,NA
ttc,NA
stcoa,SIARJEKBADXQJG-LFZQUHGESA-J
dcdp_n,NA
gdpmann_g,NA
ibutoh,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
ttc_x,NA
thrtrna,NA
5pmev,OKZYCXHTTZZYSK-ZCFIWIBFSA-K
cgly,ZUKPVRWZDMRIEO-VKHMYHEASA-N
tdeACP_m,NA
trnalys_m,NA
mev__R,KJTLQQUUPVSXIM-ZCFIWIBFSA-M
co2_v,NA
gcald_m,NA
tre_v,NA
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
ttccoa_r,NA
his__L_m,NA
sucr,CZMRCDWAGMRECN-UGDNZRGBSA-N
val__L_m,NA
gthrd_m,NA
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
2mbald,BYGQBDHUGHBGMD-UHFFFAOYSA-N
melib,DLRVVLDZNNYCBX-ZZFZYMBESA-N
pacald_m,NA
gal,WQZGKKKJIJFFOK-PHYPRBDBSA-N
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
dcacoa_x,NA
h2o_x,NA
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
3ohdcoa_x,NA
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
oxag,PYOHERBGXSPHQI-UHFFFAOYSA-K
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
octa_x,NA
dhpt_m,NA
gp4g,OLGWXCQXRSSQPO-MHARETSRSA-J
arg__L_v,NA
ppmi1346p,NA
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
ertascb__D,NA
nh4_m,NA
gthox,YPZRWBKMTBYPTK-BJDJZHNGSA-L
psd5p,NA
zymstest_SC,NA
hexdp_m,NA
ptdmeeta_SC,NA
h_m,NA
so4,QAOWNCQODCNURD-UHFFFAOYSA-L
pg_SC_m,NA
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
nadh_x,NA
thf_m,NA
udpacgal,LFTYTUAZOPRMMI-LDDHHVEYSA-L
nmn,DAYLJWODMCOQEW-TURQNECASA-M
3mob_m,NA
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M
ibutoh_m,NA
malACP_m,NA
ppp9_m,NA
pe_SC,NA
trnaile_m,NA
f26bp,YXWOAJXNVLXPMU-ZXXMMSQZSA-J
srb__L,LKDRXBCSQODPBY-AMVSKUEXSA-N
sheme,DLKSSIHHLYNIKN-QIISWYHFSA-D
trnagln,NA
2mbtoh_m,NA
fmn_m,NA
met__L_m,NA
mi1345p_n,NA
trnalys,NA
sbt__D,FBPFZTCFMRRESA-JGWLITMVSA-N
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
lys__L_m,NA
2obut_m,NA
cysi__L_v,NA
cdpea,WVIMUEUQJFPNDK-PEBGCTIMSA-M
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
zym_int2,NA
protrna,NA
cer2_24,NA
ile__L_v,NA
itp_m,NA
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L
cmaphis,YBMOTEQVMANKGX-JAMMHHFISA-N
ibutac,GJRQTCIYDGXPES-UHFFFAOYSA-N
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L
btd_RR,NA
ddcacoa,YMCXGHLSVALICC-GMHMEAMDSA-J
ptd135bp_SC,NA
amet_m,NA
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N
13dampp,NA
ade_m,NA
macchitppdol_g,NA
hco3_m,NA
accoa_n,NA
ser__L_m,NA
4abutn_m,NA
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
alltt,NUCLJNSWZCHRKL-UHFFFAOYSA-M
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
xylt,HEBKCHPVOIAQTA-SCDXWVJYSA-N
4mop_m,NA
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
2oxoadp,FGSBNBBHOZHUBO-UHFFFAOYSA-L
palmACP,NA
2hpmhmbq_m,NA
3hph5mb_m,NA
arg__L_m,NA
glu__L_v,NA
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M
ind3ac,SEOVTRFCIGRIMH-UHFFFAOYSA-M
trnaarg,NA
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N
23dhmb_m,NA
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K
pa_SC,NA
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
cmp_m,NA
fmnh2,YTNIXZGTHTVJBW-SCRDCRAPSA-L
adp_m,NA
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
ergst3glc,NA
pmtcoa_x,NA
amob,UOKVQQMBGVMXPU-CJPDYEHRSA-N
pi_x,NA
h_r,NA
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M
palmACP_m,NA
acACP,NA
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L
triglyc_SC,NA
udpgal_g,NA
4hbz_m,NA
trnamet_m,NA
itaccoa_m,NA
acACP_m,NA
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
h2o2_m,NA
dhnpt_m,NA
3hdcoa_x,NA
glutrna,NA
25dthpp,NA
hexdp,NGFSMHKFTZROKJ-MMSZMYIBSA-K
adp_g,NA
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
manmi1p__D,UJXBXUSHOWRLIG-JDLYWALLSA-L
asp__L_v,NA
acrn,RDHQFKQIGNGIED-MRVPVSSYSA-N
occoa,KQMZYOXOBSXMII-CECATXLMSA-J
4hpro_LT_m,NA
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
trnatrp,NA
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J
dnad_m,NA
pe_SC_g,NA
4gudbd,YHVFECVVGNXFKO-UHFFFAOYSA-O
25dhpp,NA
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
pmtcoa,MNBKLUUYKPBKDU-BBECNAHFSA-J
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N
2ahhmp_m,NA
pendp_m,NA
asptrna_m,NA
o2_m,NA
mip2c324_SC,NA
sbt__L,FBPFZTCFMRRESA-FSIIMWSLSA-N
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
tdecoa_x,NA
2ahbut_m,NA
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
athr__L,AYFVYJQAPQTCCC-HRFVKAFMSA-N
valtrna,NA
g6p_B,NBSCHQHZLSJFNQ-VFUOTHLCSA-L
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N
ddca,NA
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M
ipc224_SC,NA
2ahhmd_m,NA
pi_n,NA
trnaasn_m,NA
44mzym,NA
dann,KCEGBPIYGIWCDH-UHFFFAOYSA-O
scl,KWIZRXMMFRBUML-AHGFGAHVSA-F
ptd1ino_SC_n,NA
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N
4hglusa_m,NA
trnaval,NA
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
thfglu,ZAOGJXDWOQXFBW-FGRDXJNISA-K
methf_m,NA
dd2coa_x,NA
tyrtrna,NA
adp_v,NA
hcit_m,NA
q6_m,NA
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
3hodcoa_x,NA
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
ap4g,NA
alpro_m,NA
3odcoa_x,NA
tyr__L_m,NA
oh1,XLYOFNOQVPJJNP-UHFFFAOYSA-N
trnaasp_m,NA
35cdamp,MKMZAENVDZADSW-RRKCRQDMSA-M
minohp,IMQLKJBTEOYOSI-GPIVLXJGSA-B
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J
e4p_m,NA
pgp_SC_m,NA
glu__L_m,NA
itacon_m,NA
trnamet,NA
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
phe__L,COLNVLDHVKWLRT-QMMMGPOBSA-N
hicit_m,NA
nadh_m,NA
ohpb,MZJFVXDTNBHTKZ-UWTATZPHSA-K
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M
h2o_v,NA
5fthf_m,NA
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
lpam_m,NA
6pgl_r,NA
cdpchol,RZZPDXZPRHQOCG-OJAKKHQRSA-M
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
amp_m,NA
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
glucys,RITKHVBHSGLULN-WHFBIAKZSA-M
oh1_m,NA
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
mi1p__D,INAPMGSXUVUWAF-UOTPTPDRSA-L
lpro_m,NA
Nbfortyr,NA
ergstest_SC,NA
glycogen_v,NA
alltn,POJWUDADGALRAB-UHFFFAOYSA-N
r1p_m,NA
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N
2hpmmbq_m,NA
trnaglu_m,NA
trnaile,NA
id3acald_m,NA
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K
lac__L_m,NA
3hddcoa_x,NA
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
gua_m,NA
acrn_m,NA
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M
udp,XCCTYIAWTASOJW-XVFCMESISA-K
uri,DRTQHJPVMGBUCF-XVFCMESISA-N
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
3hanthrn,WJXSWCUQABXPFS-UHFFFAOYSA-M
cer1_26,NA
ggl,NHJUPBDCSOGIKX-NTXXKDEISA-N
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
ala__L_m,NA
adn_m,NA
acglu_m,NA
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
glp,NA
hdd2coa_x,NA
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
trnaasp,NA
pc_SC,NA
mip2c226_SC,NA
NPmehis,BRMWTNUJHUMWMS-UHFFFAOYSA-N
saccrp__L,ZDGJAHTZVHVLOT-YUMQZZPRSA-M
tyr__L_x,NA
4mzym_int2,NA
gdp_m,NA
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N
thrtrna_m,NA
trp__L_m,NA
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
oaa_m,NA
ind3eth_m,NA
trdox_x,NA
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
trptrna,NA
ttdcea,NA
ACP_m,NA
Ssq23epx_r,NA
mipc226_SC,NA
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L
h2o_r,NA
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
ddcaACP_m,NA
lanostest_SC,NA
h2o_g,NA
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
cmusa,KACPVQQHDVBVFC-OIFXTYEKSA-M
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
orn_m,NA
aces,NA
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
for_m,NA
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
ppcoa_m,NA
frdp_m,NA
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
hdca_x,NA
zymst,CGSJXLIKVBJVRY-XTGBIJOFSA-N
2mppal,AMIMRNSIRUDHCM-UHFFFAOYSA-N
2mbtoh,QPRQEDXDYOZYLA-UHFFFAOYSA-N
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
leu__L_v,NA
his__L_v,NA
glu__L_n,NA
alatrna,NA
pap_x,NA
dcacoa,NA
ethamp,SUHOOTKUPISOBE-UHFFFAOYSA-M
s,NINIDFKCEFEMDL-UHFFFAOYSA-N
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
mannan,NA
hom__L,UKAUYVFTDYCKQA-VKHMYHEASA-N
