metname,inchikey
atp_m,NA
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
glu__L_h,NA
naglc2p_L_dolp11,NA
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
tddec2eACP_h,NA
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
ocACP_h,NA
h2o_h,NA
pa_pf_18_1_18_1,NA
succ_m,NA
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O
35cgmp,ZOOGRGPOEVQQDX-UUOKFMHZSA-M
udp,XCCTYIAWTASOJW-XVFCMESISA-K
crm_pf_18_1_18_0,NA
dolp12,NA
cdpchol,RZZPDXZPRHQOCG-OJAKKHQRSA-M
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K
no3,NHNBFGGVMKEFGY-UHFFFAOYSA-N
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
h_g,NA
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
gthox_h,NA
nad_m,NA
tdecoa,NA
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J
ppi_h,NA
no2_m,NA
dhcrm_pf_18_0_18_0,NA
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
ficytC_m,NA
cmp_h,NA
5aop_h,NA
hdca_h,NA
4c2me_h,NA
h_m,NA
23dpg,XOHUEYCVLUUEJJ-UWTATZPHSA-I
chsterol,HVYWMOMLDIMFJA-DPAQBDIFSA-N
mi145p,NA
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N
3hpalmACP_h,NA
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N
gluside_18_1_18_0,NA
pail34p_pf_18_0_18_1,NA
ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M
2shchc,QJYRAJSESKVEAE-PSASIEDQSA-L
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
fe2_h,NA
dcaACP_h,NA
pa_pf_16_0_18_1,NA
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M
myrsACP_h,NA
pchol_pf_16_0_18_2,NA
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
gthrd_m,NA
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
Hb,NA
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
lald__D,BSABBBMNWQWLLU-GSVOUGTGSA-N
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I
pa_pf_16_0_18_2,NA
uri,DRTQHJPVMGBUCF-XVFCMESISA-N
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
clpn,NA
6pthp,WBJZXBUVECZHCE-SCSAIBSYSA-N
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M
gdp_m,NA
6hmhptpp,FCQGJGLSOWZZON-UHFFFAOYSA-K
pyr_h,NA
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
pail345p_pf_18_0_18_1,NA
lipoate,AGBQKNBQESQNJD-SSDOTTSWSA-M
malACP_h,NA
2oph_m,NA
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
cit_m,NA
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
alpa_pf_16_0,NA
dol11manp,NA
dag_pf_18_1_18_0,NA
fmet__L,NA
q8_m,NA
pe_pf_16_0_18_1,NA
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N
sphgn,OTKJDMGTUTTYMP-ZWKOTPCHSA-O
ps_pf_18_0_18_1,NA
dsbcox_r,NA
akg_m,NA
xtp,CAEFEWVYEZABLA-UUOKFMHZSA-J
glucys,RITKHVBHSGLULN-WHFBIAKZSA-M
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N
dhcrm_pf_18_0_24_0,NA
cholp_g,NA
ipdp_h,NA
succoa_m,NA
dcacoa,NA
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
dna5mtc,NA
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
crm_pf_18_1_16_0,NA
alpa_pf_18_1,NA
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M
doldp11,NA
focytC_m,NA
lpchol_pf_18_2,NA
hmz_l,NA
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K
cdpdag_pf_18_1_18_1,NA
nadph_m,NA
dag_pf_18_1_18_1,NA
psd5p,NA
pail3p_pf_16_0_18_1,NA
mag181,NA
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
tag_pf_18_0_18_0_18_1,NA
accoa_m,NA
dag_pf_20_4_18_0,NA
orot_m,NA
coa_h,NA
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N
ppbng_h,NA
cadprib,NA
ca2,BHPQYMZQTOCNFJ-UHFFFAOYSA-N
cdpdag_pf_18_0_18_0,NA
mthgxl_h,NA
nmettyam_h,NA
ethamp_g,NA
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
3ophb_m,NA
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F
1pyr5c,DWAKNKKXGALPNW-UHFFFAOYSA-M
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
akg_h,NA
dhor__S_m,NA
lipopb_m,NA
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
lpchol_pf_20_4,NA
hexACP_h,NA
thex2eACP_h,NA
mal__L_m,NA
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
ser__L_h,NA
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N
mag180,NA
pe_pf_18_1_18_2,NA
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
ser__L_m,NA
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
stcoa,SIARJEKBADXQJG-LFZQUHGESA-J
ps_pf_20_4_20_4,NA
adp_m,NA
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
gtp_m,NA
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
fdred_h,NA
3haACP_h,NA
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
4nphp,NA
pchol_pf_16_0_18_0,NA
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
palmACP_h,NA
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
cmp,IERHLVCPSMICTF-XVFCMESISA-L
csn,OPTASPLRGRRNAP-UHFFFAOYSA-N
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
nmn,DAYLJWODMCOQEW-TURQNECASA-M
arachd,NA
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J
gp4g,OLGWXCQXRSSQPO-MHARETSRSA-J
plrxox_h,NA
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N
grxox,NA
alltt,NUCLJNSWZCHRKL-UHFFFAOYSA-M
pchol_pf_18_1_18_1,NA
toct2eACP_h,NA
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
p4a,NA
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
nh4_m,NA
o2s_l,NA
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M
thbpt,FNKQXYHWGSIFBK-NHTYNGABSA-N
4nph,NA
pep_h,NA
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
pa_pf_18_1_20_4,NA
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
cpppg3_h,NA
pa_pf_18_0_18_1,NA
pail4p_pf_18_0_18_1,NA
o2s_m,NA
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
4hbz_m,NA
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J
pail_pf_16_0_18_0,NA
mem3gacpail,NA
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L
dna,NA
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
1pipdn2c,GEJXSVNGWOSZPC-UHFFFAOYSA-N
gthrd_r,NA
pail_pf_18_0_18_1,NA
ttc_ggdp,NA
odecoa,NA
ap3a,NA
1p3h5c,WFOFKRKDDKGRIK-DMTCNVIQSA-M
dag_pf_18_2_18_2,NA
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L
cl,VEXZGXHMUGYJMC-UHFFFAOYSA-M
h2o2_l,NA
chito2pdol_L_dolp11,NA
co2_m,NA
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N
ppa,NA
crm,NA
lpe_pf_20_4,NA
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
cdpdag_pf_16_0_18_1,NA
dolp11,NA
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
dhap_h,NA
gluside_18_0_18_1,NA
5mthf5glu,NA
dag_pf_16_0_16_0,NA
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
hemeO_m,NA
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
pa_pf_16_0_20_4,NA
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N
h2mb4p_h,NA
adprib,SRNWOUGRCWSEMX-TYASJMOZSA-L
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
mercplac,NA
pro__L,ONIBWKKTOPOVIA-BYPYZUCNSA-N
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
pail345p_pf_16_0_18_1,NA
6hmhpt,CQQNNQTXUGLUEV-UHFFFAOYSA-N
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M
dhcrm_pf_18_0_16_0,NA
2ahhmp,NA
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
dsbgox_r,NA
plrxrd,NA
15dap,VHRGRCVQAFMJIZ-UHFFFAOYSA-P
selnp,JRPHGDYSKGJTKZ-UHFFFAOYSA-K
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
ctp_h,NA
h2o_l,NA
ibcoa_m,NA
mi1456p,NA
dag_pf_16_0_18_1,NA
crm_pf_18_1_24_0,NA
dag_pf_20_4_18_1,NA
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
pi_m,NA
malcoa_h,NA
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M
5aptn,JJMDCOVWQOJGCB-UHFFFAOYSA-N
3mob_m,NA
aopox_h,NA
14dhncoa,NA
dolp12_r,NA
5mta,WUUGFSXJNOTRMR-IOSLPCCCSA-N
pail4p_pf_16_0_18_1,NA
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
5fthf,VVIAGPKUTFNRDU-STQMWFEESA-L
3hmrsACP_h,NA
dag_pf_20_4_18_2,NA
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
thf_m,NA
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
mi13456p,NA
gacpail_pf_18_0_18_1_16_0,NA
cdpdag_pf_20_4_20_4,NA
sucbz,YIVWQNVQRXFZJB-UHFFFAOYSA-L
fe2_m,NA
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M
sphymyln,NA
pail34p_pf_16_0_18_1,NA
no3_m,NA
mlthf_h,NA
glyc3p_h,NA
gthrd_h,NA
pppg9_m,NA
lpe_pf_16_0,NA
dag_pf_20_4_20_4,NA
grxrd,NA
e4hglu,HBDWQSHEVMSFGY-STHAYSLISA-M
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N
4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M
pe_pf_18_2_18_2,NA
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
fdox_h,NA
acon_C_m,NA
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
g6p_B,NBSCHQHZLSJFNQ-VFUOTHLCSA-L
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
4h2oglt,WXSKVKPSMAHCSG-UHFFFAOYSA-L
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
dimp,PHNGFPPXDJJADG-RRKCRQDMSA-L
ppp9_m,NA
sbt__D,FBPFZTCFMRRESA-JGWLITMVSA-N
hco3_h,NA
dag_pf_20_4_16_0,NA
g3pg,LLCSXHMJULHSJN-UHFFFAOYSA-M
butACP_h,NA
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
chito2pdol_L_dolp12,NA
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
doldp12,NA
but2eACP_h,NA
dca,NA
pail_pf_18_1_18_1,NA
trdox_m,NA
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
pe_pf_18_1_18_1,NA
ahcys_g,NA
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
6a2ohxnt,GWENQMVPLJAMAE-UHFFFAOYSA-N
3spyr,BUTHMSUEBYPMKJ-UHFFFAOYSA-L
hepdp,LSJLEXWXRKTZAJ-YUIIPXGZSA-K
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
nadph_h,NA
didp,BKUSIKGSPSFQAC-RRKCRQDMSA-K
mqn4,NA
3odecACP_h,NA
pail45p_pf_16_0_18_1,NA
ap4a,YOAHKNVSNCMZGQ-XPWFQUROSA-J
pe_pf_16_0_16_0,NA
Hb_l,NA
3omrsACP_h,NA
4hba,BVJSUAQZOZWCKN-UHFFFAOYSA-N
pa_pf_16_0_16_0,NA
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
35cimp,NA
10fthf_h,NA
pglyc,NA
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J
arachdcoa,NA
aoprd_h,NA
no,MWUXSHHQAYIFBG-UHFFFAOYSA-N
cdpdag_pf_18_0_20_4,NA
dmpp_h,NA
2omph_m,NA
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L
hemeA_m,NA
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
dol12manp,NA
gdpddman,PNHLMHWWFOPQLK-BKUUWRAGSA-L
3snpyr,NA
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
pail_pf_16_0_18_1,NA
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
lipoate_m,NA
ttdca_h,NA
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
nadp_m,NA
m4gacpail,NA
5thf,NA
dpcoa_h,NA
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
hexdp,NGFSMHKFTZROKJ-MMSZMYIBSA-K
Lpipecol,HXEACLLIILLPRG-YFKPBYRVSA-N
dolichol11,NA
ps_pf_18_1_18_1,NA
ddcpdp,NA
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
dag_pf_18_0_18_1,NA
h2o2_h,NA
2omhmbl_m,NA
hemeBo_l,NA
amp_m,NA
4hpro_LT,PMMYEEVYMWASQN-DMTCNVIQSA-N
acgpail_pf_18_0_18_1,NA
naglc2p_L_dolp12,NA
pail_pf_18_0_18_0,NA
ps_pf_18_1_20_4,NA
ni2,VEQPNABPJHWNSG-UHFFFAOYSA-N
btamp,UTQCSTJVMLODHM-RHCAYAJFSA-N
horden_h,NA
pa_pf_20_4_20_4,NA
2mecdp_h,NA
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
indpyr,RSTKLPZEZYGQPY-UHFFFAOYSA-M
pchol,NA
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
oxptn,VBKPPDYGFUZOAJ-UHFFFAOYSA-M
gly_h,NA
mlthf_m,NA
g3p_h,NA
2ahhmd,FCQGJGLSOWZZON-UHFFFAOYSA-L
dad_5_h,NA
2ommbl_m,NA
nadp_h,NA
2dr5p,ALQNUOMIEBHXQG-CRCLSJGQSA-L
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
dolichol12,NA
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
gthox_r,NA
tdec2eACP_h,NA
fadh2_m,NA
trdrd,NA
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
lipopb_h,NA
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
occoa,KQMZYOXOBSXMII-CECATXLMSA-J
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
pmtcoa,MNBKLUUYKPBKDU-BBECNAHFSA-J
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
h_l,NA
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H
pendp,JMVSBFJBMXQNJW-GIXZANJISA-K
ddcacoa,YMCXGHLSVALICC-GMHMEAMDSA-J
3hdecACP_h,NA
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
mi14p,NA
2mb2coa,PMWATMXOQQZNBX-DKBZLLMOSA-J
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
amet_g,NA
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
mql4_m,NA
mag160,NA
accoa_h,NA
hdcoa,NA
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
amet_m,NA
pa_pf_18_1_18_2,NA
glyc_m,NA
cdpdag_pf_18_0_18_1,NA
dhbpt,ZHQJVZLJDXWFFX-UHFFFAOYSA-N
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
dag_pf_16_0_18_0,NA
pchol_pf_16_0_20_4,NA
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
trdox,NA
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
pgp_pf_16_0_18_1,NA
ca2_m,NA
ttdcea,NA
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
co2_h,NA
pa_pf_18_2_18_2,NA
dag_pf_18_2_18_1,NA
saccrp__L,ZDGJAHTZVHVLOT-YUMQZZPRSA-M
gthox_m,NA
gdpfuc,LQEBEXMHBLQMDB-JGQUBWHWSA-L
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L
2ombzl_m,NA
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M
dag_pf_18_1_18_2,NA
3ohexACP_h,NA
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J
ttdca,NA
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M
gluside_18_1_24_0,NA
fad_m,NA
plrxrd_h,NA
pap_h,NA
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L
xp4x,NA
met__L_h,NA
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
dol11manp_r,NA
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I
tag_pf_16_0_18_0_18_0,NA
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
aksuc,NA
pe,NA
5aop_m,NA
nh4_h,NA
lipoamp_m,NA
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
dag_pf_18_0_18_2,NA
hivcoa,NA
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M
h2o_g,NA
cdpdag_pf_18_1_20_4,NA
3hoctACP_h,NA
dag_pf_18_2_20_4,NA
apoACP_h,NA
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M
seln,SPVXKVOXSXTJOY-UHFFFAOYSA-M
pe_pf_20_4_20_4,NA
3hhexACP_h,NA
3ooctACP_h,NA
pa_pf_16_0_18_0,NA
dag_pf_18_2_18_0,NA
pail45p_pf_18_0_18_1,NA
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
ahcys_h,NA
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
fol,OVBPIULPVIDEAO-LBPRGKRZSA-L
tmrs2eACP_h,NA
2dmmq4,NA
cu,VMQMZMRVKUZKQL-UHFFFAOYSA-N
pchol_pf_16_0_16_0,NA
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
cpppg1_h,NA
alpa_pf_18_0,NA
3hibutcoa,WWEOGFZEFHPUAM-UQCJFRAESA-J
2me4p_h,NA
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
5mdr1p,JTFITTQBRJDSTL-KVTDHHQDSA-L
gluside_18_1_16_0,NA
Asn_X_Ser_Thr,NA
tag_pf_18_1_18_2_18_2,NA
g3m8masn,NA
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
h_r,NA
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
selcys,ZKZBPNGNEQAJSX-REOHCLBHSA-N
ethamp,SUHOOTKUPISOBE-UHFFFAOYSA-M
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
4fe4s_h,NA
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
cdpdag_pf_16_0_16_0,NA
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
dolp11_r,NA
ddca,NA
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
tpalm2eACP_h,NA
pi_h,NA
polypep_l,NA
pheme_m,NA
q8h2_m,NA
pglyc_pf_16_0_18_1,NA
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N
pe_pf_16_0_18_2,NA
pchol_pf_18_1_18_2,NA
fum_m,NA
4mop_m,NA
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
atp_h,NA
