reactions,metabolites,metabolitestotal,gpr,genes
ASPCT,asp__L_c,asp__L,Mbar_A1168,Mbar_A1168
ASPCT,cbp_c,cbp,Mbar_A1168,Mbar_A1168
ASPK,asp__L_c,asp__L,Mbar_A0861,Mbar_A0861
ASPTA,akg_c,akg,Mbar_A2080,Mbar_A2080
ASPTA,asp__L_c,asp__L,Mbar_A2080,Mbar_A2080
ASPTRS,asp__L_c,asp__L,Mbar_A3173,Mbar_A3173
ASPTRS,trnaasp_c,trnaasp,Mbar_A3173,Mbar_A3173
ATGH_num1,dggpg_c,dggpg,Mbar_A1604,Mbar_A1604
ATIH_num1,dggpi_c,dggpi,Mbar_A1604,Mbar_A1604
ATPPRT,prpp_c,prpp,Mbar_A1312,Mbar_A1312
ATRZCH,atrz_c,atrz,Mbar_A3252,Mbar_A3252
ATSH_num1,dgggps_c,dgggps,Mbar_A1604,Mbar_A1604
ACS2,ppa_c,ppa,Mbar_A2172,Mbar_A2172
BACCL,btn_c,btn,Mbar_A1588,Mbar_A1588
BLAT,36dahx_c,36dahx,Mbar_A0671,Mbar_A0671
BLAT,accoa_c,accoa,Mbar_A0671,Mbar_A0671
BRFAPS,4abz_c,4abz,Mbar_A1222,Mbar_A1222
BRFAPS,prpp_c,prpp,Mbar_A1222,Mbar_A1222
ACYP,13dpg_c,13dpg,Mbar_A3282,Mbar_A3282
BTS3r,dtbt_c,dtbt,Mbar_A0838,Mbar_A0838
BTS3r,s_c,s,Mbar_A0838,Mbar_A0838
ACYP_2,actp_c,actp,Mbar_A3282,Mbar_A3282
ABTA,4abut_c,4abut,Mbar_A2386,Mbar_A2386
ABTA,akg_c,akg,Mbar_A2386,Mbar_A2386
ACBIPGT,adocbip_c,adocbip,Mbar_A3457,Mbar_A3457
ACCOAL,ppa_c,ppa,Mbar_A3662,Mbar_A3662
ACGK,acglu_c,acglu,Mbar_A1181,Mbar_A1181
ACGS_num1,accoa_c,accoa,Mbar_A0723,Mbar_A0723
ACGS_num1,glu__L_c,glu__L,Mbar_A0723,Mbar_A0723
ACHBS_num1,2obut_c,2obut,Mbar_A0219,Mbar_A0219
ACHBS_num1,pyr_c,pyr,Mbar_A0219,Mbar_A0219
ADCPS2,adcobhex_c,adcobhex,Mbar_A3454,Mbar_A3454
ADCPS2,applp_c,applp,Mbar_A3454,Mbar_A3454
ADCYRS,adcobdam_c,adcobdam,Mbar_A3191,Mbar_A3191
ADCYRS,gln__L_c,gln__L,Mbar_A3191,Mbar_A3191
ADD,ade_c,ade,Mbar_A3342,Mbar_A3342
ACKr,ac_c,ac,Mbar_A1820,Mbar_A1820
ACLDC_num1,alac__S_c,alac__S,Mbar_A2916,Mbar_A2916
ACLS_num1,pyr_c,pyr,Mbar_A0219,Mbar_A0219
ACONMT,acon_T_c,acon_T,Mbar_A3635,Mbar_A3635
ACONMT,amet_c,amet,Mbar_A3635,Mbar_A3635
CBIAT,cbi_c,cbi,Mbar_A1365,Mbar_A1365
ACOTA_num1,acorn_c,acorn,Mbar_A3279,Mbar_A3279
ACOTA_num1,akg_c,akg,Mbar_A3279,Mbar_A3279
ACP1_FMN,fmn_c,fmn,Mbar_A1192,Mbar_A1192
CBLAT2,cbl1hbi_c,cbl1hbi,Mbar_A1365,Mbar_A1365
ADNK1,adn_c,adn,Mbar_A0086,Mbar_A0086
ADOCBIAH,adocbi_c,adocbi,Mbar_A3636,Mbar_A3636
ADOCBLS2,agdpcbi_c,agdpcbi,Mbar_A3456,Mbar_A3456
ADOCBLS2,r5hbzi_c,r5hbzi,Mbar_A3456,Mbar_A3456
ADPT,ade_c,ade,Mbar_A1633,Mbar_A1633
ADPT,prpp_c,prpp,Mbar_A1633,Mbar_A1633
CBPS,gln__L_c,gln__L,Mbar_A2374 and Mbar_A2375,Mbar_A2375
CBPS,gln__L_c,gln__L,Mbar_A2374 and Mbar_A2375,Mbar_A2374
CBPS,hco3_c,hco3,Mbar_A2374 and Mbar_A2375,Mbar_A2375
CBPS,hco3_c,hco3,Mbar_A2374 and Mbar_A2375,Mbar_A2374
ADSS,asp__L_c,asp__L,Mbar_A0403,Mbar_A0403
AGAIAGT,dpgpi_c,dpgpi,Mbar_A1731,Mbar_A1731
AGAIAGT,uacgam_c,uacgam,Mbar_A1731,Mbar_A1731
AGAID,agdpgpi_c,agdpgpi,Mbar_A0408,Mbar_A0408
CPC2MT,amet_c,amet,Mbar_A0626,Mbar_A0626
CPC2MT,copre2_c,copre2,Mbar_A0626,Mbar_A0626
CPC3MT,amet_c,amet,Mbar_A0628 and MBd4270) and Mbar_A0629,MBd4270
CPC3MT,amet_c,amet,Mbar_A0628 and MBd4270) and Mbar_A0629,Mbar_A0629
CPC3MT,amet_c,amet,Mbar_A0628 and MBd4270) and Mbar_A0629,Mbar_A0628
CPC3MT,copre3_c,copre3,Mbar_A0628 and MBd4270) and Mbar_A0629,MBd4270
CPC3MT,copre3_c,copre3,Mbar_A0628 and MBd4270) and Mbar_A0629,Mbar_A0629
CPC3MT,copre3_c,copre3,Mbar_A0628 and MBd4270) and Mbar_A0629,Mbar_A0628
AGMT,agm_c,agm,Mbar_A0694,Mbar_A0694
AGPR,acg5sa_c,acg5sa,Mbar_A2001,Mbar_A2001
CDGGGPP3,cdgggp_c,cdgggp,Mbar_A1250,Mbar_A1250
CDGGGPP3,glyc1p_c,glyc1p,Mbar_A1250,Mbar_A1250
AHCi,ahcys_c,ahcys,Mbar_A3251,Mbar_A3251
CPC4MT,amet_c,amet,Mbar_A0627,Mbar_A0627
CPC4MT,copre4_c,copre4,Mbar_A0627,Mbar_A0627
AHGDx,S2hglut_c,S2hglut,Mbar_A0309,Mbar_A0309
CDGGGPP4,3hcdgggp_c,3hcdgggp,Mbar_A1250,Mbar_A1250
CDGGGPP4,glyc1p_c,glyc1p,Mbar_A1250,Mbar_A1250
AHMMPS_num1,air_c,air,Mbar_A2129,Mbar_A2129
AHSERL2,achms_c,achms,Mbar_A2427,Mbar_A2427
CPC5MT,amet_c,amet,Mbar_A1493,Mbar_A1493
CPC5MT,copre5_c,copre5,Mbar_A1493,Mbar_A1493
CPC6MT,amet_c,amet,Mbar_A0625 and Mbar_A1492,Mbar_A0625
CPC6MT,amet_c,amet,Mbar_A0625 and Mbar_A1492,Mbar_A1492
CPC6MT,codhpre6_c,codhpre6,Mbar_A0625 and Mbar_A1492,Mbar_A0625
CPC6MT,codhpre6_c,codhpre6,Mbar_A0625 and Mbar_A1492,Mbar_A1492
AHXDH,6ax6ax_c,6ax6ax,Mbar_A1202,Mbar_A1202
AICART,10fthf_c,10fthf,Mbar_A0571,Mbar_A0571
AICART,aicar_c,aicar,Mbar_A0571,Mbar_A0571
AIRC2_num1,air_c,air,Mbar_A3125,Mbar_A3125
AIRC2_num1,hco3_c,hco3,Mbar_A3125,Mbar_A3125
AKACAL,accoa_c,accoa,Mbar_A2192,Mbar_A2192
AKACAL,ohexa_c,ohexa,Mbar_A2192,Mbar_A2192
AKGCAL,accoa_c,accoa,Mbar_A2192,Mbar_A2192
AKGCAL,akg_c,akg,Mbar_A2192,Mbar_A2192
AKP1,ahdt_c,ahdt,Mbar_A1231,Mbar_A1231
AKPCAL,accoa_c,accoa,Mbar_A2192,Mbar_A2192
AKPCAL,ohepa_c,ohepa,Mbar_A2192,Mbar_A2192
CS,accoa_c,accoa,Mbar_A0715,Mbar_A0715
CS,oaa_c,oaa,Mbar_A0715,Mbar_A0715
CSND_num1,csn_c,csn,Mbar_A1948,Mbar_A1948
CTPS2,gln__L_c,gln__L,Mbar_A3518,Mbar_A3518
CDGGGSAT,cdgggp_c,cdgggp,Mbar_A0874,Mbar_A0874
CDGGGSAT,ser__L_c,ser__L,Mbar_A0874,Mbar_A0874
CYRDAAT,co1dam_c,co1dam,Mbar_A1365,Mbar_A1365
ALATA_L,akg_c,akg,Mbar_A1546,Mbar_A1546
ALATA_L,ala__L_c,ala__L,Mbar_A1546,Mbar_A1546
CDGGGSAT2,3hcdgggp_c,3hcdgggp,Mbar_A0874,Mbar_A0874
CDGGGSAT2,ser__L_c,ser__L,Mbar_A0874,Mbar_A0874
CYRDAS_num1,cobya_c,cobya,Mbar_A1187,Mbar_A1187
CYRDAS_num1,gln__L_c,gln__L,Mbar_A1187,Mbar_A1187
ALATRS_num1,ala__L_c,ala__L,Mbar_A1361,Mbar_A1361
ALATRS_num1,trnaala_c,trnaala,Mbar_A1361,Mbar_A1361
CDGGIPT,cdgggp_c,cdgggp,Mbar_A1498,Mbar_A1498
CDGGIPT,inost_c,inost,Mbar_A1498,Mbar_A1498
ALAt4,ala__L_e,ala__L,Mbar_A2656,Mbar_A2656
ALCD20y_num1,2ppoh_c,2ppoh,Mbar_A0784,Mbar_A0784
CYSDS,cys__L_c,cys__L,Mbar_A3023,Mbar_A3023
CDGGIPT2,3hcdgggp_c,3hcdgggp,Mbar_A1498,Mbar_A1498
CDGGIPT2,inost_c,inost,Mbar_A1498,Mbar_A1498
CYSS,acser_c,acser,Mbar_A2422,Mbar_A2422
ALCD2y_num1,etoh_c,etoh,Mbar_A0784,Mbar_A0784
ALDD1,fald_c,fald,Mbar_A0775 and Mbar_A0774,Mbar_A0775
ALDD1,fald_c,fald,Mbar_A0775 and Mbar_A0774,Mbar_A0774
CYSTRS,cys__L_c,cys__L,Mbar_A1653,Mbar_A1653
CYSTRS,trnacys_c,trnacys,Mbar_A1653,Mbar_A1653
ALDD2x,acald_c,acald,Mbar_A2387,Mbar_A2387
ALKP,dhap_c,dhap,Mbar_A1231,Mbar_A1231
ANPRT,anth_c,anth,Mbar_A3624,Mbar_A3624
