reactions,data_type,kcat,MW,kcat_MW
TRPt2r,DLkcat,,,
TRDR_num1,DLkcat,,,
TRPS2,DLkcat,,,
TRPS1,DLkcat,,,
3OAR80_num1,DLkcat,,,
KAS14,DLkcat,,,
TRSARr_num1,DLkcat,,,
THRS_num1,DLkcat,,,
PTRCTA,DLkcat,,,
UAMAGS,DLkcat,,,
ALCD4_num1,DLkcat,,,
PPNCL2,DLkcat,,,
BTCOARx_num1,DLkcat,,,
UAGCVT_num1,DLkcat,,,
UAG2EMA_num1,DLkcat,,,
URAt2_num1,DLkcat,,,
UAGPT3_num1,DLkcat,,,
PPCDC,DLkcat,,,
UAMAS,DLkcat,,,
UAPGR,DLkcat,,,
ORNTAC,DLkcat,,,
PPAKr,DLkcat,,,
DADA,DLkcat,,,
UDCPDPS_num1,DLkcat,,,
UDCPDP_num1,DLkcat,,,
UDCPDPex_num1,DLkcat,,,
AGPAT140_num1,DLkcat,,,
AGPAT160_num1,DLkcat,,,
PPCK,DLkcat,,,
AGPAT161_num1,DLkcat,,,
UDPGD,DLkcat,,,
UGMDDS,DLkcat,,,
ALCD2x_num1,DLkcat,,,
PPDK,DLkcat,,,
URIK2,DLkcat,,,
AGPAT180_num1,DLkcat,,,
AGPAT181_num1,DLkcat,,,
URIK3,DLkcat,,,
URIK1,DLkcat,,,
PPND,DLkcat,,,
HSERTA,DLkcat,,,
PRAGSr,DLkcat,,,
PPNDH_num1,DLkcat,,,
XAND_num1,DLkcat,,,
VALt2r,DLkcat,,,
ASPTA_num1,DLkcat,,,
VALTA_num1,DLkcat,,,
MCOATA,DLkcat,,,
CYSTGL,DLkcat,,,
UPP3MT,DLkcat,,,
PRAIS,DLkcat,,,
URCN,DLkcat,,,
UPPRT_num1,DLkcat,,,
VALTRS,DLkcat,,,
DAGK140,DLkcat,,,
DAGK160,DLkcat,,,
PRAMPC,DLkcat,,,
DAGK161,DLkcat,,,
DAGK180,DLkcat,,,
DAGK181,DLkcat,,,
XPPT,DLkcat,,,
XANt2_num1,DLkcat,,,
GLYt2r_num1,DLkcat,,,
PRASCSi,DLkcat,,,
PRATPP,DLkcat,,,
XYLt2,DLkcat,,,
XYLK_num1,DLkcat,,,
PUNP2,DLkcat,,,
PUNP3,DLkcat,,,
PUNP4,DLkcat,,,
EAR161x,DLkcat,,,
EAR180x,DLkcat,,,
EAR181x,DLkcat,,,
PUNP5,DLkcat,,,
PRFGS,DLkcat,,,
PUNP6,DLkcat,,,
PUNP7,DLkcat,,,
EAR40x,DLkcat,,,
EAR60x,DLkcat,,,
EAR80x,DLkcat,,,
SPMDabc,DLkcat,,,
MOBDabc_num1,DLkcat,,,
EAR120x,DLkcat,,,
EAR121x,DLkcat,,,
EAR140x,DLkcat,,,
EAR141x,DLkcat,,,
PROt4,DLkcat,,,
EAR160x,DLkcat,,,
HYDFDN_num1,DLkcat,,,
PRPPS,DLkcat,,,
GCCc_num1,DLkcat,,,
PSCVT,DLkcat,,,
GLYCL_num1,DLkcat,,,
PSD120,DLkcat,,,
MDDCP5ex_num1,DLkcat,,,
HYD2,DLkcat,,,
TKT2_num1,DLkcat,,,
PFL_num1,DLkcat,,,
PGSA180,DLkcat,,,
PGSA181,DLkcat,,,
PSSA181,DLkcat,,,
3OAR100_reverse_num1,DLkcat,,,
3OAR120_reverse_num1,DLkcat,,,
3OAR140_reverse_num1,DLkcat,,,
3OAR160_reverse_num1,DLkcat,,,
3OAR180_reverse_num1,DLkcat,,,
ACKr_reverse,DLkcat,,,
ACOTA_reverse,DLkcat,,,
ACONTa_reverse_num1,DLkcat,,,
ACOATA_reverse,DLkcat,,,
AGPR_reverse,DLkcat,,,
AIRCr_reverse,DLkcat,,,
AICART_reverse_num1,DLkcat,,,
ALAALAr_reverse,DLkcat,,,
ALATA_L_reverse,DLkcat,,,
ALLTNt2r_reverse_num1,DLkcat,,,
ASPK_reverse_num1,DLkcat,,,
BTDD_RR_reverse,DLkcat,,,
ARBt2r_reverse,DLkcat,,,
CBIAT_reverse,DLkcat,,,
CBLAT_reverse,DLkcat,,,
CBMKr_reverse_num1,DLkcat,,,
ARGSL_reverse,DLkcat,,,
ASAD_reverse,DLkcat,,,
ARGt2r_reverse_num1,DLkcat,,,
CLPNS120_reverse_num1,DLkcat,,,
CLPNS140_reverse_num1,DLkcat,,,
CLPNS160_reverse_num1,DLkcat,,,
D_LACt2_reverse,DLkcat,,,
DURAD_reverse,DLkcat,,,
DURIPP_reverse,DLkcat,,,
ENO_reverse,DLkcat,,,
FACOAL140_reverse,DLkcat,,,
FACOAL160_reverse,DLkcat,,,
FACOAL180_reverse,DLkcat,,,
FBA_reverse,DLkcat,,,
FBA3_reverse,DLkcat,,,
DDPGA_reverse_num1,DLkcat,,,
FDH7_reverse_num1,DLkcat,,77274.30600000045,
FRNDPR2r_reverse,DLkcat,,,
DHFR_reverse,DLkcat,,,
GLCURt2r_reverse,DLkcat,,,
GHMT2r_reverse,DLkcat,,,
GLCNt2r_reverse_num1,DLkcat,,,
GLUDy_reverse,DLkcat,,,
G3PD2_reverse,DLkcat,,,
GALCTNt2r_reverse,DLkcat,,,
GAPD_reverse_num1,DLkcat,,,
GALUi_reverse_num1,DLkcat,,,
GALURt2r_reverse,DLkcat,,,
DHORTS_reverse,DLkcat,,,
GARFT_reverse,DLkcat,,,
GLYBt2r_reverse_num1,DLkcat,,,
METR_reverse,DLkcat,,,
DHQTi_reverse,DLkcat,,,
ICDHx_reverse,DLkcat,,,
HYDFDN2r_reverse_num1,DLkcat,,,
HSDy_reverse_num1,DLkcat,,,
ILEt2r_reverse,DLkcat,,,
ILETA_reverse_num1,DLkcat,,,
LEUTA_reverse_num1,DLkcat,,,
LEUt2r_reverse,DLkcat,,,
IPPMIa_reverse,DLkcat,,,
KARA1_reverse_num1,DLkcat,,,
KARA2_reverse_num1,DLkcat,,,
LCARS_reverse,DLkcat,,,
LDH_D_reverse,DLkcat,,,
LYSt2r_reverse_num1,DLkcat,,,
MDH_reverse,DLkcat,,,
MTHFD_reverse,DLkcat,,,
MTHFC_reverse_num1,DLkcat,,,
MTHFR5_reverse,DLkcat,,,
SDPTA_reverse,DLkcat,,,
PUNP1_reverse,DLkcat,,,
SERt2r_reverse_num1,DLkcat,,,
PNP_reverse,DLkcat,,,
OCBT_reverse_num1,DLkcat,,,
