metname,inchikey
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
thex2eACP,NA
dcaACP,NA
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
2oph,VUNQJPPPTJIREN-CMAXTTDKSA-N
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
clpn180,NA
dca,NA
12dgr161,NA
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L
ap4a,YOAHKNVSNCMZGQ-XPWFQUROSA-J
q8h2,LOJUQFSPYHMHEO-SGHXUWJISA-N
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N
adn,OIRDTQYFTABQOQ-KQYNXXCUSA-N
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M
N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
pydxn,LXNHXLLTXMVWPM-UHFFFAOYSA-N
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M
rml,QZNPNKJXABGCRC-FUTKDDECSA-N
oc2coa,CPSDNAXXKWVYIY-NTLMCJQISA-J
3hhdcoa,DEHLMTDDPWDRDR-BCIKBWLNSA-J
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
ser__D,MTCFGRXMJLQNBG-UWTATZPHSA-N
so2,RAHZWNYVWXNFOC-UHFFFAOYSA-N
thrtrna,NA
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
odecoa,NA
galctn__L,RGHNJXZEOKUKBD-RSJOWCBRSA-M
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
ocdcaACP,NA
4hoxpacd,IPRPPFIAVHPVJH-UHFFFAOYSA-N
3hcvac11eACP,NA
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
3htdcoa,OXBHKMHNDGRDCZ-STLSENOWSA-J
2dmmql8,FGYPGICSXJEKCG-AENDIINCSA-N
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
pe141,NA
ckdo,YWWJKULNWGRYAS-UOVSKDHASA-L
hxa,FUZZWVXGSFPDMH-UHFFFAOYSA-M
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
cdpdtdecg,ICFWXMWHAMIZGF-WNAWUNHNSA-L
3ocpalm9eACP,NA
trnaval,NA
ssaltpp,NA
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
apg161,NA
acon_T,GTZCVFVGUGFEME-HNQUOIGGSA-K
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
g3pi,BMVUIWJCUQSHLZ-UJGXJMNGSA-M
cdec3eACP,NA
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
trnaleu,NA
glntrna,NA
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
sucorn,VWXQFHJBQHTHMK-LURJTMIESA-M
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
protrna,NA
12ppd__S,DNIAPMSPPWPWGF-VKHMYHEASA-N
malt,GUBGYTABKSRVRQ-PICCSMPSSA-N
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M
hmgth,PIUSLWSYOYFRFR-BQBZGAKWSA-M
25drapp,OCLCLRXKNJCOJD-UMMCILCDSA-L
clpn140,SDCJNZZAOLRVCP-GTOSQJSUSA-L
hpyr,HHDDCCUIIUWNGJ-UHFFFAOYSA-M
udp,XCCTYIAWTASOJW-XVFCMESISA-K
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N
dsbcrd,NA
eca2und,QGEVVARZDHTYSR-JPDQSREWSA-J
2agpe140,DDUZNLUWXLYPCP-UHFFFAOYSA-N
pa160,PORPENFLTBBHSG-MGBGTMOVSA-L
dsbdrd,NA
dsbgox,NA
halipa,FKGIQBXWASHJRH-JYIPIDLLSA-J
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J
metsox_R__L,QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
gmhep17bp,LMTGTTLGDUACSJ-NNPWBXLPSA-J
progly,RNKSNIBMTUYWSH-YFKPBYRVSA-N
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
mnl1p,GACTWZZMVMUKNG-KVTDHHQDSA-L
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
ppa,NA
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
adphep_DD,KMSFWBYFWSKGGR-FQBROAFUSA-L
u3aga,TZSJGZGYQDNRRX-MPLCHSTDSA-L
trnaile,NA
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
enlipa,GSHAAWZSAOJXLM-RQBQWGHISA-H
acmanap,QDSLHWJDSQGPEE-WCTZXXKLSA-L
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
ddcaACP,NA
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
dmso,IAZDPXIOMUYVGZ-UHFFFAOYSA-N
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
3oocoa,WPIVBCGRGVNDDT-CECATXLMSA-J
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
12dgr120,NA
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
2obut,TYEYBOSBBBHJIV-UHFFFAOYSA-M
apg160,BSAFHIMUDGXOPA-OKPYTHRESA-M
d5kg,UCYNJPYWOSFBAT-CVYQJGLWSA-M
trnapro,NA
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K
tyrtrna,NA
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
rmn,PNNNRSAQSRJVSB-BXKVDMCESA-N
murein4p3p,AKLORNSFZCNZDU-UHFFFAOYSA-H
but,NA
1agpg161,NA
cd2,WLZRMCYVCSSEQC-UHFFFAOYSA-N
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
cpg160,OBXHKDVMOWISFV-UHFFFAOYSA-M
ppoh,BDERNNFJNOPAEC-UHFFFAOYSA-N
ACP,NA
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N
r15bp,AAAFZMYJJHWUPN-TXICZTDVSA-J
tdecoa,NA
pe140,NA
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
23cump,HWDMHJDYMFRXOX-XVFCMESISA-M
aso3,AQLMHYSWFMLWBS-UHFFFAOYSA-N
tyrp,DCWXELXMIBXGTH-QMMMGPOBSA-L
inost,CDAISMWEOUEBRE-GPIVLXJGSA-N
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
glyc2p,DHCLVCXQIBBOPH-UHFFFAOYSA-L
trnaasn,NA
ctbt,GUYHPGUANSLONG-SNAWJCMRSA-N
cbi,XQRJFEVDQXEIAX-JFYQDRLCSA-M
melib,DLRVVLDZNNYCBX-ZZFZYMBESA-N
acACP,NA
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
3gmp,ZDPUTNZENXVHJC-UUOKFMHZSA-L
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
3hoctACP,NA
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
hethmpp,NA
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L
sucarg,UMOXFSXIFQOWTD-LURJTMIESA-M
hdcea,NA
murein4px4px4p,NA
tym,DZGWFCGJZKJUFP-UHFFFAOYSA-O
glcur1p,AIQDYKMWENWVQJ-QIUUJYRFSA-K
5drib,WDRISBUVHBMJEF-MROZADKFSA-N
dhmtp,CILXJJLQPTUUSS-XQRVVYSFSA-N
dsbdox,NA
malon,OFOBLEOULBTSOW-UHFFFAOYSA-L
dkmpp,HKEAOVFNWRDVAJ-UHFFFAOYSA-L
enter,SERBHKJMVBATSJ-BZSNNMDCSA-M
cdpdodecg,PDCWLWQTNQCGRI-IGIWICMZSA-L
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
acmana,MBLBDJOUHNCFQT-XAMCCFCMSA-N
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N
2tdec7eg3p,NA
fruur,PTCIWUZVDIQTOW-XDJBDKDSSA-M
aps,IRLPACMLTUPBCL-KQYNXXCUSA-L
apg141,NA
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
kdolipid4,GPNCBCJEDRRCDW-ACUQGRCXSA-I
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N
4hthr,JBNUARFQOCGDRK-GBXIJSLDSA-N
galct__D,DSLZVSRJTYRBFB-DUHBMQHGSA-L
hqn,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
s,NINIDFKCEFEMDL-UHFFFAOYSA-N
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
cpg180,ACOSNNHXZDLJJE-UHFFFAOYSA-M
t3c5ddeceACP,NA
apg181,NA
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
LalaLglu,VYZAGTDAHUIRQA-WHFBIAKZSA-M
2h3oppan,QWBAFPFNGRFSFB-UHFFFAOYSA-M
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
trnaglu,NA
mana,RGHNJXZEOKUKBD-MBMOQRBOSA-M
1tdec7eg3p,NA
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
3hpppn,QVWAEZJXDYOKEH-UHFFFAOYSA-M
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H
t3c11vaceACP,NA
acgal1p,FZLJPEPAYPUMMR-JAJWTYFOSA-L
urcan,LOIYMIARKYCTBW-OWOJBTEDSA-M
xtp,CAEFEWVYEZABLA-UUOKFMHZSA-J
eca4und,CVYQIROAIKSYLV-HBQGRVRBSA-H
idon__L,RGHNJXZEOKUKBD-SKNVOMKLSA-M
od2coa,NBCCUIHOHUKBMK-ZDDAFBBHSA-J
3hoctaACP,NA
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
hphhlipa,OCKKDDJUVZAABC-XSAOWLIJSA-G
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
gmhep7p,SDADNVAZGVDAIM-ZUHYCWGWSA-L
actp,LIPOUNRJVLNBCD-UHFFFAOYSA-L
2odecg3p,NA
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
anhgm4p,ZTOWCORYLXDAAW-JOUWMGDHSA-L
1agpg160,BVJSKAUUFXBDOB-LEWJYISDSA-M
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
tartr__L,FEWJPZIEWOKRBE-JCYAYHJZSA-L
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
Sfglutth,FHXAGOICBFGEBF-BQBZGAKWSA-M
btd_RR,NA
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
ascb6p,KIENGQUGHPTFGC-JLAZNSOCSA-K
2odec11eg3p,NA
23dappa,PECYZEOJVXMISF-REOHCLBHSA-N
1agpe180,BBYWOYAFBUOUFP-JOCHJYFZSA-N
din,VGONTNSXDCQUGY-RRKCRQDMSA-N
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
gmhep1p,KMEJCSKJXSBBAN-QTNLNCNHSA-L
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
clpn181,HSSSADMXQPKIEB-GXYAQEMJSA-L
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
colipa,SFVRSCGTAWOHDB-JMYCZVSXSA-C
2dmmq8,GDUBPWSFXUAETN-AENDIINCSA-N
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
tungs,PBYZMCDFOULPGH-UHFFFAOYSA-N
2agpe181,NA
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N
hemeO,FISPASSVCDRERW-ARQJTVBPSA-J
ddca,NA
3hocoa,ATVGTMKWKDUCMS-OTOYJEMWSA-J
dhpppn,QZDSXQJWBGMRLU-UHFFFAOYSA-M
pe180,LVNGJLRDBYCPGB-LDLOPFEMSA-N
3ophb,UTIBHEBNILDQKX-LQOKPSQISA-M
3hmrsACP,NA
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M
unagamuf,PSONHUYFSWYIME-RZVIFHIQSA-K
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
trnathr,NA
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
udpLa4n,GWBAKYBSWHQNMQ-IAZOVDBXSA-M
amob,UOKVQQMBGVMXPU-CJPDYEHRSA-N
fuc__L,PNNNRSAQSRJVSB-KCDKBNATSA-N
malt6p,ITPHOIFCAFNCLL-ASMJPISFSA-L
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N
butACP,NA
cdpdodec11eg,KISJWPWNABZPGN-IGIWICMZSA-L
cdpdhdecg,NA
pg160,BIABMEZBCHDPBV-MPQUPPDSSA-M
ohpb,MZJFVXDTNBHTKZ-UWTATZPHSA-K
hkndd,RFENOVFRMPRRJI-AFCKVHGPSA-L
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
3ohodcoa,LGOGWHDPDVAUNY-LFZQUHGESA-J
1hdecg3p,NA
1agpg120,IACXMECMZISNLR-UHFFFAOYSA-M
4izp,MYNHYKDPSRPBNZ-UHFFFAOYSA-N
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
mtpp,CAOMCZAIALVUPA-UHFFFAOYSA-M
octeACP,NA
sulfac,AGGIJOLULBJGTQ-UHFFFAOYSA-L
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I
pe160,SLKDGVPOSSLUAI-PGUFJCEWSA-N
dsbgrd,NA
n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P
5cmhmsa,NLXIEJRQAIHYPN-IOBHVTPZSA-L
dhptd,UYTRITJAZOPLCZ-BYPYZUCNSA-N
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
5aptn,JJMDCOVWQOJGCB-UHFFFAOYSA-N
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G
lipidA,KVJWZTLXIROHIL-QDORLFPLSA-J
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L
12dgr180,NA
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
adocbip,MQCMBMUJJHSGIF-QMUWONGRSA-K
myrsACP,NA
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
LalaDgluMdap,NA
codhpre6,RFBIUXAOZAPWCC-RDKWKEIWSA-E
glutcoa,SYKWLIJQEHRDNH-CKRMAKSASA-I
murein5p5p,WSONNHVKPYOZEY-UHFFFAOYSA-E
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
2hdecg3p,NA
anhm,NA
2ombzl,CZFRMASEEPTBAQ-MYCGWMCTSA-N
valtrna,NA
2ins,VYEGBDHSGHXOGT-HYFGLKJPSA-N
2hdec9eg3p,NA
eca3und,AEBNALYOCQHPHC-FKUZKRBFSA-I
manglyc,DDXCFDOPXBPUJC-SAYMMRJXSA-M
acmum,MNLRQHMNZILYPY-MKFCKLDKSA-M
msa,OAKURXIZZOAYBC-UHFFFAOYSA-M
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L
cys__D,XUJNEKJLAYXESH-UWTATZPHSA-N
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M
betald,SXKNCCSPZDCRFD-UHFFFAOYSA-N
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
ttdca,NA
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M
clpn141,NA
anhgm3p,ZWZMFRJKRXDGBE-UHFFFAOYSA-L
leutrna,NA
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
15dap,VHRGRCVQAFMJIZ-UHFFFAOYSA-P
octa,WWZKQHOCKIZLMA-UHFFFAOYSA-M
3omrsACP,NA
alltn,POJWUDADGALRAB-UHFFFAOYSA-N
ggbutal,JZNLEPLZUABCSQ-ZETCQYMHSA-N
grxrd,NA
pac,WLJVXDMOQOGPHL-UHFFFAOYSA-M
sectrna,NA
trnatyr,NA
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
fecrm_un,ZZDYFKJSJLUQON-UFYCRDLUSA-N
btal,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
frulys,BFSYFTQDGRDJNV-AYHFEMFVSA-O
3hbcoa,QHHKKMYHDBRONY-VKBDFPRVSA-J
kdo2lipid4L,JVUUYJGQIVCMIU-ZODGSCPMSA-H
allul6p,GSXOAOHZAIYLCY-NGJCXOISSA-L
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
trnamet,NA
23dhbzs,VDTYHTVHFIIEIL-LURJTMIESA-M
pa141,NA
anhgm,NA
cpe160,DTFRUHREBAYLCS-UHFFFAOYSA-M
dxyl,IGUZJYCAXLYZEE-RFZPGFLSSA-N
gal_bD,WQZGKKKJIJFFOK-FPRJBGLDSA-N
rbt,HEBKCHPVOIAQTA-ZXFHETKHSA-N
dc2coa,MGNBGCRQQFMNBM-YJHHLLFWSA-J
glyb,KWIUHFFTVRNATP-UHFFFAOYSA-N
aact,BCDGQXUMWHRQCB-UHFFFAOYSA-O
glutar,JFCQEDHGNNZCLN-UHFFFAOYSA-L
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N
u3hga,ZFPNNOXCEDQJQS-SSVOXRMNSA-M
palmACP,NA
trdrd,NA
b2coa,KFWWCMJSYSSPSK-PAXLJYGASA-J
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
apg120,AJCVDIXUOBZCPE-ZESVVUHVSA-M
pgp141,NA
suc6p,PJTTXANTBQDXME-UGDNZRGBSA-L
5cmhm,HJIBROWPWNLWHX-IKENXXAYSA-K
2mecdp,SFRQRNJMIIUYDI-UHNVWZDZSA-L
23ddhb,INCSWYKICIYAHB-WDSKDSINSA-M
3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M
acolipa,IOAOXSQGQQYOQU-WSFSDJJVSA-E
mn2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
12dgr141,NA
actACP,NA
dmbzid,LJUQGASMPRMWIW-UHFFFAOYSA-N
1odec11eg3p,NA
trnacys,NA
argtrna,NA
tag6p__D,BGWGXPAPYGQALX-OEXCPVAWSA-L
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J
4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M
bz12diol,PUCYIVFXTPWJDD-CAHLUQPWSA-M
clpn160,GRTNLBQYBYZCCM-ULKDXPJMSA-L
1agpe181,NA
1odecg3p,LAYXSTYJRSVXIH-HXUWFJFHSA-L
23dhb,GLDQAMYCGOIJDV-UHFFFAOYSA-M
