,kcat,data_type,MW,kcat_MW
ADOCBLabc,5403.507963854259,fill,142632.48880000066,136382.87345004416
EPH_num1,5403.507963854259,fill,34694.22240000005,560687.8414970703
FBPA,5403.507963854259,fill,276251.1692000001,70416.45733557794
DGTP8DETOX_num1,5403.507963854259,fill,46997.8058,413905.0395811315
TAG_num1,5403.507963854259,fill,50720.00020000008,383529.74355617806
LIPY,5403.507963854259,fill,45022.666800000065,432063.0040927585
LIPW_num1,5403.507963854259,fill,32216.482500000016,603809.825292855
VIUB,5403.507963854259,fill,215122.83390000084,90425.68060867878
CHOLK,39.05142857142857,Other_species,27241.486899999993,5160.700051844193
BIRA,5403.507963854259,fill,28120.709800000004,691754.5399183106
MBTK3,5403.507963854259,fill,23798.729900000017,817380.9590517399
ACCD3,5403.507963854259,fill,51771.74200000011,375738.3452516489
MBTG,5403.507963854259,fill,93886.6994000002,207192.5927121823
PHEMEt_num1,5403.507963854259,fill,103501.28480000081,187945.77002077157
ACCA3,5403.507963854259,fill,127564.44700000023,152492.5567221351
MBTA3,5403.507963854259,fill,1082443.3200000022,17971.03673740191
GMHEPPA,5403.507963854259,fill,20511.211899999984,948390.020283265
ALCD19y,292.9484,Other_species,37074.871300000035,28445.52666053352
ALCD2ir_num1,292.8888888888889,Other_species,37074.871300000035,28439.748083495007
CPPPGO2,225.02,Other_species,41940.01069999999,19315.016531457397
FPRA_num1,5403.507963854259,fill,49340.429100000045,394253.33392318053
COCO2,5403.507963854259,fill,133099.51130000045,146151.01498028767
NMO_num1,5403.507963854259,fill,33567.94890000005,579500.0679912053
MTAP,0.33,Database,55926.7512,21.24207064614903
PKS122,5403.507963854259,fill,431602.0562000092,45070.75068442391
PKS121,5403.507963854259,fill,431602.0562000092,45070.75068442391
ORNDC,2.172727272727273,Other_species,106027.66760000068,73.77148209396367
MBTA1,5403.507963854259,fill,1082443.3200000022,17971.03673740191
HACD9_num1,0.054,Database,58201.60400000002,3.340114131562421
ECOAH9ir_num1,110.0,Database,54545.62739999998,7259.976993132911
BKDC1,5403.507963854259,fill,985452.3888000012,19739.79554056697
MAK,5403.507963854259,fill,49878.43490000012,390000.78308141313
GLGE,5403.507963854259,fill,157277.93800000072,123683.13647318572
TREY,5403.507963854259,fill,885625.0850000035,21964.857363853076
GLGB,5403.507963854259,fill,139543.07340000063,139402.32356868274
GLGP,5403.507963854259,fill,191028.37560000122,101831.09503379563
AMYL2_num1,5403.507963854259,fill,44804.440000000126,434167.43228740897
DHORDi,30.93,Other_species,37998.12830000004,2930.354861715646
SHCHCS3,117.375,Other_species,115670.22360000039,3653.057691504269
SEPHCHCS,0.2255714285714286,Other_species,115670.22360000039,7.020451051130675
SALSYN,0.41750000000000004,Database,48753.773300000124,30.828383082299734
THRD,138.44666842105264,Other_species,75775.53700000001,6577.426251902239
TBSYNLDPS,5403.507963854259,fill,55261.766300000105,352008.8113773391
TBSNLS1,5403.507963854259,fill,34030.11620000003,571629.8044811059
TBSNLS2,5403.507963854259,fill,34030.11620000003,571629.8044811059
TBSNLS3,5403.507963854259,fill,34030.11620000003,571629.8044811059
3M2OPLOXRD,4.045757142857143,Other_species,78679.1774000001,185.11537862476044
BPNT2,1.9833333333333334,Database,56893.64319999997,125.49732445328802
G3PD5_num1,5403.507963854259,fill,62777.03800000017,309868.5329797701
G3PD1ir_num1,2284.8888888888887,Other_species,339916.25800000026,24198.901365876984
G3PT,0.43,Database,74020.92220000013,20.913006133825192
DHORD2,5403.507963854259,fill,37998.12830000004,511936.4963530404
PPAKr,100.0,Other_species,82635.37340000007,4356.487847612239
PTA2,72.72928571428571,Other_species,72947.69740000034,3589.2212900941727
EMB,5403.507963854259,fill,702596.6740000038,27686.76452612303
GLYDHDA,5403.507963854259,fill,232276.6998000003,83747.65392579125
5DGLCNR_reverse,3.1500000000000004,Other_species,62064.696400000015,182.7125670109618
ACACT1r_reverse_num1,250225.12,Other_species,485622.12960000004,1854961.6607092938
ACCC_1_reverse,5403.507963854259,fill,896485.5893000015,21698.763373390568
ACGAMPM_reverse,15.053333333333333,Other_species,45872.60650000011,1181.3586393875366
AICART_reverse,5.363333333333333,Other_species,220102.14400000067,87.72290741520419
ALAALAr_reverse,0.00073,Database,79419.62720000015,0.03309005711374071
ALAR_reverse,37.0,Database,81446.48319999996,1635.4297296411696
CLPNS160190_reverse,5403.507963854259,fill,22911.067099999982,849049.4390754653
COBALTt5_reverse,5403.507963854259,fill,166001.43520000033,117183.49691638867
ACKr_reverse,494.38461538461536,Other_species,82635.37340000007,21537.805689695277
AMAOTr_reverse,0.210933334,Database,92637.67620000015,8.197096835207518
ACONT_reverse,201480.7374466683,Brenda_SA,102447.83260000084,7079999.999999999
ACOTA_reverse,1.185,Other_species,81818.87719999999,52.13955686011297
CYTK1_reverse,31.4,Database,24177.003000000004,4675.517474188177
AOXSr_reverse,2433.3357666666666,Database,166297.1278000006,52676.849419403916
CYTK2_reverse,31.4,Database,24177.003000000004,4675.517474188177
Clt_reverse,5403.507963854259,fill,50807.463599999995,382869.50954732037
ARGt5r_reverse,5403.507963854259,fill,99892.32000000017,194735.97840029444
DALAt2r_reverse,5403.507963854259,fill,120092.91600000046,161979.81794259418
DAPE_reverse,0.1465,Database,29697.205599999994,17.759246681445344
ASAD_reverse,8.49,Database,72459.4652,421.80824707494526
ASNt2r_reverse_num1,5403.507963854259,fill,104892.82900000016,185452.41705584375
DBTS_reverse,11.825,Database,44911.37979999996,947.866669640821
ASPK_reverse,18.931833333333334,Other_species,88922.33800000012,766.4508326355511
DCPE_reverse,5403.507963854259,fill,77631.05970000004,250577.9097316035
ASPTA_reverse,167.0,Database,94698.85580000006,6348.545554443748
ASPt2r_reverse_num1,5403.507963854259,fill,104388.07840000014,186349.1403236263
ADK1_reverse,32.576099996,Other_species,20124.659399999993,5827.376138629211
ADK2_reverse,32.576099996,Other_species,20124.659399999993,5827.376138629211
ATPS4r_reverse,107.38777777777777,Other_species,262057.03570000042,1475.2361025810053
BALAt2r_reverse,5403.507963854259,fill,46030.21290000005,422605.66363522754
DGK1_reverse,272.12,Other_species,22094.994699999996,44337.28151109265
BTS2_reverse,5403.507963854259,fill,75098.98000000003,259026.5363108171
DHFR_copy1_reverse,1.95,Database,71488.4424,98.19769132359778
BTS3r_reverse,0.0016,Database,75098.98000000003,0.07669877806596039
CAt4_reverse,5403.507963854259,fill,73542.2744,264509.478780484
CBIAT_reverse,262.93119210526316,Other_species,22809.744899999998,41497.714934065196
ADSL1r_reverse,0.1,Database,51039.88810000015,7.053306999707136
DHORTS_reverse,64.35333333333334,Other_species,135575.59890000033,1708.8030728219742
ADSL2r_reverse,0.1,Database,51039.88810000015,7.053306999707136
DHQTi_reverse,24.378025,Database,189477.35639999984,463.1734982344311
DSERt2_reverse,5403.507963854259,fill,120092.91600000046,161979.81794259418
FACOAL200_reverse_num1,5403.507963854259,fill,60960.845500000185,319100.3751723764
DTMPK_reverse,4.5,Database,45268.53579999995,357.8644573699691
FACOAL80_reverse_num1,0.6263333333333333,Other_species,125679.96220000031,17.940807432865334
ENO_reverse,66.2408972972973,Other_species,44960.96780000004,5303.872268298238
FACOALPREPH_reverse,5403.507963854259,fill,126086.41400000044,154280.13259125018
FACOAL140_reverse_num1,5403.507963854259,fill,60960.845500000185,319100.3751723764
FACOAL160_reverse_num1,0.6263333333333333,Other_species,125679.96220000031,17.940807432865334
FACOAL161_reverse_num1,5403.507963854259,fill,60960.845500000185,319100.3751723764
FACOAL180_reverse_num1,0.6263333333333333,Other_species,60960.845500000185,36.98767596653483
FACOAL181_reverse_num1,5403.507963854259,fill,33171.82650000006,586420.18611412
GLUR_reverse,119.5,Database,114569.84040000002,3754.914892942453
FOMETRi_reverse,15.391666666666666,Other_species,38317.11880000001,1446.0899393093196
GLYt2r_reverse,5403.507963854259,fill,120092.91600000046,161979.81794259418
FUM_reverse,374.3333333333333,Other_species,200561.61080000026,6719.132313630173
FUMt2r_reverse,5403.507963854259,fill,203949.34000000043,95379.70885257727
GTHOr_reverse,233.7,Other_species,99890.2992000002,8422.439483492892
H2CO3D_reverse_num1,5403.507963854259,fill,80564.69030000032,241453.5275620026
GALKr_reverse,23.971307142857142,Other_species,75143.95560000018,1148.4184592790523
GALT_reverse_num1,263.91257777777776,Other_species,41488.84499999999,22899.776554396736
GAPD_reverse,125.234,Other_species,143821.82960000008,3134.728582259669
HCO3E_reverse_num1,410000.0,Database,87165.9464,16933218.31471562
GF6PTA_reverse,12.19958375,Other_species,135141.8626000004,324.9807325061973
GK1_reverse,272.12,Other_species,22094.994699999996,44337.28151109265
GLUDxi_reverse,1266.7105555555556,Other_species,176897.9958,25778.46051549217
HSERTA_reverse,0.8935,Other_species,79536.5562,40.44178115924008
IMPC_reverse,4.6209999999999996,Other_species,220102.14400000067,75.58127193890464
INDPYRD_reverse,75.34825,Other_species,239129.61960000073,1134.3375214401888
IPDDI_reverse,2151.6445714285715,Other_species,44978.77659999997,172212.786622188
IPPMIa_reverse,3.2,Other_species,71964.00370000016,160.08003178955946
IPPMIb_reverse,3.2,Other_species,71964.00370000016,160.08003178955946
ILETA_reverse,9917.714610656676,Brenda_SA,79331.13940000007,450060.00000000006
FBA_reverse,21.033333333333335,Database,73088.09580000004,1036.0100255888724
LDH_L_reverse,771.7073888888889,Other_species,84321.50160000013,32947.0721854412
MMM2_reverse,134.3590909090909,Other_species,145346.71320000084,3327.854594187854
FCLPA_reverse,12.986666666666666,Other_species,23066.04099999999,2026.8757867897668
LEUTA_reverse,9917.714610656676,Brenda_SA,79331.13940000007,450060.00000000006
LYSt5r_reverse,5403.507963854259,fill,99892.32000000017,194735.97840029444
MPML_reverse_num1,0.0111875,Other_species,133972.5328000007,0.30062132258202545
Mn2t_reverse,5403.507963854259,fill,90007.60700000012,216122.0514381113
MTHFC_reverse,9.484857142857143,Other_species,58966.83899999999,579.0625085785202
MTHFD_reverse,94.9512,Other_species,58966.83899999999,5796.890689697646
MTI_reverse,105.25666666666666,Other_species,68592.16260000019,5524.304609109948
L_LACt2r_reverse,5403.507963854259,fill,42910.33850000009,453331.978955964
NDPK7_reverse,132.0795,Database,87044.08559999985,5462.590556526001
MALt2r_reverse,5403.507963854259,fill,203949.34000000043,95379.70885257727
MAN6PI_reverse,22925.153333333332,Other_species,43370.70910000005,1902909.9065387405
NDPK8_reverse,132.0795,Database,87044.08559999985,5462.590556526001
MCOATA_reverse,92.33634818181818,Other_species,123151.35400000004,2699.2058362147227
MDFDH_reverse,5403.507963854259,fill,75775.53700000001,256713.83457005827
MYCTR_reverse,5403.507963854259,fill,99890.2992000002,194739.91794665976
MDH_reverse,1597.25,Database,137285.53160000005,41884.238877798816
NADH2r_reverse,5403.507963854259,fill,573556.2092000011,33915.8191609641
NH4t_reverse,5403.507963854259,fill,147722.43780000007,131683.64237403157
NNAM_reverse,3.8,Database,19604.409100000004,697.8022102181084
MGt5_reverse,5403.507963854259,fill,166001.43520000033,117183.49691638867
NAt_reverse,5403.507963854259,fill,57490.66650000018,338361.5089916425
NDPK1_reverse,132.0795,Database,87044.08559999985,5462.590556526001
NDPK2_reverse,132.0795,Database,87044.08559999985,5462.590556526001
NDPK3_reverse,132.0795,Database,87044.08559999985,5462.590556526001
NDPK4_reverse,132.0795,Database,87044.08559999985,5462.590556526001
NDPK5_reverse,132.0795,Database,87044.08559999985,5462.590556526001
NDPK6_reverse,132.0795,Database,87044.08559999985,5462.590556526001
PDHbr_reverse_num1,2.4,Other_species,1370087.6136000035,6.3061660540801325
PDX5POi_reverse,0.01,Database,50372.01239999998,0.7146825843312946
PEPCK_re_reverse,78.45625,Other_species,67252.30070000024,4199.744797727031
PGAMT_reverse,1.5664,Other_species,45872.60650000011,122.92826656797857
PGI_reverse,1234858.252392005,Brenda_SA,119947.37760000046,37062000.00000001
PGK_reverse,647.8,Other_species,42511.95630000005,54857.03794816889
PGM_reverse_num1,371.03578484848487,Other_species,43897.09719999999,30428.636758572407
PGMT_reverse_num1,70.31,Database,116529.87180000017,2172.1125758588505
PRPPS_reverse,38.394,Database,212862.36360000016,649.3322617601522
PHETA1_reverse_num1,816.0,Database,82160.48480000017,35754.4141463001
PUNP1_reverse,9.538461538461538,Database,82713.52799999999,415.14927931089505
PUNP2_reverse,9.538461538461538,Database,82713.52799999999,415.14927931089505
PUNP3_reverse,9.538461538461538,Database,82713.52799999999,415.14927931089505
PUNP5_reverse,9.538461538461538,Database,82713.52799999999,415.14927931089505
PUNP6_reverse,9.538461538461538,Database,82713.52799999999,415.14927931089505
PUNP7_reverse,9.538461538461538,Database,82713.52799999999,415.14927931089505
PYDXNO_reverse,0.01,Database,50372.01239999998,0.7146825843312946
PYDXO_reverse,0.01,Database,50372.01239999998,0.7146825843312946
PMANM_reverse_num1,24.803846153846155,Other_species,98080.78340000019,910.4112248949062
PYRt2_reverse,5403.507963854259,fill,46452.11870000007,418767.3073752673
QRr_reverse,5403.507963854259,fill,33962.99250000004,572759.5608624684
G6PP_reverse,700.0,Other_species,27428.720600000015,91874.50033670176
RPE_reverse,1332.4597777777778,Other_species,71321.27909999993,67256.9990405571
RPI_reverse,55.74,Database,34554.64919999998,5807.1490999248845
PRAGSr_reverse,203.34,Other_species,174032.57600000026,4206.246995964703
SDPTA_reverse_num1,24.0,Other_species,81818.87719999999,1055.9910250149462
SERt2r_reverse,5403.507963854259,fill,120092.91600000046,161979.81794259418
OCBT_reverse,1190.9444444444443,Other_species,99170.71800000008,43232.519502379684
TYRTA_reverse_num1,816.0,Database,82160.48480000017,35754.4141463001
SHK3Dr_reverse,75.89725,Database,54415.50839999995,5021.180689731464
OCOAT1_reverse,579.65,Other_species,49173.620600000024,42436.16749261694
SHSL1_reverse,63.396523809523806,Other_species,163927.25600000037,1392.2485575814505
SHSL4r_reverse,59.32102777777778,Other_species,163927.25600000037,1302.7467500584498
SKMt2_reverse,5403.507963854259,fill,44574.93220000004,436402.8773525608
SUCCt2r_reverse,5403.507963854259,fill,203949.34000000043,95379.70885257727
OPAH_reverse,0.117,Other_species,259297.67920000042,1.6243878514435979
SUCOAS_reverse,75.5012,Other_species,144307.52620000014,1883.507583819975
TALA_reverse,154.62857142857143,Other_species,40720.14750000009,13670.452867167438
TARTRt7_reverse,5403.507963854259,fill,45664.98590000014,425985.6493216452
UDPG4E_reverse_num1,4496.622911923077,Other_species,67162.36199999998,241025.5089438796
ORNt_reverse,5403.507963854259,fill,99892.32000000017,194735.97840029444
THFGLUS_reverse,40.46104,Other_species,50778.69280000016,2868.520947825572
UMPK_reverse,147.5,Other_species,188752.7094000001,2813.204651143406
ORPT_reverse,0.4425,Database,37784.408599999966,42.16024701786655
THRt2r_reverse,5403.507963854259,fill,6542.271700000003,2973375.2375150244
TKT1_reverse,64521.705882352944,Other_species,151175.63740000065,1536478.6626424345
TKT2_reverse,64521.705882352944,Other_species,151175.63740000065,1536478.6626424345
TMDPP_reverse,165.79454545454544,Other_species,88971.08300000013,6708.475872282714
VALTA_reverse,9917.714610656676,Brenda_SA,79331.13940000007,450060.00000000006
YUMPS_reverse_num1,5403.507963854259,fill,31819.17300000003,611349.2852210619
TMPK_reverse,0.063,Other_species,34330.15060000001,6.6064376659040915
TPI_reverse,34530.0,Database,54805.41839999998,2268169.893216253
PAPSR_reverse,0.6108888888888889,Other_species,54845.243800000026,40.09828104729838
NIt5_reverse,5403.507963854259,fill,40533.90420000003,479910.06674050697
ECHA193_reverse,5403.507963854259,fill,27903.378999999975,697142.4023547596
MACCOAT_reverse_num1,4.8,Database,8801.054799999998,1963.4010232500773
ACCOAC_reverse,10.213722222222222,Other_species,227835.34640000033,161.38584544052972
ISCS_reverse_num1,5403.507963854259,fill,81893.85240000012,237534.6634673069
MI3PS_reverse,2.03814,Other_species,80186.21600000004,91.50330775054898
LAT_reverse,5403.507963854259,fill,588138.5148000012,33074.9103831268
KGD2_reverse_num1,5403.507963854259,fill,271801.0192000012,71569.37353336917
BKDC_reverse,5403.507963854259,fill,985452.3888000012,19739.79554056697
AKGDa_reverse,8.801045454545454,Other_species,271801.0192000012,116.56970135586413
SIRA2_reverse,5403.507963854259,fill,62110.75180000011,313192.6132936504
ADOCBLabc_reverse,5403.507963854259,fill,142632.48880000066,136382.87345004416
EPH_reverse_num1,5403.507963854259,fill,34694.22240000005,560687.8414970703
CHOLK_reverse,39.05142857142857,Other_species,27241.486899999993,5160.700051844193
MBTG_reverse,5403.507963854259,fill,93886.6994000002,207192.5927121823
ALCD19y_reverse,292.9484,Other_species,37074.871300000035,28445.52666053352
ALCD2ir_reverse_num1,292.8888888888889,Other_species,37074.871300000035,28439.748083495007
COCO2_reverse,5403.507963854259,fill,133099.51130000045,146151.01498028767
BKDC1_reverse,5403.507963854259,fill,985452.3888000012,19739.79554056697
MAK_reverse,5403.507963854259,fill,49878.43490000012,390000.78308141313
AMYL2_reverse_num1,5403.507963854259,fill,44804.440000000126,434167.43228740897
SHCHCS3_reverse,117.375,Other_species,115670.22360000039,3653.057691504269
SEPHCHCS_reverse,0.2255714285714286,Other_species,115670.22360000039,7.020451051130675
G3PD1ir_reverse_num1,2284.8888888888887,Other_species,339916.25800000026,24198.901365876984
PTA2_reverse,72.72928571428571,Other_species,72947.69740000034,3589.2212900941727
EMB_reverse,5403.507963854259,fill,702596.6740000038,27686.76452612303
ACACT1r_num2,250225.12,Other_species,42980.161300000036,20958749.449830454
ACACT1r_num3,250225.12,Other_species,8801.054799999998,102352553.46893196
AGPAT160190_num2,5403.507963854259,fill,61787.288600000276,314832.2108097044
AGPAT190_num2,5403.507963854259,fill,26954.76159999999,721676.8954793998
CHORM_num2,30.875,Database,23541.016999999974,4721.546227165977
ACHBS_num2,3.1953333333333336,Database,75442.90540000018,152.47556995597856
ALAALAD_num2,99.76610434782609,Other_species,118985.61839999995,3018.499046202159
ALDD1_num2,0.294,Other_species,39478.723200000044,26.809377664979774
ALDD1_num3,0.294,Other_species,37074.871300000035,28.54763787136866
ACLS_num2,3.1953333333333336,Database,57519.8602000001,199.9865778533304
ACLS_num3,3.1953333333333336,Database,52071.71730000008,220.91070923831396
ALDD2x_num2,21.974409677419356,Other_species,55034.45930000012,1437.4244036355874
ALDD2x_num3,21.974409677419356,Other_species,54574.17800000006,1449.5477117165117
CS_num2,41.69407407777778,Other_species,160585.4392000002,934.6966165036949
CYANST_num2,129.49428807142857,Other_species,29399.58279999998,15856.66845099391
CYANST_num3,129.49428807142857,Other_species,31014.159700000015,15031.18064672707
CYANST_num4,129.49428807142857,Other_species,333200.4190000002,1399.096190983909
CYANST_num5,129.49428807142857,Other_species,15391.888099999978,30287.34577775052
AMID4_num2,45.77454545454545,Other_species,49080.344200000145,3357.5225749203923
AMID4_num3,45.77454545454545,Other_species,50645.088000000105,3253.7876849254026
AMID4_num4,45.77454545454545,Other_species,101766.19080000016,1619.283991480237
AMID4_num5,45.77454545454545,Other_species,52081.32050000014,3164.0588613025507
CYSS_num2,3.6476,Database,68875.13420000009,190.65458314562505
CYSTL_num2,1998.5073727272727,Other_species,88565.34720000016,81235.23216784916
CYTBD_num2,5403.507963854259,fill,147221.6478000003,132131.57820581936
APRAUR_num2,0.21666666666666667,Other_species,106098.25050000007,7.351676359639875
DAGK160_num2,47.69504545454546,Other_species,32804.99190000002,5234.02548489468
ASNt2r_num2,5403.507963854259,fill,104388.07840000014,186349.1403236263
ASPt2r_num2,5403.507963854259,fill,104892.82900000016,185452.41705584375
ADNCYC_num2,389.699278126875,Other_species,94737.97060000019,14808.396172851388
ADNCYC_num3,389.699278126875,Other_species,33956.33850000004,41315.33207730122
ADNCYC_num4,389.699278126875,Other_species,84463.17820000018,16609.81070277494
ADNCYC_num5,389.699278126875,Other_species,79549.13080000014,17635.860846599564
ADNCYC_num6,389.699278126875,Other_species,80262.82260000035,17479.04391860677
ADNCYC_num7,389.699278126875,Other_species,18060.305599999996,77679.60478236595
ADNCYC_num8,389.699278126875,Other_species,99431.74760000028,14109.35073675348
ADNCYC_num9,389.699278126875,Other_species,58758.57890000016,23875.958668849737
ADNCYC_num10,389.699278126875,Other_species,116790.1440000009,12012.292760395425
DHPPDA2_num2,6.166667,Other_species,106098.25050000007,209.2400307769447
DHPS2_num2,0.5833333,Database,66090.7246000001,31.774502287723397
DMATT_num2,0.0485,Database,72862.77940000017,2.396285201275201
DMATT_num3,0.0485,Database,75560.93920000011,2.3107177047899867
FACOAL200_num2,5403.507963854259,fill,113178.07500000022,171876.29909658115
FACOAL200_num3,5403.507963854259,fill,55158.15540000012,352670.0363492447
FACOAL200_num4,5403.507963854259,fill,119810.38320000029,162361.7932796603
FACOAL200_num5,5403.507963854259,fill,117776.7528000003,165165.265703227
FACOAL200_num6,5403.507963854259,fill,59891.886200000125,324795.7261675838
FACOAL200_num7,5403.507963854259,fill,63842.610800000235,304696.63483554247
FACOAL200_num8,5403.507963854259,fill,122130.3154000003,159277.64213303002
FACOAL200_num9,5403.507963854259,fill,30107.64550000001,646102.6210061935
FACOAL200_num10,5403.507963854259,fill,59623.86440000018,326255.75121016934
FACOAL200_num11,5403.507963854259,fill,62756.126200000144,309971.7883777741
FACOAL200_num12,5403.507963854259,fill,49519.73680000007,392825.7686110178
FACOAL200_num13,5403.507963854259,fill,128672.62240000052,151179.2353885783
FACOAL200_num14,5403.507963854259,fill,58063.42370000018,335023.7969152906
FACOAL200_num15,5403.507963854259,fill,126281.49800000036,154041.79533786714
FACOAL200_num16,5403.507963854259,fill,62828.62650000018,309614.10034763813
FACOAL200_num17,5403.507963854259,fill,19334.897399999994,1006089.0558372106
FACOAL200_num18,5403.507963854259,fill,124617.26680000035,156098.9834666738
FACOAL200_num19,5403.507963854259,fill,57412.78660000011,338820.4931665047
FACOAL200_num20,5403.507963854259,fill,66309.3222000003,293361.8988172261
FACOAL200_num21,5403.507963854259,fill,128068.3924000004,151892.50294575628
FACOAL200_num22,5403.507963854259,fill,119555.50900000014,162707.92398094604
FACOAL200_num23,5403.507963854259,fill,254652.43360000176,76388.93685355771
FACOAL200_num24,5403.507963854259,fill,126086.41400000044,154280.13259125018
FACOAL200_num25,5403.507963854259,fill,62639.99150000022,310546.47684419405
FACOAL200_num26,5403.507963854259,fill,75197.32480000041,258687.77541771307
FACOAL200_num27,5403.507963854259,fill,134891.4368000004,144209.51493546012
FACOAL200_num28,5403.507963854259,fill,108917.68540000005,178599.35784014856
FACOAL200_num29,5403.507963854259,fill,107476.33800000015,180994.52430055168
FACOAL200_num30,5403.507963854259,fill,47260.32019999998,411605.9431581113
FACOAL200_num31,5403.507963854259,fill,119479.58360000019,162811.31958912604
FACOAL200_num32,5403.507963854259,fill,108187.78760000024,179804.29308525103
FACOAL200_num33,5403.507963854259,fill,69231.13670000031,280980.9227049026
FACOAL200_num34,5403.507963854259,fill,125679.96220000031,154779.07797998434
DXPS_num2,49.35031818181818,Other_species,135769.06640000062,1308.5539303269795
FACOAL80_num2,0.6263333333333333,Other_species,62828.62650000018,35.88809951145428
FACOAL80_num3,0.6263333333333333,Other_species,62756.126200000144,35.92955997338145
FACOAL80_num4,0.6263333333333333,Other_species,254652.43360000176,8.854421566383902
FACOAL80_num5,0.6263333333333333,Other_species,113178.07500000022,19.922586596387998
FACOAE140_num2,0.014971428571428571,Database,31568.391900000024,1.7073135377904003
FACOAE140_num3,0.014971428571428571,Database,33171.82650000006,1.6247867104074825
FACOAE160_num2,0.014971428571428571,Database,31568.391900000024,1.7073135377904003
FACOAE160_num3,0.014971428571428571,Database,33171.82650000006,1.6247867104074825
FACOAE180_num2,0.014971428571428571,Database,31568.391900000024,1.7073135377904003
FACOAE180_num3,0.014971428571428571,Database,33171.82650000006,1.6247867104074825
FACOAL140_num2,5403.507963854259,fill,113178.07500000022,171876.29909658115
FACOAL140_num3,5403.507963854259,fill,55158.15540000012,352670.0363492447
FACOAL140_num4,5403.507963854259,fill,119810.38320000029,162361.7932796603
FACOAL140_num5,5403.507963854259,fill,117776.7528000003,165165.265703227
FACOAL140_num6,5403.507963854259,fill,59891.886200000125,324795.7261675838
FACOAL140_num7,5403.507963854259,fill,63842.610800000235,304696.63483554247
FACOAL140_num8,5403.507963854259,fill,122130.3154000003,159277.64213303002
FACOAL140_num9,5403.507963854259,fill,30107.64550000001,646102.6210061935
FACOAL140_num10,5403.507963854259,fill,59623.86440000018,326255.75121016934
FACOAL140_num11,5403.507963854259,fill,62756.126200000144,309971.7883777741
FACOAL140_num12,5403.507963854259,fill,49519.73680000007,392825.7686110178
FACOAL140_num13,5403.507963854259,fill,128672.62240000052,151179.2353885783
FACOAL140_num14,5403.507963854259,fill,58063.42370000018,335023.7969152906
FACOAL140_num15,5403.507963854259,fill,126281.49800000036,154041.79533786714
FACOAL140_num16,5403.507963854259,fill,62828.62650000018,309614.10034763813
FACOAL140_num17,5403.507963854259,fill,19334.897399999994,1006089.0558372106
FACOAL140_num18,5403.507963854259,fill,124617.26680000035,156098.9834666738
FACOAL140_num19,5403.507963854259,fill,57412.78660000011,338820.4931665047
FACOAL140_num20,5403.507963854259,fill,66309.3222000003,293361.8988172261
FACOAL140_num21,5403.507963854259,fill,128068.3924000004,151892.50294575628
FACOAL140_num22,5403.507963854259,fill,119555.50900000014,162707.92398094604
FACOAL140_num23,5403.507963854259,fill,254652.43360000176,76388.93685355771
FACOAL140_num24,5403.507963854259,fill,126086.41400000044,154280.13259125018
FACOAL140_num25,5403.507963854259,fill,62639.99150000022,310546.47684419405
FACOAL140_num26,5403.507963854259,fill,75197.32480000041,258687.77541771307
FACOAL140_num27,5403.507963854259,fill,134891.4368000004,144209.51493546012
FACOAL140_num28,5403.507963854259,fill,108917.68540000005,178599.35784014856
FACOAL140_num29,5403.507963854259,fill,107476.33800000015,180994.52430055168
FACOAL140_num30,5403.507963854259,fill,47260.32019999998,411605.9431581113
FACOAL140_num31,5403.507963854259,fill,119479.58360000019,162811.31958912604
FACOAL140_num32,5403.507963854259,fill,108187.78760000024,179804.29308525103
FACOAL140_num33,5403.507963854259,fill,69231.13670000031,280980.9227049026
FACOAL140_num34,5403.507963854259,fill,125679.96220000031,154779.07797998434
FACOAL160_num2,0.6263333333333333,Other_species,62828.62650000018,35.88809951145428
FACOAL160_num3,0.6263333333333333,Other_species,62756.126200000144,35.92955997338145
FACOAL160_num4,0.6263333333333333,Other_species,254652.43360000176,8.854421566383902
FACOAL161_num2,5403.507963854259,fill,113178.07500000022,171876.29909658115
FACOAL161_num3,5403.507963854259,fill,55158.15540000012,352670.0363492447
FACOAL161_num4,5403.507963854259,fill,119810.38320000029,162361.7932796603
FACOAL161_num5,5403.507963854259,fill,117776.7528000003,165165.265703227
FACOAL161_num6,5403.507963854259,fill,59891.886200000125,324795.7261675838
FACOAL161_num7,5403.507963854259,fill,63842.610800000235,304696.63483554247
FACOAL161_num8,5403.507963854259,fill,122130.3154000003,159277.64213303002
FACOAL161_num9,5403.507963854259,fill,30107.64550000001,646102.6210061935
FACOAL161_num10,5403.507963854259,fill,59623.86440000018,326255.75121016934
FACOAL161_num11,5403.507963854259,fill,62756.126200000144,309971.7883777741
FACOAL161_num12,5403.507963854259,fill,49519.73680000007,392825.7686110178
FACOAL161_num13,5403.507963854259,fill,128672.62240000052,151179.2353885783
FACOAL161_num14,5403.507963854259,fill,58063.42370000018,335023.7969152906
FACOAL161_num15,5403.507963854259,fill,126281.49800000036,154041.79533786714
FACOAL161_num16,5403.507963854259,fill,62828.62650000018,309614.10034763813
FACOAL161_num17,5403.507963854259,fill,19334.897399999994,1006089.0558372106
FACOAL161_num18,5403.507963854259,fill,124617.26680000035,156098.9834666738
FACOAL161_num19,5403.507963854259,fill,57412.78660000011,338820.4931665047
FACOAL161_num20,5403.507963854259,fill,66309.3222000003,293361.8988172261
FACOAL161_num21,5403.507963854259,fill,128068.3924000004,151892.50294575628
