,kcat,data_type,MW,kcat_MW
FAD_10_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_10_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_10_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_10_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_10_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_10_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_10_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_10_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_10_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_10_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_10_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_10_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_10_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_10_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_10_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_10_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_10_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_10_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_10_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_10_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_10_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_10_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_10_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_10_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_10_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_10_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_10_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_10_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_10_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_10_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_10_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_10_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_10_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
FAD_10_num46,5403.507963854259,fill,35249.57560000004,551854.2660092426
FAD_10_num47,5403.507963854259,fill,105119.34439999989,185052.79671317426
FAD_10_num48,5403.507963854259,fill,59269.07260000005,328208.7573928956
FAD_10_num49,5403.507963854259,fill,26630.0755,730475.9113384914
FAD_10_num50,5403.507963854259,fill,27177.41069999997,715764.6062976614
FAD_10_num52,5403.507963854259,fill,26332.56540000001,738728.96067602
FAD_10_num53,5403.507963854259,fill,58201.60400000002,334228.3946311054
FAD_10_num54,5403.507963854259,fill,26028.5315,747357.9010738785
FAD_10_num55,5403.507963854259,fill,17231.55079999999,1128895.9940782199
FAD_10_num57,5403.507963854259,fill,63011.35660000009,308716.2333825281
FAD_10_num58,5403.507963854259,fill,71625.50940000001,271587.9975280892
FAD_10_num60,5403.507963854259,fill,85309.81500000005,228023.33670369958
FAD_10_num61,5403.507963854259,fill,41328.36600000003,470684.6786508646
FAD_10_num62,5403.507963854259,fill,42980.161300000036,452595.5250399518
FAD_10_num63,5403.507963854259,fill,485622.12960000004,40057.12978092284
FAD_10_num64,5403.507963854259,fill,42413.99390000002,458637.0412496174
FAD_11_num2,5403.507963854259,fill,89614.82800000023,217069.30765827373
FAD_11_num3,5403.507963854259,fill,38648.60510000005,503320.32991988386
FAD_11_num4,5403.507963854259,fill,63494.06210000015,306369.2576360662
FAD_11_num5,5403.507963854259,fill,132090.92120000054,147266.9619770602
FAD_11_num6,5403.507963854259,fill,78476.22220000054,247879.26998192322
FAD_11_num7,5403.507963854259,fill,84593.84760000004,229953.23208203763
FAD_11_num8,5403.507963854259,fill,41450.73940000001,469295.09464613616
FAD_11_num9,5403.507963854259,fill,141487.3994000007,137486.65077149787
FAD_11_num10,5403.507963854259,fill,41514.858300000065,468570.2774005446
FAD_11_num11,5403.507963854259,fill,40746.67730000006,477404.04761482973
FAD_11_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_11_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_11_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_11_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_11_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_11_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_11_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_11_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_11_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_11_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_11_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_11_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_11_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_11_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_11_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_11_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_11_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_11_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_11_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_11_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_11_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_11_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_11_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_11_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_11_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_11_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_11_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_11_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_11_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_11_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_11_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_11_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_11_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
FAD_11_num46,5403.507963854259,fill,35249.57560000004,551854.2660092426
FAD_11_num47,5403.507963854259,fill,105119.34439999989,185052.79671317426
FAD_11_num48,5403.507963854259,fill,59269.07260000005,328208.7573928956
FAD_11_num49,5403.507963854259,fill,26630.0755,730475.9113384914
FAD_11_num50,5403.507963854259,fill,27177.41069999997,715764.6062976614
FAD_11_num52,5403.507963854259,fill,26332.56540000001,738728.96067602
FAD_11_num53,5403.507963854259,fill,58201.60400000002,334228.3946311054
FAD_11_num54,5403.507963854259,fill,26028.5315,747357.9010738785
FAD_11_num55,5403.507963854259,fill,17231.55079999999,1128895.9940782199
FAD_11_num57,5403.507963854259,fill,63011.35660000009,308716.2333825281
FAD_11_num58,5403.507963854259,fill,71625.50940000001,271587.9975280892
FAD_11_num60,5403.507963854259,fill,85309.81500000005,228023.33670369958
FAD_11_num61,5403.507963854259,fill,41328.36600000003,470684.6786508646
FAD_11_num62,5403.507963854259,fill,42980.161300000036,452595.5250399518
FAD_11_num63,5403.507963854259,fill,485622.12960000004,40057.12978092284
FAD_11_num64,5403.507963854259,fill,42413.99390000002,458637.0412496174
FAD_12_num2,5403.507963854259,fill,89614.82800000023,217069.30765827373
FAD_12_num3,5403.507963854259,fill,38648.60510000005,503320.32991988386
FAD_12_num4,5403.507963854259,fill,63494.06210000015,306369.2576360662
FAD_12_num5,5403.507963854259,fill,132090.92120000054,147266.9619770602
FAD_12_num6,5403.507963854259,fill,78476.22220000054,247879.26998192322
FAD_12_num7,5403.507963854259,fill,84593.84760000004,229953.23208203763
FAD_12_num8,5403.507963854259,fill,41450.73940000001,469295.09464613616
FAD_12_num9,5403.507963854259,fill,141487.3994000007,137486.65077149787
FAD_12_num10,5403.507963854259,fill,41514.858300000065,468570.2774005446
FAD_12_num11,5403.507963854259,fill,40746.67730000006,477404.04761482973
FAD_12_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_12_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_12_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_12_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_12_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_12_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_12_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_12_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_12_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_12_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_12_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_12_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_12_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_12_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_12_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_12_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_12_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_12_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_12_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_12_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_12_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_12_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_12_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_12_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_12_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_12_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_12_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_12_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_12_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_12_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_12_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_12_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_12_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
FAD_12_num46,5403.507963854259,fill,35249.57560000004,551854.2660092426
FAD_12_num47,5403.507963854259,fill,105119.34439999989,185052.79671317426
FAD_12_num48,5403.507963854259,fill,59269.07260000005,328208.7573928956
FAD_12_num49,5403.507963854259,fill,26630.0755,730475.9113384914
FAD_12_num50,5403.507963854259,fill,27177.41069999997,715764.6062976614
FAD_12_num52,5403.507963854259,fill,26332.56540000001,738728.96067602
FAD_12_num53,5403.507963854259,fill,58201.60400000002,334228.3946311054
FAD_12_num54,5403.507963854259,fill,26028.5315,747357.9010738785
FAD_12_num55,5403.507963854259,fill,17231.55079999999,1128895.9940782199
FAD_12_num57,5403.507963854259,fill,63011.35660000009,308716.2333825281
FAD_12_num58,5403.507963854259,fill,71625.50940000001,271587.9975280892
FAD_12_num60,5403.507963854259,fill,85309.81500000005,228023.33670369958
FAD_12_num61,5403.507963854259,fill,41328.36600000003,470684.6786508646
FAD_12_num62,5403.507963854259,fill,42980.161300000036,452595.5250399518
FAD_12_num63,5403.507963854259,fill,485622.12960000004,40057.12978092284
FAD_12_num64,5403.507963854259,fill,42413.99390000002,458637.0412496174
FAD_13_num2,5403.507963854259,fill,89614.82800000023,217069.30765827373
FAD_13_num3,5403.507963854259,fill,38648.60510000005,503320.32991988386
FAD_13_num4,5403.507963854259,fill,63494.06210000015,306369.2576360662
FAD_13_num5,5403.507963854259,fill,132090.92120000054,147266.9619770602
FAD_13_num6,5403.507963854259,fill,78476.22220000054,247879.26998192322
FAD_13_num7,5403.507963854259,fill,84593.84760000004,229953.23208203763
FAD_13_num8,5403.507963854259,fill,41450.73940000001,469295.09464613616
FAD_13_num9,5403.507963854259,fill,141487.3994000007,137486.65077149787
FAD_13_num10,5403.507963854259,fill,41514.858300000065,468570.2774005446
FAD_13_num11,5403.507963854259,fill,40746.67730000006,477404.04761482973
FAD_13_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_13_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_13_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_13_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_13_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_13_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_13_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_13_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_13_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_13_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_13_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_13_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_13_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_13_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_13_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_13_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_13_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_13_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_13_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_13_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_13_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_13_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_13_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_13_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_13_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_13_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_13_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_13_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_13_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_13_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_13_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_13_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_13_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
FAD_13_num46,5403.507963854259,fill,35249.57560000004,551854.2660092426
FAD_13_num47,5403.507963854259,fill,105119.34439999989,185052.79671317426
FAD_13_num48,5403.507963854259,fill,59269.07260000005,328208.7573928956
FAD_13_num49,5403.507963854259,fill,26630.0755,730475.9113384914
FAD_13_num50,5403.507963854259,fill,27177.41069999997,715764.6062976614
FAD_13_num52,5403.507963854259,fill,26332.56540000001,738728.96067602
FAD_13_num53,5403.507963854259,fill,58201.60400000002,334228.3946311054
FAD_13_num54,5403.507963854259,fill,26028.5315,747357.9010738785
FAD_13_num55,5403.507963854259,fill,17231.55079999999,1128895.9940782199
FAD_13_num57,5403.507963854259,fill,63011.35660000009,308716.2333825281
FAD_13_num58,5403.507963854259,fill,71625.50940000001,271587.9975280892
FAD_13_num60,5403.507963854259,fill,85309.81500000005,228023.33670369958
FAD_13_num61,5403.507963854259,fill,41328.36600000003,470684.6786508646
FAD_13_num62,5403.507963854259,fill,42980.161300000036,452595.5250399518
FAD_13_num63,5403.507963854259,fill,485622.12960000004,40057.12978092284
FAD_13_num64,5403.507963854259,fill,42413.99390000002,458637.0412496174
FAD_14_num2,5403.507963854259,fill,89614.82800000023,217069.30765827373
FAD_14_num3,5403.507963854259,fill,38648.60510000005,503320.32991988386
FAD_14_num4,5403.507963854259,fill,63494.06210000015,306369.2576360662
FAD_14_num5,5403.507963854259,fill,132090.92120000054,147266.9619770602
FAD_14_num6,5403.507963854259,fill,78476.22220000054,247879.26998192322
FAD_14_num7,5403.507963854259,fill,84593.84760000004,229953.23208203763
FAD_14_num8,5403.507963854259,fill,41450.73940000001,469295.09464613616
FAD_14_num9,5403.507963854259,fill,141487.3994000007,137486.65077149787
FAD_14_num10,5403.507963854259,fill,41514.858300000065,468570.2774005446
FAD_14_num11,5403.507963854259,fill,40746.67730000006,477404.04761482973
FAD_14_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_14_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_14_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_14_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_14_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_14_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_14_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_14_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_14_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_14_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_14_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_14_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_14_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_14_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_14_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_14_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_14_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_14_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_14_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_14_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_14_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_14_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_14_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_14_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_14_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_14_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_14_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_14_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_14_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_14_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_14_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_14_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_14_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
FAD_14_num46,5403.507963854259,fill,35249.57560000004,551854.2660092426
FAD_14_num47,5403.507963854259,fill,105119.34439999989,185052.79671317426
FAD_14_num48,5403.507963854259,fill,59269.07260000005,328208.7573928956
FAD_14_num49,5403.507963854259,fill,26630.0755,730475.9113384914
FAD_14_num50,5403.507963854259,fill,27177.41069999997,715764.6062976614
FAD_14_num52,5403.507963854259,fill,26332.56540000001,738728.96067602
FAD_14_num53,5403.507963854259,fill,58201.60400000002,334228.3946311054
FAD_14_num54,5403.507963854259,fill,26028.5315,747357.9010738785
FAD_14_num55,5403.507963854259,fill,17231.55079999999,1128895.9940782199
FAD_14_num57,5403.507963854259,fill,63011.35660000009,308716.2333825281
FAD_14_num58,5403.507963854259,fill,71625.50940000001,271587.9975280892
FAD_14_num60,5403.507963854259,fill,85309.81500000005,228023.33670369958
FAD_14_num61,5403.507963854259,fill,41328.36600000003,470684.6786508646
FAD_14_num62,5403.507963854259,fill,42980.161300000036,452595.5250399518
FAD_14_num63,5403.507963854259,fill,485622.12960000004,40057.12978092284
FAD_14_num64,5403.507963854259,fill,42413.99390000002,458637.0412496174
CYP3_num2,5403.507963854259,fill,290592.37200000044,66941.29145921044
CYP2_num2,5403.507963854259,fill,290592.37200000044,66941.29145921044
FADE281_num2,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_15_num2,5403.507963854259,fill,89614.82800000023,217069.30765827373
FAD_15_num3,5403.507963854259,fill,38648.60510000005,503320.32991988386
FAD_15_num4,5403.507963854259,fill,63494.06210000015,306369.2576360662
FAD_15_num5,5403.507963854259,fill,132090.92120000054,147266.9619770602
FAD_15_num6,5403.507963854259,fill,78476.22220000054,247879.26998192322
FAD_15_num7,5403.507963854259,fill,84593.84760000004,229953.23208203763
FAD_15_num8,5403.507963854259,fill,41450.73940000001,469295.09464613616
FAD_15_num9,5403.507963854259,fill,141487.3994000007,137486.65077149787
FAD_15_num10,5403.507963854259,fill,41514.858300000065,468570.2774005446
FAD_15_num11,5403.507963854259,fill,40746.67730000006,477404.04761482973
FAD_15_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_15_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_15_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_15_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_15_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_15_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_15_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_15_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_15_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_15_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_15_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_15_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_15_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_15_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_15_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_15_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_15_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_15_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_15_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_15_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_15_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_15_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_15_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_15_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_15_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_15_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_15_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_15_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_15_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_15_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_15_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_15_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_15_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
FAD_15_num46,5403.507963854259,fill,35249.57560000004,551854.2660092426
FAD_15_num47,5403.507963854259,fill,105119.34439999989,185052.79671317426
FAD_15_num48,5403.507963854259,fill,59269.07260000005,328208.7573928956
FAD_15_num49,5403.507963854259,fill,26630.0755,730475.9113384914
FAD_15_num50,5403.507963854259,fill,27177.41069999997,715764.6062976614
FAD_15_num52,5403.507963854259,fill,26332.56540000001,738728.96067602
FAD_15_num53,5403.507963854259,fill,58201.60400000002,334228.3946311054
FAD_15_num54,5403.507963854259,fill,26028.5315,747357.9010738785
FAD_15_num55,5403.507963854259,fill,17231.55079999999,1128895.9940782199
FAD_15_num57,5403.507963854259,fill,63011.35660000009,308716.2333825281
FAD_15_num58,5403.507963854259,fill,71625.50940000001,271587.9975280892
FAD_15_num60,5403.507963854259,fill,85309.81500000005,228023.33670369958
FAD_15_num61,5403.507963854259,fill,41328.36600000003,470684.6786508646
FAD_15_num62,5403.507963854259,fill,42980.161300000036,452595.5250399518
FAD_15_num63,5403.507963854259,fill,485622.12960000004,40057.12978092284
FAD_15_num64,5403.507963854259,fill,42413.99390000002,458637.0412496174
FAD_16_num2,5403.507963854259,fill,89614.82800000023,217069.30765827373
FAD_16_num3,5403.507963854259,fill,38648.60510000005,503320.32991988386
FAD_16_num4,5403.507963854259,fill,63494.06210000015,306369.2576360662
FAD_16_num5,5403.507963854259,fill,132090.92120000054,147266.9619770602
FAD_16_num6,5403.507963854259,fill,78476.22220000054,247879.26998192322
FAD_16_num7,5403.507963854259,fill,84593.84760000004,229953.23208203763
FAD_16_num8,5403.507963854259,fill,41450.73940000001,469295.09464613616
FAD_16_num9,5403.507963854259,fill,141487.3994000007,137486.65077149787
FAD_16_num10,5403.507963854259,fill,41514.858300000065,468570.2774005446
FAD_16_num11,5403.507963854259,fill,40746.67730000006,477404.04761482973
FAD_16_num12,5403.507963854259,fill,41179.65080000005,472384.4979733366
FAD_16_num13,5403.507963854259,fill,131846.26160000055,147540.23689265718
FAD_16_num14,5403.507963854259,fill,37875.730100000044,513590.8566915073
FAD_16_num15,5403.507963854259,fill,77017.47180000013,252574.23043423373
FAD_16_num16,5403.507963854259,fill,44683.15379999999,435345.9193356073
FAD_16_num17,5403.507963854259,fill,85688.41780000004,227015.8461237841
FAD_16_num18,5403.507963854259,fill,89485.70260000006,217382.5326804253
FAD_16_num19,5403.507963854259,fill,76740.12990000044,253487.04380907258
FAD_16_num20,5403.507963854259,fill,49645.77180000007,391828.5075361706
FAD_16_num21,5403.507963854259,fill,43343.6990000001,448799.4591757221
FAD_16_num22,5403.507963854259,fill,41722.90240000012,466233.8320422137
FAD_16_num23,5403.507963854259,fill,43784.10090000005,444285.2147244917
FAD_16_num24,5403.507963854259,fill,39007.39720000005,498690.7629375309
FAD_16_num25,5403.507963854259,fill,85429.75780000011,227703.19348693397
FAD_16_num26,5403.507963854259,fill,70936.2726,274226.82299034885
FAD_16_num27,5403.507963854259,fill,85463.17620000003,227614.15541533928
FAD_16_num28,5403.507963854259,fill,82663.89560000003,235321.9447097449
FAD_16_num29,5403.507963854259,fill,66973.54200000003,290452.4397093306
FAD_16_num30,5403.507963854259,fill,67115.77980000002,289836.88676258706
FAD_16_num31,5403.507963854259,fill,149154.6618000007,130419.17989770294
FAD_16_num32,5403.507963854259,fill,77128.59720000013,252210.32633892243
FAD_16_num33,5403.507963854259,fill,130642.76280000052,148899.39750933723
FAD_16_num34,5403.507963854259,fill,234135.39760000072,83082.81818671605
FAD_16_num36,5403.507963854259,fill,33085.37240000005,587952.5378978446
FAD_16_num37,5403.507963854259,fill,48709.250799999994,399362.0996091226
FAD_16_num38,5403.507963854259,fill,67081.30460000013,289985.8430880203
FAD_16_num39,5403.507963854259,fill,27441.125399999983,708885.9653647931
FAD_16_num40,5403.507963854259,fill,27604.139899999995,704699.6841903173
FAD_16_num41,5403.507963854259,fill,54545.62739999998,356630.395452658
FAD_16_num42,5403.507963854259,fill,72707.2682000001,267547.2363555987
FAD_16_num43,5403.507963854259,fill,110461.7808,176102.79799033742
FAD_16_num44,5403.507963854259,fill,27648.541599999997,703567.9838489323
FAD_16_num45,5403.507963854259,fill,61149.57040000006,318115.54100264475
