metname,inchikey
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N
pa1819Z1619Z,NA
mgdg1819Z160,NA
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
asptrna,NA
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
3hdecACP,NA
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
pre8,IGCZFSMEIXUSJY-FKUSVXTQSA-G
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
3ohexACP,NA
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
dna5mtc,NA
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
rb15bp,YAHZABJORDUQGO-NQXXGFSBSA-J
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
r3mmal,NPYQJIHHTGFBLN-STHAYSLISA-L
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
thex2eACP,NA
pre6a,SOHWQLUTRKYCGZ-YTMGQXKNSA-G
murein5px4px4p,UVVIMBIDZMDRCG-UHFFFAOYSA-D
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
dna,NA
p700,NA
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
trnaser,NA
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
gthox,YPZRWBKMTBYPTK-BJDJZHNGSA-L
phdp,ITPLBNCCPZSWEU-PYDDKJGSSA-K
gar,OBQMLSFOUZUIOB-HJZCUYRDSA-M
unaga,NEVJGTXBHJNFAZ-JXCMATCVSA-L
histda,NA
phycy_exc,NA
val__L,KZSNJWFQEVHDMF-BYPYZUCNSA-N
egmeACP,NA
toctd2eACP,NA
pqh2,NA
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
b14glucan,NA
trnaleu,NA
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
pchlld_exc,NA
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N
murein5px3p,NA
3hpalmACP,NA
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
biliverd,QBUVFDKTZJNUPP-BBROENKCSA-L
2shchc,QJYRAJSESKVEAE-PSASIEDQSA-L
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
co1dam,NKLHEMWEQJCPPF-OKJGWHJPSA-H
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
fmettrna,NA
mppp9me,NA
unagam,NA
3hoctACP,NA
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
dgdg161,NA
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
5g2oxpt,ARBHXJXXVVHMET-UHFFFAOYSA-N
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K
2ahhmp,NA
npdp,NA
histrna,NA
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L
tpalm2eACP,NA
3hmrsACP,NA
Ncbmpts,YANFYYGANIYHGI-UHFFFAOYSA-O
o2_u,NA
hgbam,JJMDOVLPFPOLFZ-IPUCCYEASA-L
uagmda,PNWZQTONLRRPST-KLDRQJOASA-J
k_u,NA
dgdg1819Z1619Z,NA
photon510,NA
e4p,NGHMDNPXVRFFGS-IUYQGCFVSA-L
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N
trnaarg,NA
5drib,WDRISBUVHBMJEF-MROZADKFSA-N
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M
uppg3,HUHWZXWWOFSFKF-UHFFFAOYSA-F
anhgm4p,ZTOWCORYLXDAAW-JOUWMGDHSA-L
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
cmp,IERHLVCPSMICTF-XVFCMESISA-L
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K
LalaLglu,VYZAGTDAHUIRQA-WHFBIAKZSA-M
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
u3hga2,NA
gdpfuc,LQEBEXMHBLQMDB-JGQUBWHWSA-L
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
23dhmb,JTEYKUFKXGDTEU-VKHMYHEASA-M
photon530,NA
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
pre3b,KJHZYYJBHKAUHS-NXWQJPGNSA-H
no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
glntrna,NA
pre6b,NWRSYSRVTYBWJV-WFECKALKSA-H
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G
udp,XCCTYIAWTASOJW-XVFCMESISA-K
murein4p4p,VTZDBMVDVOTCFD-UHFFFAOYSA-G
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
3nphb,NA
dvpchlda,NA
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
murein5p5p,WSONNHVKPYOZEY-UHFFFAOYSA-E
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
phytfl,NA
adocbl,ZIHHMGTYZOSFRC-QRVZQHAISA-N
oanticy,NA
3oddecACP,NA
12dgr1619Z160,NA
mppp9,REJJDEGSUOCEEW-RGGAHWMASA-J
photon450,NA
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
dtdp4d6dm,PSXWNITXWWECNY-LPVGZGSHSA-L
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
pq,NA
trnaval,NA
dtdpglu,YSYKRGRSMLTJNL-URARBOGNSA-L
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
Sfglutth,FHXAGOICBFGEBF-BQBZGAKWSA-M
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
tddec2eACP,NA
tyrtrna,NA
cph4,QSIYONWVWDSRRO-UHFFFAOYSA-M
zeax,JKQXZKUSFCKOGQ-QAYBQHTQSA-N
dhmtp,CILXJJLQPTUUSS-XQRVVYSFSA-N
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
fdp,RNBGYGVWRKECFJ-VRPWFDPXSA-J
adcobdam,OCNLJCZKGHKJGF-QOCQOLRHSA-N
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M
LalaDglu,VYZAGTDAHUIRQA-CRCLSJGQSA-M
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M
thrp,USRGIUJOYOXOQJ-GBXIJSLDSA-L
3opalmACP,NA
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N
pmeACP,NA
pa1819Z160,NA
sqdg160,NA
preq0,FMKSMYDYKXQYRV-UHFFFAOYSA-N
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
e4hglu,HBDWQSHEVMSFGY-STHAYSLISA-M
ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M
epmeACP,NA
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
anhgm,NA
trnapro,NA
3ooctACP,NA
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
14glucan,NA
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
3omrsACP,NA
sertrna,NA
chla_qy2_exc,NA
trnacys,NA
sqdg1619Z160,NA
phycy,NA
2ippm,NJMGRJLQRLFQQX-HYXAFXHYSA-L
lipoate,AGBQKNBQESQNJD-SSDOTTSWSA-M
gmeACP,NA
iletrna,NA
14dhncoa,NA
agdpcbi,IQTYKHRKNGVJEO-RRMAJTJESA-K
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
paps,GACDQMDRPRGCTN-KQYNXXCUSA-J
pcrd_u,NA
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
tczcaro,NA
murein3p3p,QKZNHGKXDALVQW-UHFFFAOYSA-I
murein3px4p,LOVDDQLBOGPFKC-UHFFFAOYSA-H
cl,VEXZGXHMUGYJMC-UHFFFAOYSA-M
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J
orn,AHLPHDHHMVZTML-BYPYZUCNSA-O
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
trnathr,NA
lipidAds2,NA
cynt,XLJMAIOERFSOGZ-UHFFFAOYSA-M
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
acgam1p,FZLJPEPAYPUMMR-RTRLPJTCSA-L
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
trnamet,NA
valtrna,NA
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N
2m6sbenzq,NA
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
dtbt,AUTOLBMXDDTRRT-UHFFFAOYSA-M
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
alaala,DEFJQIDDEAULHB-QWWZWVQMSA-N
phllqne,MBWXNTAXLNYFJB-NKFFZRIASA-N
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
pqh2_um,NA
4hthdp,NA
ps2d1,NA
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N
phptna,NA
rcc,NA
aps,IRLPACMLTUPBCL-KQYNXXCUSA-L
nmn,DAYLJWODMCOQEW-TURQNECASA-M
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
dmtphllqne,UDYIPZFWVJJQJF-KQPZCCJBSA-N
adcobhex,AXZSUSWNAXMBBB-NQYRMHKHSA-L
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
trnagln,NA
pran,PMFMJXPRNJUYMB-GWOFURMSSA-K
dtdp4d6dg,PSXWNITXWWECNY-UCBTUHGZSA-L
ahdt,DGGUVLXVLHAAGT-XINAWCOVSA-J
ckdo,YWWJKULNWGRYAS-UOVSKDHASA-L
imgly,NA
12dgr160,NA
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K
pa1619Z160,NA
photon610,NA
trnaile,NA
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
ara5p,PPQRONHOSHZGFQ-WDCZJNDASA-L
kdo,NNLZBVFSCVTSLA-HXUQBWEZSA-M
mgdg1819Z1619Z,NA
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
3hhexACP,NA
3mop,JVQYSWDUAOAHFM-BYPYZUCNSA-M
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
u23ga2,NA
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
mn2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
thissh,NA
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
but2eACP,NA
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
pho_loss,NA
lystrna,NA
gcarote,HRQKOYFGHJYEFS-BXOLYSJBSA-N
LalaDgluMdap,NA
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
uaagmda,OXJNZXDFVLDLEI-MBCYCBSHSA-J
trnaglu,NA
hgbyr,MYMATQFDUQLSCD-IPUCCYEASA-J
photon670,NA
myrsACP,NA
phe__L,COLNVLDHVKWLRT-QMMMGPOBSA-N
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L
octe9ACP,NA
1odec9eg3p,NA
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P
iscsh,NA
hmgth,PIUSLWSYOYFRFR-BQBZGAKWSA-M
accp,NA
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
murein4px4p4p,NPJMJVATSCHTAI-UHFFFAOYSA-F
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
murein5p3p,SBOXLYQXPDGZLN-UHFFFAOYSA-G
toct2eACP,NA
bm_rna,NA
fldox,NA
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
phetrna,NA
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
omppp9,IOQIILLGNAOXJE-JXBSUKTBSA-K
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
trdox,NA
fldrd,NA
cdp12dgr1819Z160,NA
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I
glycogen,NA
argtrna,NA
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
2h3oppan,QWBAFPFNGRFSFB-UHFFFAOYSA-M
udpxyl,DQQDLYVHOTZLOR-OCIMBMBZSA-L
sprm,PFNFFQXMRSDOHW-UHFFFAOYSA-R
ogmeACP,NA
allocy_exc,NA
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
btnCCP,NA
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
hpmeACP,NA
photon630,NA
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
citac,HNEGQIOMVPPMNR-IHWYPQMZSA-L
pcox_u,NA
2sephchc,XYCATPIYKOARSZ-OAIFWDMCSA-K
u3aga2,NA
chla_soret_exc,NA
phyto,NA
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J
glutrna,NA
trnaphe,NA
trnaala,NA
acmanap,QDSLHWJDSQGPEE-WCTZXXKLSA-L
glcdg1819Z1619Z,NA
ps2d1_um,NA
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K
23dhmp,PDGXJDXVGMHUIR-UJURSFKZSA-M
gam1p,YMJBYRVFGYXULK-QZABAPFNSA-M
bm_pro,NA
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
4hpro_LT,PMMYEEVYMWASQN-DMTCNVIQSA-N
photon410,NA
bm_dna,NA
fdxox,NA
3c3hmp,BITYXLXUCSKTJS-ZETCQYMHSA-L
pre5,OUPXZNRNMLYOGK-FNFWWFRLSA-G
trnaasp,NA
murein5p4p,YJNGRCZHKAYCMA-VZNOAHCOSA-E
no3,NHNBFGGVMKEFGY-UHFFFAOYSA-N
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
4per,ZCZXOHUILRHRQJ-PWNYCUMCSA-K
palmACP,NA
anhgm3p,ZWZMFRJKRXDGBE-UHFFFAOYSA-L
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
this,NA
phthr,FKHAKIJOKDGEII-GBXIJSLDSA-L
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J
mi3p__D,INAPMGSXUVUWAF-PTQMNWPWSA-L
dcaACP,NA
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N
calxan,NA
12dgr1819Z160,NA
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
co,UGFAIRIUMAVXCW-UHFFFAOYSA-N
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N
trnagly,NA
murein4px4p,NA
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
xu5p__D,FNZLKVNUWIIPSJ-RFZPGFLSSA-L
3odecACP,NA
leutrna,NA
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
alatrna,NA
opmeACP,NA
co2dam,IADMSJRJSGLGJI-OKJGWHJPSA-H
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
chlld,IZOAGQOHKWGYKF-PVMVIUQGSA-K
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L
ACP,NA
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
malcoame,CHQAJZULNPRMEN-FZEDXVDRSA-J
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
actp,LIPOUNRJVLNBCD-UHFFFAOYSA-L
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
suc6p,PJTTXANTBQDXME-UGDNZRGBSA-L
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M
trnaasn,NA
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
kdo8p,IZZNRKJLBIYBJN-HXUQBWEZSA-K
glcdg161,NA
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
dmbzid,LJUQGASMPRMWIW-UHFFFAOYSA-N
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
5oxpro,ODHCTXKNWHHXJC-VKHMYHEASA-M
colipacy,NA
trnatrp,NA
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
man1p,HXXFSFRBOHSIMQ-RWOPYEJCSA-L
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L
dialurate,NA
trdrd,NA
mgdg1619Z160,NA
anhm,NA
hpyr,HHDDCCUIIUWNGJ-UHFFFAOYSA-M
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
photon590,NA
zeax_exc,NA
tmrs2eACP,NA
pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L
cthzp,NA
4h2oglt,WXSKVKPSMAHCSG-UHFFFAOYSA-L
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
bm_pigm,NA
preqtrna,NA
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
anhm3p,KGVLFEPQSVUIRC-FYQNUYSYSA-L
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
murein4p3p,AKLORNSFZCNZDU-UHFFFAOYSA-H
gdpmann,MVMSCBBUIHUTGJ-GDJBGNAASA-L
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L
