reactions,metabolites,metabolitestotal,gpr,genes
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS01910
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS09330
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS13125
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS11645
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS04540
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS08090
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS11935
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS04545
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS11735
SOPSII,o2_l,o2_l,SGL_RS11935 and SGL_RS11735 and SGL_RS08205 and SGL_RS08200 and SGL_RS03265 and SGL_RS02070 and SGL_RS09330 and SGL_RS10440 and SGL_RS14825 and SGL_RS16825 and SGL_RS18130 and SGL_RS01910 and SGL_RS11645 and SGL_RS08090 and SGL_RS04525 and SGL_RS12880 and SGL_RS14050 and sml0003 and SGL_RS04440 and SGL_RS07800 and SGL_RS13125 and SGL_RS04535 and SGL_RS04540 and SGL_RS04545 and smr0009 and SGL_RS07325 and SGL_RS04530 and SGL_RS02645 and SGL_RS02635,SGL_RS02070
