metname,inchikey
3mb,GWYFCOCPABKNJV-UHFFFAOYSA-M
3hpalmACP,NA
conialdh,DKZBBWMURDFHNE-NSCUHMNNSA-N
pprdn,DWKUKQRKVCMOLP-UHFFFAOYSA-O
L2aadp,OYIFNHCXNCRBQI-BYPYZUCNSA-M
algac_MG_41,NA
phaccoa,ZIGIFDRJFZYEEQ-CECATXLMSA-J
egmeACP,NA
hd_7_10,NA
moadcoo,NA
2m35mdntha,NA
udcpg,NA
glygln,NA
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
tntmdh,NA
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M
cholp,YHHSONZFOIEMCP-UHFFFAOYSA-M
5dh4dglc,QUURPCHWPQNNGL-ZAFYKAAXSA-L
lpspput,NA
fcmcbtt,NA
3hphxacoa,NA
urcan,LOIYMIARKYCTBW-OWOJBTEDSA-M
trnaleu,NA
ptsla,NA
met__D,FFEARJCKVFRZRR-SCSAIBSYSA-N
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
ttdceap,NA
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
3hptslacoa,NA
anhgm3p,ZWZMFRJKRXDGBE-UHFFFAOYSA-L
3h6athcoa,NA
5drib,WDRISBUVHBMJEF-MROZADKFSA-N
3hoctaACP,NA
trdox,NA
ocdcap,NA
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N
biliverd,QBUVFDKTZJNUPP-BBROENKCSA-L
dtbt,AUTOLBMXDDTRRT-UHFFFAOYSA-M
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
pac,WLJVXDMOQOGPHL-UHFFFAOYSA-M
g6p_B,NBSCHQHZLSJFNQ-VFUOTHLCSA-L
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
3optcoa,NA
ggptrc,WKGTVHGVLRCTCF-UHFFFAOYSA-O
3ohd58coa,NA
moadamp,NA
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L
tntmmh,NA
tyrtrna,NA
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K
sertrna,NA
ggalicore_kt,NA
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
4hpro_DC,NA
tyr__L,OUYCCCASQSFEME-QMMMGPOBSA-N
4hba,BVJSUAQZOZWCKN-UHFFFAOYSA-N
p_xyl,URLKBWYHVLBVBO-UHFFFAOYSA-N
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
ddcap,NA
nonacoa,NA
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L
pgp161,PTJJTQQVMKSSOK-WXUKJITCSA-K
2aobut,SAUCHDKDCUROAO-VKHMYHEASA-N
phept,NA
fe3dcit,NA
iscu_4fe4s,NA
2hadnt,NA
3hcpalm9eACP,NA
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
pnonacoa,NA
dmgly,FFDGPVCHZBVARC-UHFFFAOYSA-N
lipidX_kt,NA
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
34dhbald,IBGBGRVKPALMCQ-UHFFFAOYSA-N
trnaasp,NA
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M
so3,LSNNMFCWUKXFEE-UHFFFAOYSA-L
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
quln,GJAWHXHKYYXBSV-UHFFFAOYSA-L
hgbam,JJMDOVLPFPOLFZ-IPUCCYEASA-L
R_3hddcoa,IJFLXRCJWPKGKJ-IGYWURMESA-J
5oxpro,ODHCTXKNWHHXJC-VKHMYHEASA-M
t3c5ddeceACP,NA
mptamp,XJXFAXLUOKQPAQ-YPRLVJTJSA-K
dsbard,NA
CCbuttc,KJOVGYUGXHIVAY-BXTBVDPRSA-K
2mahmp,AGQJQCFEPUVXNK-UHFFFAOYSA-K
R_3h6atha,NA
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
nona2coa,NA
phe__D,NA
3ocpalm9eACP,NA
3hodcoa,WZMAIEGYXCOYSH-SFKGBVSGSA-J
adhlam,ARGXEXVCHMNAQU-UHFFFAOYSA-N
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
hgmeACP,NA
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
3hddcoa,IJFLXRCJWPKGKJ-LXIXEQKWSA-J
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
hxbut,NA
ddecoa,NA
3oddecACP,NA
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
seasmet,GGJFWMOVUFBSIN-AIRLBKTGSA-O
dh4mchc,KWQSYZVAOWYCNP-POYBYMJQSA-M
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
3hbcoa__R,NA
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
scys__L,NOKPBJYHPHHWAN-REOHCLBHSA-M
doxopa,NA
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
anhm4p,OUWAMZWZTFUVMV-NPLPHQDTSA-L
vanln,MWOOGOJBHIARFG-UHFFFAOYSA-N
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
iscu_2fe2s2,NA
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
3hmbcoa,PEKYNTFSOBAABV-LQUDNSJZSA-J
dtdp4d6dg,PSXWNITXWWECNY-UCBTUHGZSA-L
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
3hhdd7coa,NA
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
C121d6PHA,NA
tded5_2,NA
hdeACP,NA
dec4coa,NA
dcacoa,NA
3hnonacoa,NA
pe180,LVNGJLRDBYCPGB-LDLOPFEMSA-N
2ddglcn,WPAMZTWLKIDIOP-WVZVXSGGSA-M
tde_2Z,NA
hdcoa,NA
manur,NA
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
gmhep17bp,LMTGTTLGDUACSJ-NNPWBXLPSA-J
R_3h4atbcoa,NA
4fe4s,LJBDFODJNLIPKO-UHFFFAOYSA-N
ddcaACP,NA
C101PAH,NA
o_xyl,NA
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M
urate,LEHOTFFKMJEONL-UHFFFAOYSA-N
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
1hdecg3p,NA
pa141,NA
4pqq,NA
glygly,YMAWOPBAYDPSLA-UHFFFAOYSA-N
1tdec7eg3p,NA
hdcap,NA
fdxo_22,NA
gmhep7p,SDADNVAZGVDAIM-ZUHYCWGWSA-L
3mcat,PGSWEKYNAOWQDF-UHFFFAOYSA-N
3hocoa,ATVGTMKWKDUCMS-OTOYJEMWSA-J
dtdprmn,ZOSQFDVXNQFKBY-CGAXJHMRSA-L
iscssh,NA
pptrn,NA
amob,UOKVQQMBGVMXPU-CJPDYEHRSA-N
4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M
selnp,JRPHGDYSKGJTKZ-UHFFFAOYSA-K
cpe160,DTFRUHREBAYLCS-UHFFFAOYSA-M
3hphpcoa,NA
msa,OAKURXIZZOAYBC-UHFFFAOYSA-M
dmanur,NA
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
6atha,NA
prealgac_M2,NA
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
pe181e11,NA
3hdd5coa,NA
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N
thrtrna,NA
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L
apc,NA
C70pPHA,NA
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
crn,PHIQHXFUZVPYII-ZCFIWIBFSA-N
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
5aptn,JJMDCOVWQOJGCB-UHFFFAOYSA-N
rdxo,NA
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
dd6_2,NA
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
cur,NA
murein3px4p,LOVDDQLBOGPFKC-UHFFFAOYSA-H
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
pta,NQPDZGIKBAWPEJ-UHFFFAOYSA-M
phxacoa,NA
pimACP,NA
adsel,NA
sertrna_sec,NA
protrna,NA
balamd,NA
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M
d4one,NA
murein5px3p,NA
hxa,FUZZWVXGSFPDMH-UHFFFAOYSA-M
3hvacccoa,NA
tded5coa,NA
3hvcoa,NA
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L
2agpe180,KIHAGWUUUHJRMS-JOCHJYFZSA-N
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
confrl,JMFRWRFFLBVWSI-NSCUHMNNSA-N
mmet,YDBYJHTYSHBBAU-YFKPBYRVSA-O
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N
trnapro,NA
ficytc,NA
34dhcinm,QAIPRVGONGVQAS-DUXPYHPUSA-M
bzal,HUMNYLRZRPPJDN-UHFFFAOYSA-N
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
3ohdd4coa,NA
3ocmrs7eACP,NA
phenona,NA
aicar,NOTGFIUVDGNKRI-UUOKFMHZSA-L
murein4p4p,VTZDBMVDVOTCFD-UHFFFAOYSA-G
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
1ag182d9d12,NA
4gudbutn,TUHVEAJXIMEOSA-UHFFFAOYSA-N
T4hcinnm,NGSWKAQJJWESNS-ZZXKWVIFSA-M
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
5houdic,WHKYNCPIXMNTRQ-UHFFFAOYSA-M
dhcrn,NA
mmtsa,VOKUMXABRRXHAR-VKHMYHEASA-M
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L
galicore_kt,NA
3ohdd7coa,NA
12dgr140,NA
anhm,NA
camp,IVOMOUWHDPKRLL-KQYNXXCUSA-M
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K
athr__L,AYFVYJQAPQTCCC-HRFVKAFMSA-N
dh3mchc,AXRMZRLNCOVFJZ-UHFFFAOYSA-M
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K
lnlccoa,YECLLIMZHNYFCK-RRNJGNTNSA-J
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
pg160,BIABMEZBCHDPBV-MPQUPPDSSA-M
thex2eACP,NA
thcur,NA
sdhlam,KWKBJWYJJBQOAE-UHFFFAOYSA-M
trnasecys,NA
quin,AAWZDTNXLSGCEK-WYWMIBKRSA-M
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
catechol,YCIMNLLNPGFGHC-UHFFFAOYSA-N
cdpdhdec9eg,LBKBJHVQQNUXGQ-BQUKFSKHSA-L
2ombzl,CZFRMASEEPTBAQ-MYCGWMCTSA-N
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
hp2coa,NA
gdpdrhmn,NA
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M
malm,FSQQTNAZHBEJLS-UPHRSURJSA-M
trnaglu,NA
fdxr_42,NA
sulfac,AGGIJOLULBJGTQ-UHFFFAOYSA-L
fbac_kt,NA
dhf,OZRNSSUDZOLUSN-LBPRGKRZSA-L
tpalm2eACP,NA
trnatyr_preq34,NA
R_3hdd5ea,NA
C40aPHA,NA
trnaphe,NA
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N
25dop,NA
4atb2coa,NA
but,NA
grxrd,NA
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
metsox_S__L,QEFRNWWLZKMPFJ-YGVKFDHGSA-N
tag180,NA
R_3hdcaa,NA
R_3hpptcoa,NA
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N
oca,NA
R_3htd58e,NA
3kvcoa,NA
pg181,NA
seln,SPVXKVOXSXTJOY-UHFFFAOYSA-M
R_3hphpcoa,NA
2maacoa,NHNODHRSCRALBF-NQNBQJKNSA-J
aso3,AQLMHYSWFMLWBS-UHFFFAOYSA-N
cdec3eACP,NA
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
peamn,BHHGXPLMPWCGHP-UHFFFAOYSA-O
hx2coa,OINXHIBNZUUIMR-IXUYQXAASA-J
phppcoa,NA
ukquivo,NA
glu5p,PJRXVIJAERNUIP-VKHMYHEASA-L
sheme,DLKSSIHHLYNIKN-QIISWYHFSA-D
aconm,BRYKYSQCLNCYQW-DUXPYHPUSA-L
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L
ps181,NA
3omrsACP,NA
C60aPHA,NA
glutrna_gln,NA
R_3hhpcoa,NA
R_3hhxa,NA
3hhdcoa,DEHLMTDDPWDRDR-BCIKBWLNSA-J
nona,FBUKVWPVBMHYJY-UHFFFAOYSA-M
2ahhmp,NA
anhgm4p,ZTOWCORYLXDAAW-JOUWMGDHSA-L
feoxam_un,NA
glutrna,NA
csn,OPTASPLRGRRNAP-UHFFFAOYSA-N
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
cystrna,NA
gg4abut,MKYPKZSGLSOGLL-LURJTMIESA-M
hmccms,ADNFTGVUUFRKSK-JGDUWUCISA-M
t3c11vaceACP,NA
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M
uagmda,PNWZQTONLRRPST-KLDRQJOASA-J
2omph,MYNOBJRQIKYBRD-MGHGRUFNSA-N
3hcddec5eACP,NA
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
pa120,NA
gdbtal,VCOFTLCIPLEZKE-UHFFFAOYSA-O
u3dcaga,NA
clpn180,NA
2pglyc,ASCFNMCAHFUBCO-UHFFFAOYSA-K
R_3hhcoa,NA
ddcacoa,YMCXGHLSVALICC-GMHMEAMDSA-J
cell4,NA
2ptcoa,NA
chols,WXCQAWGXWVRCGP-UHFFFAOYSA-N
altrn,RGHNJXZEOKUKBD-AIHAYLRMSA-M
php2coa,NA
C90aPHA,NA
glyphe,JBCLFWXMTIKCCB-VIFPVBQESA-N
gmeACP,NA
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
pre3a,AILJETHLKULYHE-IHDLTXBCSA-G
glyser,NA
sufse,NA
3hcvac11eACP,NA
Sfglutth,FHXAGOICBFGEBF-BQBZGAKWSA-M
dhlam,VLYUGYAKYZETRF-SSDOTTSWSA-N
pqq,MMXZSJMASHPLLR-UHFFFAOYSA-K
ecto__L,NA
S2hglut,HWXBTNAVRSUOJR-VKHMYHEASA-L
dsbgrd,NA
R_3hcddec5ecoa,NA
ag,FOIXSVOLVBLSDH-UHFFFAOYSA-N
lystrna,NA
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
3hhd710coa,NA
pg120,NA
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
R_3hdd6coa,NA
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
mtsoxin,NA
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
cdpdhdecg,NA
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
lpam,FCCDDURTIIUXBY-SSDOTTSWSA-N
dimp,PHNGFPPXDJJADG-RRKCRQDMSA-L
3hptcoa,NA
dopa,VYFYYTLLBUKUHU-UHFFFAOYSA-O
pa181,NA
methdca,NA
R_3hpocta,NA
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
4mbzald,FXLOVSHXALFLKQ-UHFFFAOYSA-N
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
12dgr120,NA
R_3hpnonacoa,NA
2agpe161,NA
oxptn,VBKPPDYGFUZOAJ-UHFFFAOYSA-M
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L
omaenol,QWLUKZXOQAQUFQ-QEFWFIIXSA-K
phpcoa,NA
dmso2,NA
pyovd,NA
ca2,BHPQYMZQTOCNFJ-UHFFFAOYSA-N
ala_B,UCMIRNVEIXFBKS-UHFFFAOYSA-N
gdpmanur,NA
2agpg181,NA
4abutn,DZQLQEYLEYWJIB-UHFFFAOYSA-O
flxr,NA
clpn161,UYSHBKYVDAZLKJ-GMUISZSCSA-L
op4en,NOXRYJAWRSNUJD-UHFFFAOYSA-M
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
rephac,NA
23dhacoa,ZFXICKRXPZTFPB-FZHFFJAKSA-I
3hhexACP,NA
lac__D,JVTAAEKCZFNVCJ-UWTATZPHSA-M
b2coa,KFWWCMJSYSSPSK-PAXLJYGASA-J
3hadpcoa,OTEACGAEDCIMBS-NOTSHUFBSA-I
6a2ohxnt,GWENQMVPLJAMAE-UHFFFAOYSA-N
pa180,YFWHNAWEOZTIPI-DIPNUNPCSA-L
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
1agpg180,HFJVKBVEKQHVTO-XZOQPEGZSA-M
uquivo,NA
btcoa,CRFNGMNYKDXRTN-CITAKDKDSA-J
vanlt,WKOLLVMJNQIZCI-UHFFFAOYSA-M
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
R_3hpdeca,NA
malt1p,NA
g3pg,LLCSXHMJULHSJN-UHFFFAOYSA-M
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F
n5horn,NA
sucgsa,XTOKIEIBKARFSZ-LURJTMIESA-L
R_3hocoa,NA
lipa_oh,NA
5caiz,JHLXDWGVSYMXPL-XVFCMESISA-K
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K
2oxoadp,FGSBNBBHOZHUBO-UHFFFAOYSA-L
hdd7coa,NA
3hdd6coa,NA
glntrna,NA
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
preq1,MEYMBLGOKYDGLZ-UHFFFAOYSA-O
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M
4hpro_LT,PMMYEEVYMWASQN-DMTCNVIQSA-N
3hdcoa,HIVSMYZAMUNFKZ-PNPVFPMQSA-J
3odd5coa,NA
myrsACP,NA
maltttr,LUEWUZLMQUOBSB-ZLBHSGTGSA-N
murein3px3p,IYFHCENFVZTZLO-UHFFFAOYSA-G
nmn,DAYLJWODMCOQEW-TURQNECASA-M
pro__D,NA
ps120,NA
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K
hexACP,NA
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
cellb,GUBGYTABKSRVRQ-QRZGKKJRSA-N
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
m_tol,GPSDUZXPYCFOSQ-UHFFFAOYSA-M
phthr,FKHAKIJOKDGEII-GBXIJSLDSA-L
rdmbzi,HLRUKOJSWOKCPP-SYQHCUMBSA-N
cdpdddecg,NA
trnaarg,NA
acpptrn,NA
trnatrp,NA
lys__D,KDXKERNSBIXSRK-RXMQYKEDSA-O
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N
3opdecacoa,NA
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
bglyg4n,NA
tripeptide,NA
4hbald,RGHHSNMVTDWUBI-UHFFFAOYSA-N
coa,RGJOEKWQDUBAIZ-IBOSZNHHSA-J
sufsesh,NA
dsbdrd,NA
lipa2_kt,NA
trnacys,NA
ggbamppal,NA
so4,QAOWNCQODCNURD-UHFFFAOYSA-L
um4p,NA
alltn,POJWUDADGALRAB-UHFFFAOYSA-N
6athcoa,NA
4fumacac,GACSIVHAIFQKTC-OWOJBTEDSA-L
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
3ovacccoa,NA
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
lpp181,NA
thdp,CXMBCXQHOXUCEO-BYPYZUCNSA-L
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K
acser,VZXPDPZARILFQX-BYPYZUCNSA-N
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
murein4p3p,AKLORNSFZCNZDU-UHFFFAOYSA-H
35dnta,NA
2amsa,XMTCKNXTTXDPJX-REOHCLBHSA-N
dcaACP,NA
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
uaagmda,OXJNZXDFVLDLEI-MBCYCBSHSA-J
12dgr181,NA
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M
balaala,NA
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N
gmhep1p,KMEJCSKJXSBBAN-QTNLNCNHSA-L
occoa,KQMZYOXOBSXMII-CECATXLMSA-J
R_3hpbcoa,NA
4pvcoa,NA
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N
lpp180,NA
clpn140,SDCJNZZAOLRVCP-GTOSQJSUSA-L
dec4_2,NA
dag181d9,NA
r15bp,AAAFZMYJJHWUPN-TXICZTDVSA-J
male,VZCYOOQTPOCHFL-UPHRSURJSA-L
uri,DRTQHJPVMGBUCF-XVFCMESISA-N
pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
pg140,BPHQZTVXXXJVHI-AJQTZOPKSA-M
C80aPHA,NA
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M
5apentam,OTIAVLWNTIXJDO-UHFFFAOYSA-O
mucl,HPEKPJGPWNSAAV-UHFFFAOYSA-M
C40pPHA,NA
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N
4opa,NA
omaketo,NA
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
glcur,AEMOLEFTQBMNLQ-AQKNRBDQSA-M
R_3httdca,NA
prealgac_M1,NA
3opbcoa,NA
R_3hdd6e,NA
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
pg141,NA
pg181e11,NA
pt2coa,GJSFKOVNQYGUGN-JQVZGLFNSA-J
crtn,NA
bmocogdp,NA
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L
lipidA_kt,NA
enter,SERBHKJMVBATSJ-BZSNNMDCSA-M
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
arg__D,ODKSFYDXXFIFQN-SCSAIBSYSA-O
cspmd,ICLFWLHIBPQMFT-ZETCQYMHSA-P
rhma13unaga,NA
creat,DDRJAANPRJIHGJ-UHFFFAOYSA-N
gslnt,NA
ps140,NA
glyg4n,NA
pptcoa,NA
trnatyrq,NA
25drapp,OCLCLRXKNJCOJD-UMMCILCDSA-L
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
carn,NA
tdeACP,NA
12dgr160,NA
dgudbutn,NA
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
