metname,inchikey
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K
3hmrsACP,NA
anhm,NA
uacmamu,DZOGQXKQLXAPND-XHUKORKBSA-K
trnagln,NA
tagur,IZSRJDGCGRAUAR-WDCZJNDASA-M
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
acglu,RFMMMVDNIPUKGG-YFKPBYRVSA-L
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M
micit,HHKPKXCSHMJWCF-WVBDSBKLSA-K
cys__D,XUJNEKJLAYXESH-UWTATZPHSA-N
hdcoa,NA
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
ditp,UFJPAQSLHAGEBL-RRKCRQDMSA-J
2shchc,QJYRAJSESKVEAE-PSASIEDQSA-L
sarcs,FSYKKLYZXJSNPZ-UHFFFAOYSA-N
dha,RXKJFZQQPQGTFL-UHFFFAOYSA-N
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
tmp,IGWHDMPTQKSDTL-JXOAFFINSA-L
dopa,VYFYYTLLBUKUHU-UHFFFAOYSA-O
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
adocbl,ZIHHMGTYZOSFRC-QRVZQHAISA-N
adphep_LD,KMSFWBYFWSKGGR-DTBZDYEHSA-L
5mdru1p,CNSJRYUMVMWNMC-RITPCOANSA-L
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
altrn,RGHNJXZEOKUKBD-AIHAYLRMSA-M
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
udpLa4fn,QGYFHZBDXXNYAX-RTXATJJPSA-L
uagmda,PNWZQTONLRRPST-KLDRQJOASA-J
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
quln,GJAWHXHKYYXBSV-UHFFFAOYSA-L
12ppd__R,DNIAPMSPPWPWGF-GSVOUGTGSA-N
3hbcoa,QHHKKMYHDBRONY-VKBDFPRVSA-J
scl,KWIZRXMMFRBUML-AHGFGAHVSA-F
12dgr141,NA
tddec2eACP,NA
clpn181,HSSSADMXQPKIEB-GXYAQEMJSA-L
pg120,NA
cu,VMQMZMRVKUZKQL-UHFFFAOYSA-N
gln__L,ZDXPYRJPNDTMRX-VKHMYHEASA-N
1agpg140,LUTDZDAPSDZVAL-RBUKOAKNSA-M
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
prpp,PQGCEDQWHSBAJP-TXICZTDVSA-I
tmao,UYPYRKYUKCHHIB-UHFFFAOYSA-N
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
3hcvac11eACP,NA
trnathr,NA
but,NA
3ocpalm9eACP,NA
pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L
adphep_DD,KMSFWBYFWSKGGR-FQBROAFUSA-L
3hpppn,QVWAEZJXDYOKEH-UHFFFAOYSA-M
clpn160,GRTNLBQYBYZCCM-ULKDXPJMSA-L
dtdp4d6dg,PSXWNITXWWECNY-UCBTUHGZSA-L
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
anhgm,NA
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
s,NINIDFKCEFEMDL-UHFFFAOYSA-N
3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M
trnaasp,NA
xu5p__L,FNZLKVNUWIIPSJ-WHFBIAKZSA-L
1agpg161,NA
dsbard,NA
trdrd,NA
1tdec7eg3p,NA
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
4h2opntn,HFKQINMYQUXOCH-UHFFFAOYSA-M
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
2agpe141,NA
1hdec9eg3p,NA
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
12dgr181,NA
ttp,NA
dcaACP,NA
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N
crn__D,PHIQHXFUZVPYII-LURJTMIESA-N
23dhdp,UWOCFOFVIBZJGH-YFKPBYRVSA-L
trnahis,NA
15dap,VHRGRCVQAFMJIZ-UHFFFAOYSA-P
1odecg3p,LAYXSTYJRSVXIH-HXUWFJFHSA-L
xylu__L,ZAQJHHRNXZUBTE-WVZVXSGGSA-N
manglyc,DDXCFDOPXBPUJC-SAYMMRJXSA-M
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L
orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K
lipidAds,HLDJGHAAKRKPAV-QDORLFPLSA-L
3hcddec5eACP,NA
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
thex2eACP,NA
ump,DJJCXFVJDGTHFX-XVFCMESISA-L
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
mnl,FBPFZTCFMRRESA-KVTDHHQDSA-N
orn,AHLPHDHHMVZTML-BYPYZUCNSA-O
3ohexACP,NA
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
laur_hde_kdo2lipid4,NA
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
pe161,NA
oc2coa,CPSDNAXXKWVYIY-NTLMCJQISA-J
iasp,NMUOATVLLQEYHI-UHFFFAOYSA-M
h2mb4p,MDSIZRKJVDMQOQ-GORDUTHDSA-K
3hdecACP,NA
feoxam,SRMBQCVUAVULDJ-UHFFFAOYSA-O
hexACP,NA
sbt__D,FBPFZTCFMRRESA-JGWLITMVSA-N
3hoctACP,NA
no3,NHNBFGGVMKEFGY-UHFFFAOYSA-N
2agpg181,NA
q8h2,LOJUQFSPYHMHEO-SGHXUWJISA-N
uppg3,HUHWZXWWOFSFKF-UHFFFAOYSA-F
dtdp4addg,UIVJXHWSIFBBCY-WDQPOOCWSA-M
1agpg141,NA
ps161,NA
ps141,NA
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
cdpglc,NA
pa180,YFWHNAWEOZTIPI-DIPNUNPCSA-L
t3c7mrseACP,NA
hdd2coa,JUPAQFRKPHPXLD-MSHHSVQMSA-J
3ooctdACP,NA
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
3hdcoa,HIVSMYZAMUNFKZ-PNPVFPMQSA-J
melib,DLRVVLDZNNYCBX-ZZFZYMBESA-N
3ooctACP,NA
pydx5p,NGVDGCNFYWLIFO-UHFFFAOYSA-L
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
pgp141,NA
apg180,WCMVNCVROQLVSH-JBQXKKLXSA-M
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
1agpe160,YVYMBNSKXOXSKW-HXUWFJFHSA-N
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M
valtrna,NA
trnaleu,NA
tdp,CYDYNVMCEGXBEM-JXOAFFINSA-K
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N
sertrna,NA
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M
pydam,NHZMQXZHNVQTQA-UHFFFAOYSA-O
3htdcoa,OXBHKMHNDGRDCZ-STLSENOWSA-J
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N
3ohcoa,NFOYYXQAVVYWKV-HDRQGHTBSA-J
pa181,NA
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
aps,IRLPACMLTUPBCL-KQYNXXCUSA-L
raffin,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
1agpe120,IZDRGPDUDLWAGR-UHFFFAOYSA-N
gmhep17bp,LMTGTTLGDUACSJ-NNPWBXLPSA-J
pgp160,ONJBJMDJKLHMEK-MPQUPPDSSA-K
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
tpalm2eACP,NA
ichor,NTGWPRCCOQCMGE-YUMQZZPRSA-L
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L
rml1p,KNYGWWDTPGSEPD-OTWZMJIISA-L
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
crn,PHIQHXFUZVPYII-ZCFIWIBFSA-N
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
4hbz,FJKROLUGYXJWQN-UHFFFAOYSA-M
cpe180,HCFAHMIUAQMBSN-UHFFFAOYSA-M
dxyl5p,AJPADPZSRRUGHI-RFZPGFLSSA-L
hxcoa,NA
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N
murein4p3p,AKLORNSFZCNZDU-UHFFFAOYSA-H
apg120,AJCVDIXUOBZCPE-ZESVVUHVSA-M
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
lipidA,KVJWZTLXIROHIL-QDORLFPLSA-J
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
pe180,LVNGJLRDBYCPGB-LDLOPFEMSA-N
phetrna,NA
23dappa,PECYZEOJVXMISF-REOHCLBHSA-N
thf,MSTNYGQPCMXVAQ-RYUDHWBXSA-L
no,MWUXSHHQAYIFBG-UHFFFAOYSA-N
acolipa,IOAOXSQGQQYOQU-WSFSDJJVSA-E
eca2und,QGEVVARZDHTYSR-JPDQSREWSA-J
hxa,FUZZWVXGSFPDMH-UHFFFAOYSA-M
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F
lpp,NA
dhna,VOJUXHHACRXLTD-UHFFFAOYSA-M
uacmam,LFTYTUAZOPRMMI-ZYQOOJPVSA-L
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
pe160,SLKDGVPOSSLUAI-PGUFJCEWSA-N
trnaarg,NA
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M
1agpe141,NA
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M
glytrna,NA
ddcaACP,NA
metsox_S__L,QEFRNWWLZKMPFJ-YGVKFDHGSA-N
trnaglu,NA
glu__L,WHUUTDBJXJRKMK-VKHMYHEASA-M
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
hemeO,FISPASSVCDRERW-ARQJTVBPSA-J
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L
tdcoa,DUAFKXOFBZQTQE-QSGBVPJFSA-J
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
trnatyr,NA
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I
metsox_R__L,QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
ara5p,PPQRONHOSHZGFQ-WDCZJNDASA-L
apg161,NA
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J
3oddecACP,NA
idp,JPXZQMKKFWMMGK-KQYNXXCUSA-K
hom__L,UKAUYVFTDYCKQA-VKHMYHEASA-N
tmrs2eACP,NA
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K
3haACP,NA
ssaltpp,NA
trnaasn,NA
alpp,NA
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
aso3,AQLMHYSWFMLWBS-UHFFFAOYSA-N
3ophb,UTIBHEBNILDQKX-LQOKPSQISA-M
pmtcoa,MNBKLUUYKPBKDU-BBECNAHFSA-J
anhm4p,OUWAMZWZTFUVMV-NPLPHQDTSA-L
3hocoa,ATVGTMKWKDUCMS-OTOYJEMWSA-J
pgp140,NA
anhgm3p,ZWZMFRJKRXDGBE-UHFFFAOYSA-L
2agpg161,NA
2agpe120,NPAZKTOOMVQLIH-UHFFFAOYSA-N
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M
argtrna,NA
2dmmql8,FGYPGICSXJEKCG-AENDIINCSA-N
tdecoa,NA
LalaDgluMdapDala,BAPAFFOXTCMVCC-UHFFFAOYSA-M
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
pgp120,NA
sertrna_sec,NA
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
g3pg,LLCSXHMJULHSJN-UHFFFAOYSA-M
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
grxox,NA
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
murein5px4p,NQXCJQVWBSGGNW-UHFFFAOYSA-E
acmanap,QDSLHWJDSQGPEE-WCTZXXKLSA-L
4hoxpacd,IPRPPFIAVHPVJH-UHFFFAOYSA-N
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M
LalaDgluMdap,NA
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
thm,MYVIATVLJGTBFV-UHFFFAOYSA-M
apg141,NA
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M
2hdec9eg3p,NA
dsbgrd,NA
2agpe181,NA
2hdecg3p,NA
2agpe160,CKPBBEOJHAPPBT-HXUWFJFHSA-N
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
1agpg160,BVJSKAUUFXBDOB-LEWJYISDSA-M
2ommbl,HDSGDGSLNMIMKU-KFSSTAEESA-N
glcr,DSLZVSRJTYRBFB-LLEIAEIESA-L
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M
t3c9palmeACP,NA
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J
2dmmq8,GDUBPWSFXUAETN-AENDIINCSA-N
gthox,YPZRWBKMTBYPTK-BJDJZHNGSA-L
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
glntrna,NA
glu__D,WHUUTDBJXJRKMK-GSVOUGTGSA-M
thrtrna,NA
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
cgly,ZUKPVRWZDMRIEO-VKHMYHEASA-N
cbl1,OMAOKVYASDIYQG-DSRCUDDDSA-L
trnatrp,NA
cddec5eACP,NA
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N
cpg180,ACOSNNHXZDLJJE-UHFFFAOYSA-M
3dhgulnp,BDUIIKXSXFDPEC-LWKDLAHASA-K
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M
mettrna,NA
dhmtp,CILXJJLQPTUUSS-XQRVVYSFSA-N
2agpe140,DDUZNLUWXLYPCP-UHFFFAOYSA-N
n2o,GQPLMRYTRLFLPF-UHFFFAOYSA-N
3hhdcoa,DEHLMTDDPWDRDR-BCIKBWLNSA-J
lyx__L,SRBFZHDQGSBBOR-AEQNFAKKSA-N
dc2coa,MGNBGCRQQFMNBM-YJHHLLFWSA-J
23camp,KMYWVDDIPVNLME-KQYNXXCUSA-M
cdec3eACP,NA
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
prfp,QOUSHGMTBIIAHR-KEOHHSTQSA-J
glcur1p,AIQDYKMWENWVQJ-QIUUJYRFSA-K
n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P
