metname,inchikey
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
23dhmb,JTEYKUFKXGDTEU-VKHMYHEASA-M
barb,NA
decd_tb,NA
cysO,NA
PIM3,NA
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G
s,NINIDFKCEFEMDL-UHFFFAOYSA-N
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
5mdr1p,JTFITTQBRJDSTL-KVTDHHQDSA-L
kmeroacidACP,NA
cdpc19c19g,NA
8oxdgmp,NA
malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J
fmnh2,YTNIXZGTHTVJBW-SCRDCRAPSA-L
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J
3ddgc,CNLFCQPCBQQMHK-XINAWCOVSA-M
uacgam,LFTYTUAZOPRMMI-CFRASDGPSA-L
malthp,ZHZITDGOAFCURV-VVTKTIMZSA-N
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M
trnapro,NA
accoa,ZSLZBFCDCINBPY-ZSJPKINUSA-J
tmlgnc,NA
tres,WVFKPISWLUJJIJ-LIZSDCNHSA-M
mstrACP,NA
glucys,RITKHVBHSGLULN-WHFBIAKZSA-M
uggmd,NA
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K
frrppdima,NA
odecoa,NA
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
cu2,JPVYNHNXODAKFH-UHFFFAOYSA-N
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
tcynt,ZMZDMBWJUHKJPS-UHFFFAOYSA-M
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M
2agpe180,KIHAGWUUUHJRMS-JOCHJYFZSA-N
dtdp4d6dm,PSXWNITXWWECNY-LPVGZGSHSA-L
metsox_S__L,QEFRNWWLZKMPFJ-YGVKFDHGSA-N
3c4mop,HIIZAGQWABAMRR-BYPYZUCNSA-L
2dglcn,PALQXFMLVVWXFD-KODRXGBYSA-M
2maacoa,NHNODHRSCRALBF-NQNBQJKNSA-J
quln,GJAWHXHKYYXBSV-UHFFFAOYSA-L
phthdl,NA
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
amob,UOKVQQMBGVMXPU-CJPDYEHRSA-N
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N
dad_5,XGYIMTFOTBMPFP-KQYNXXCUSA-N
sertrna_sec,NA
tmha6,NA
n6hlys,NA
pmtricoa,NA
2agpe160,CKPBBEOJHAPPBT-HXUWFJFHSA-N
dhpmp,PLSQMGZYOGSOCE-XINAWCOVSA-L
q8,ICFIZJQGJAJRSU-SGHXUWJISA-N
pydx,RADKZDMFGJYCBB-UHFFFAOYSA-N
cholenec5coa,NA
tbsinyldp,NA
3hmp,DBXBTMSZEOQQDU-UHFFFAOYSA-M
pyam5p,ZMJGSOSNSPKHNH-UHFFFAOYSA-M
scl,KWIZRXMMFRBUML-AHGFGAHVSA-F
tdm3,NA
lpam,FCCDDURTIIUXBY-SSDOTTSWSA-N
hcholc5coa,NA
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
scys__L,NOKPBJYHPHHWAN-REOHCLBHSA-M
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J
cpppg1,WIUGGJKHYQIGNH-UHFFFAOYSA-J
alaala,DEFJQIDDEAULHB-QWWZWVQMSA-N
gmhep7p,SDADNVAZGVDAIM-ZUHYCWGWSA-L
meroacidACP,NA
copre6,DFFFCFUPOVLDTP-IICGDJHVSA-N
glyb,KWIUHFFTVRNATP-UHFFFAOYSA-N
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
PIM1,NA
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
man6pglyc,BOLXAGHGKNGVBE-MTXRGOKVSA-K
applp,YBOLZUJJGUZUDC-GSVOUGTGSA-M
4h2opntn,HFKQINMYQUXOCH-UHFFFAOYSA-M
pg160,BIABMEZBCHDPBV-MPQUPPDSSA-M
f420_0,OLEQJMXJEZZMHZ-GQPBWUKJSA-K
cysOcys__L,NA
mmeroacidcyc2AMP,NA
sucglu,JCNBNOQGFSXOML-YFKPBYRVSA-K
mqn8,LXKDFTDVRVLXFY-WQWYCSGDSA-N
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N
metsox_R__L,QEFRNWWLZKMPFJ-ZXPFJRLXSA-N
btamp,UTQCSTJVMLODHM-RHCAYAJFSA-N
tbsinol,NA
qh2,NA
peamn,BHHGXPLMPWCGHP-UHFFFAOYSA-O
glytrna,NA
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
fcmcbtt,NA
tamlgnc,NA
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I
49dsha,NA
LAM,NA
25aics,NAQGHJTUZRHGAC-ZZZDFHIKSA-J
accb,NA
lpro,NA
pre8,IGCZFSMEIXUSJY-FKUSVXTQSA-G
drib,PDWIQYODPROSQH-PYHARJCCSA-N
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
ptth,ZNXZGRMVNNHPCA-VIFPVBQESA-N
mmmycolate,NA
micit,HHKPKXCSHMJWCF-WVBDSBKLSA-K
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
nmn,DAYLJWODMCOQEW-TURQNECASA-M
valtrna,NA
gmhep1p,KMEJCSKJXSBBAN-QTNLNCNHSA-L
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
mndn,MJVAVZPDRWSRRC-UHFFFAOYSA-N
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
gal1p,HXXFSFRBOHSIMQ-FPRJBGLDSA-L
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J
2mpdhl,UEFURMXXHJCLJP-UHFFFAOYSA-N
pre3a,AILJETHLKULYHE-IHDLTXBCSA-G
Ac1PIM4,NA
t2dodcoa,NA
hchol,NA
cdpc16c19g,NA
dtdprmn,ZOSQFDVXNQFKBY-CGAXJHMRSA-L
histrna,NA
arachcoa,NA
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
ergoth,NA
hercyso,NA
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L
epox,NA
mmcoa__S,MZFOKIKEPGUZEN-IBNUZSNCSA-I
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
ficytc,NA
gal,WQZGKKKJIJFFOK-PHYPRBDBSA-N
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
damp,KHWCHTKSEGGWEX-RRKCRQDMSA-L
6hmhptpp,FCQGJGLSOWZZON-UHFFFAOYSA-K
tmha3,NA
mmcoa__R,MZFOKIKEPGUZEN-AGCMQPJKSA-I
2dmmq8,GDUBPWSFXUAETN-AENDIINCSA-N
f6p,BGWGXPAPYGQALX-ARQDHWQXSA-L
5drib,WDRISBUVHBMJEF-MROZADKFSA-N
2mbcoa,LYNVNYDEQMMNMZ-XGXNYEOVSA-J
uAgla,PFMVORMCVGOQKR-XNCOKRRHSA-K
cdpdhdecg,NA
dhlpro,NA
adocbi,KQXSPGAEBZWHMC-OCUXTBADSA-N
focytc,NA
cl,VEXZGXHMUGYJMC-UHFFFAOYSA-M
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
5fthf,VVIAGPKUTFNRDU-STQMWFEESA-L
PIM5,NA
uGgl,WXBLSQNZKMJACT-BYEZXYKXSA-K
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
ni2,VEQPNABPJHWNSG-UHFFFAOYSA-N
scl2,NA
12dgr_TB,NA
hipecoa,NA
aact,BCDGQXUMWHRQCB-UHFFFAOYSA-O
leutrna,NA
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N
14glucan,NA
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N
f420_1,VXLZCIMPZIERNZ-LADHFWMSSA-J
pmhexc,NA
nodcoa,NA
apoACP,NA
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K
adphep_DD,KMSFWBYFWSKGGR-FQBROAFUSA-L
pmtcoa,MNBKLUUYKPBKDU-BBECNAHFSA-J
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
uaAgla,NA
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O
r5p,KTVPXOYAKDPRHY-AIHAYLRMSA-L
hla,NA
trnatrp,NA
acysbmn,NA
hmtria,NA
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
2mecdp,SFRQRNJMIIUYDI-UHNVWZDZSA-L
2mcit,YNOXCRMFGMSKIJ-NFNCENRGSA-K
L2aadp6sa,GFXYTQPNNXGICT-YFKPBYRVSA-N
trnatyr,NA
cholenec8coa,NA
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N
isotbsinol_13R,NA
octa,WWZKQHOCKIZLMA-UHFFFAOYSA-M
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
doscoa,NA
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L
tmbhn,NA
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L
decdp,FSCYHDCTHRVSKN-CMVHWAPMSA-K
rhcys,IQFWYNFDWRYSRA-BLELIYKESA-N
pacald,DTUQWGWMVIHBKE-UHFFFAOYSA-N
hdcoa,NA
phdcacoa,NA
triat,NA
peptido_EC,NA
bccp,NA
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H
mkmeroacidACP,NA
uaGgla,SULOOAFLXMQJSF-OGDYFQGPSA-K
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
ppm,NA
dutp,AHCYMLUZIRLXAA-SHYZEUOFSA-J
fc1p,KNYGWWDTPGSEPD-LFRDXLMFSA-L
hphthiocnylcoa,NA
aqcobal,NA
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K
pphthiocerol,NA
tag_TB,NA
selnp,JRPHGDYSKGJTKZ-UHFFFAOYSA-K
co2,CURLTUGMZLYLDI-UHFFFAOYSA-N
mycobilin,NA
camp,IVOMOUWHDPKRLL-KQYNXXCUSA-M
acg5p,FCVIHFVSXHOPSW-YFKPBYRVSA-K
hpmdtria,NA
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
hpglu,RXWVHRYZTWZATH-XSLAGTTESA-J
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K
adcobhex,AXZSUSWNAXMBBB-NQYRMHKHSA-L
rbzn,NA
cmp,IERHLVCPSMICTF-XVFCMESISA-L
hemeO,FISPASSVCDRERW-ARQJTVBPSA-J
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L
pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K
udpgalfur,ZQLQOXLUCGXKHS-SIAUPFDVSA-L
PIM6,PVRNLLQYWFCITI-YRZCAKCQSA-M
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L
mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N
betald,SXKNCCSPZDCRFD-UHFFFAOYSA-N
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
isotbsinol_13S,NA
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
gluala,WQXXXVRAFAKQJM-WHFBIAKZSA-M
octdcoa,NA
psd5p,NA
alpro,NA
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
andrs14dn317dn,NA
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
c3dodcoa,NA
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K
alatrna,NA
hercyn,NA
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
ugggmda,NA
sucbz,YIVWQNVQRXFZJB-UHFFFAOYSA-L
acon_T,GTZCVFVGUGFEME-HNQUOIGGSA-K
fmcbtt,NA
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
h2co3,NA
hcholc8coa,NA
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
ptd1ino160190,NA
glu5p,PJRXVIJAERNUIP-VKHMYHEASA-L
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
mcbtt,WTCKJYQWPPSOES-UHFFFAOYSA-N
Ac1PIM3,NA
pa190190,NA
hepdp,LSJLEXWXRKTZAJ-YUIIPXGZSA-K
adcobdam,OCNLJCZKGHKJGF-QOCQOLRHSA-N
uaagmda,OXJNZXDFVLDLEI-MBCYCBSHSA-J
meroacidcyc2ACP,NA
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
peptido_TB1,NA
malt,GUBGYTABKSRVRQ-PICCSMPSSA-N
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N
hhd,NA
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
ACP,NA
3hsa,NA
cobalt2,XLJKHNWPARRRJB-UHFFFAOYSA-N
hdcea,NA
dtdpglu,YSYKRGRSMLTJNL-URARBOGNSA-L
8oxgtp,NA
gam6p,XHMJOUIAFHJHBW-IVMDWMLBSA-M
pg190,NA
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
hexscoa,NA
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
agdpcbi,IQTYKHRKNGVJEO-RRMAJTJESA-K
urea,XSQUKJJJFZCRTK-UHFFFAOYSA-N
rdmbzi,HLRUKOJSWOKCPP-SYQHCUMBSA-N
tartr__L,FEWJPZIEWOKRBE-JCYAYHJZSA-L
2mcacn,NUZLRKBHOBPTQV-ARJAWSKDSA-K
tamhexc,NA
uGgla,PFMVORMCVGOQKR-XEKCPOMLSA-K
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N
n6hlysmal,NA
arab__D,SRBFZHDQGSBBOR-ZRMNMSDTSA-N
pmcoa,LYCRXMTYUZDUGA-UYRKPTJQSA-I
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J
hisp,CWNDERHTHMWBSI-YFKPBYRVSA-M
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M
trnaphe,NA
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M
malt1p,NA
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
igam,NA
tmha4,NA
hexdp,NGFSMHKFTZROKJ-MMSZMYIBSA-K
m1ocdca,HPEUJPJOZXNMSJ-UHFFFAOYSA-N
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
mmycolate87,NA
ptcoa,RXUATCUKICAIOA-ZMHDXICWSA-J
hco3,BVKZGUZCCUSVTD-UHFFFAOYSA-M
trnaglu,NA
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L
decda_tb,YRIPSPRNAZBQAG-VFEJOPGXSA-M
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N
ggdp,OINNEUNVOZHBOX-QIRCYJPOSA-K
dhor__S,UFIVEPVSAGBUSI-REOHCLBHSA-M
glyclt,AEMRFAOFKBGASW-UHFFFAOYSA-M
appl,HXKKHQJGJAFBHI-GSVOUGTGSA-O
hmbpp,NA
phdcaACP,NA
cchol,NA
dmbhn,NA
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J
mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
co1dam,NKLHEMWEQJCPPF-OKJGWHJPSA-H
kmycolate,NA
trdrd,NA
agalfragund,NA
decdman1p_tb,NA
tre6mmp,NA
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
hia,NA
udp,XCCTYIAWTASOJW-XVFCMESISA-K
co2dam,IADMSJRJSGLGJI-OKJGWHJPSA-H
pre4,IOBDBIPWYQGVMM-VLMJWMIZSA-F
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L
mfrrppdima,NA
ugmag,NA
mi3p__D,INAPMGSXUVUWAF-PTQMNWPWSA-L
dodcoa,NA
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
pran,PMFMJXPRNJUYMB-GWOFURMSSA-K
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K
tmha5,NA
bhb,WHBMMWSBFZVSSR-GSVOUGTGSA-M
hpmtria,NA
mmeroacidACP,NA
ptcys,QSYCTARXWYLMOF-CBAPKCEASA-M
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
id3acald,WHOOUMGHGSPMGR-UHFFFAOYSA-N
prephthcoa,NA
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M
uaaAgtla,NA
crn,PHIQHXFUZVPYII-ZCFIWIBFSA-N
bmnmsh,NA
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
hipocoa,NA
ocholc8coa,NA
tarab__D,NA
udpg,HSCJRCZFDFQWRP-RDKQLNKOSA-L
2mop,VOKUMXABRRXHAR-UHFFFAOYSA-M
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
prephth,NA
thmpp,AYEKOFBPNLCAJY-UHFFFAOYSA-L
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M
salc,YGSDEFSMJLZEOE-UHFFFAOYSA-M
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
5dglcn,IZSRJDGCGRAUAR-MROZADKFSA-M
PIM2,WQFXOEJTASQGNX-XAXPYQTGSA-M
pdima,NA
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L
octscoa,NA
ibcoa,AEWHYWSPVRZHCT-NDZSKPAWSA-J
iletrna,NA
dcyt,CKTSBUTUHBMZGZ-SHYZEUOFSA-N
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
tamocta,NA
4hoxoh,ALFQPWXBAWHVDP-UHFFFAOYSA-M
eiscoa,NA
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
dann,KCEGBPIYGIWCDH-UHFFFAOYSA-O
mobd,MEFBJEMVZONFCJ-UHFFFAOYSA-N
mcbtm,NA
pe160,SLKDGVPOSSLUAI-PGUFJCEWSA-N
ttdca,NA
asntrna,NA
hepcoa,NA
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
omdtria,NA
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L
clpn160190,NA
25dhpp,NA
sl659,NA
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M
cystrna,NA
for,BDAGIHXWWSANSR-UHFFFAOYSA-M
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N
meroacidcyc2AMP,NA
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L
35cgmp,ZOOGRGPOEVQQDX-UUOKFMHZSA-M
ad,DLFVBJFMPXGRIB-UHFFFAOYSA-N
gmhep17bp,LMTGTTLGDUACSJ-NNPWBXLPSA-J
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M
uaaGgla,ULXTYUPMJXVUHQ-OVTFQNCVSA-K
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L
andrstndn,NA
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
seramp,UVSYURUCZPPUQD-MACXSXHHSA-M
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
ttc,NA
LM,NA
4abz,ALYNCZNDIQEVRV-UHFFFAOYSA-M
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
agm,QYPPJABKJHAVHS-UHFFFAOYSA-P
dtdp4d6dg,PSXWNITXWWECNY-UCBTUHGZSA-L
sucarg,UMOXFSXIFQOWTD-LURJTMIESA-M
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
d2hdodcoa,NA
galfragund,NA
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
4hbzACP,NA
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
mshfald,NA
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
2me4p,XMWHRVNVKDKBRG-UHNVWZDZSA-L
leu__L,ROHFNLRQFUQHCH-YFKPBYRVSA-N
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
uama,NTMMCWJNQNKACG-KBKUWGQMSA-K
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N
ochol,NA
gmp,RQFCJASXJCIDSX-UUOKFMHZSA-L
mocdca,BEOUGZFCUMNGOU-UHFFFAOYSA-M
pgp160190,NA
phbz2,NA
cholp,YHHSONZFOIEMCP-UHFFFAOYSA-M
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
