metname,inchikey
udcp,TXKJNHBRVLCYFX-RDQGWRCRSA-N
haram,NA
5mthf,ZNOVTXRBGFNYRX-STQMWFEESA-L
tagur,IZSRJDGCGRAUAR-WDCZJNDASA-M
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N
tagdp__D,RNBGYGVWRKECFJ-OEXCPVAWSA-J
arbt6p,FBHYCDOVYMVLEN-RMPHRYRLSA-L
dump,JSRLJPSBLDHEIO-SHYZEUOFSA-L
trnatyr,NA
DNA_LLA,NA
g3pi,BMVUIWJCUQSHLZ-UJGXJMNGSA-M
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N
orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M
nh4,QGZKDVFQNNGYKY-UHFFFAOYSA-O
trdrd,NA
amet,MEFKEPWMEQBLKI-AIRLBKTGSA-O
mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L
n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P
fum,VZCYOOQTPOCHFL-OWOJBTEDSA-L
glntrna,NA
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N
3htdacp,NA
grdp,GVVPGTZRZFNKDS-JXMROGBWSA-K
etoh,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N
mnl,FBPFZTCFMRRESA-KVTDHHQDSA-N
2ahbut,VUQLHQFKACOHNZ-LURJTMIESA-M
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L
nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J
trnaasn,NA
protrna,NA
udpgalfur,ZQLQOXLUCGXKHS-SIAUPFDVSA-L
thymd,IQFYYKKMVGJFEH-XLPZGREQSA-N
indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N
uAgla,PFMVORMCVGOQKR-XNCOKRRHSA-K
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M
3mba,NA
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J
d12dg_LLA,NA
dtdp6dm,NA
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L
udp,XCCTYIAWTASOJW-XVFCMESISA-K
3oxocdacp,NA
cbp,FFQKYPRQEYGKAF-UHFFFAOYSA-L
udcpp,UFPHFKCTOZIAFY-RDQGWRCRSA-L
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L
2mbald,BYGQBDHUGHBGMD-UHFFFAOYSA-N
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N
pram,SKCBPEVYGOQGJN-TXICZTDVSA-M
ura,ISAKRJDGNUQOIC-UHFFFAOYSA-N
4ppcys,XQYALQVLCNHCFT-CBAPKCEASA-K
trnaala,NA
ru5p__D,FNZLKVNUWIIPSJ-UHNVWZDZSA-L
pyr,LCTONWCANYUPML-UHFFFAOYSA-M
acmanap,QDSLHWJDSQGPEE-WCTZXXKLSA-L
skm,JXOHGGNKMLTUBP-HSUXUTPPSA-M
utp,PGAVKCOVUIYSFO-XVFCMESISA-J
dtdpglc,NA
gua,UYTPUPDQBNUYGX-UHFFFAOYSA-N
dctp,RGWHQCVHVJXOKC-SHYZEUOFSA-J
2dhp,PKVVTUWHANFMQC-UHFFFAOYSA-M
ribflv,AUNGANRZJHBGPY-SCRDCRAPSA-M
apoACP,NA
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M
pacald,DTUQWGWMVIHBKE-UHFFFAOYSA-N
trnathr,NA
2ahhmd,FCQGJGLSOWZZON-UHFFFAOYSA-L
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L
trnagly,NA
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L
3hdeacp,NA
pphn,FPWMCUPFBRFMLH-XGAOUMNUSA-L
10fthf,AUFGTPPARQZWDO-YPMHNXCESA-L
dtdp4d6dm,PSXWNITXWWECNY-LPVGZGSHSA-L
trptrna,NA
cdpdag_LLA,NA
udcpdp,NTXGVHCCXVHYCL-RDQGWRCRSA-K
pran,PMFMJXPRNJUYMB-GWOFURMSSA-K
2beacp,NA
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M
agly3p_LLA,NA
iletrna,NA
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J
drib,PDWIQYODPROSQH-PYHARJCCSA-N
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J
adp,XTWYTFMLZFPYCI-KQYNXXCUSA-K
mi1p__D,INAPMGSXUVUWAF-UOTPTPDRSA-L
trdox,NA
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L
mhpglu,HVRNKDVLFAVCJF-VJANTYMQSA-J
cdprbtl,NA
acp,NA
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K
clpn_LLA,NA
fmet,PYUSHNKNPOHWEZ-YFKPBYRVSA-M
ipdp,NUHSROFQTUXZQQ-UHFFFAOYSA-K
mnl1p,GACTWZZMVMUKNG-KVTDHHQDSA-L
sbt__D,FBPFZTCFMRRESA-JGWLITMVSA-N
2mba,NA
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L
cmp,IERHLVCPSMICTF-XVFCMESISA-L
cbasp,HLKXYZVTANABHZ-REOHCLBHSA-L
ocdacp,NA
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K
hdeacp,NA
trnaarg,NA
dgsn,YKBGVTZYEHREMT-KVQBGUIXSA-N
indpyr,RSTKLPZEZYGQPY-UHFFFAOYSA-M
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M
2hxmp,CQRYARSYNCAZFO-UHFFFAOYSA-N
acmalt,IJVLHLCOMOKFHH-DURRTVQMSA-N
asp__D,CKLJMWTZIZZHCS-UWTATZPHSA-M
3oxocacp,NA
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N
xmp,DCTLYFZHFGENCW-UUOKFMHZSA-L
acmana,MBLBDJOUHNCFQT-XAMCCFCMSA-N
lyspg_LLA,NA
histd,ZQISRDCJNBUVMM-YFKPBYRVSA-O
o2s,OUUQCZGPVNCOIJ-UHFFFAOYSA-M
fmettrna,NA
PROT_LLA,NA
5pmev,OKZYCXHTTZZYSK-ZCFIWIBFSA-K
gdp,QGWNDRXFNXRZMB-UUOKFMHZSA-K
uamr,NQBRVZNDBBMBLJ-MQTLHLSBSA-K
histrna,NA
26dap__M,GMKMEZVLHJARHF-SYDPRGILSA-N
tre,HDTRYLNUVZCQOY-LIZSDCNHSA-N
unagama,NA
trnaser,NA
dnad,SENPVEZBRZQVST-HISDBWNOSA-L
ala__L,QNAYBMKLOCPYGJ-REOHCLBHSA-N
3ig3p,NQEQTYPJSIEPHW-MNOVXSKESA-L
malthp,ZHZITDGOAFCURV-VVTKTIMZSA-N
atp,ZKHQWZAMYRWXGA-KQYNXXCUSA-J
g1p_B,HXXFSFRBOHSIMQ-DVKNGEFBSA-L
rhcys,IQFWYNFDWRYSRA-BLELIYKESA-N
gar,OBQMLSFOUZUIOB-HJZCUYRDSA-M
ch4s,LSDPWZHWYPCBBB-UHFFFAOYSA-N
3hddacp,NA
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J
ACP,NA
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K
din,VGONTNSXDCQUGY-RRKCRQDMSA-N
pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L
nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K
2mop,VOKUMXABRRXHAR-UHFFFAOYSA-M
dtmp,GYOZYWVXFNDGLU-XLPZGREQSA-L
nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L
uAgl,RLNOPSGEZLGFAH-BSIIKIOPSA-K
ddeacp,NA
trnaleu,NA
mev__R,KJTLQQUUPVSXIM-ZCFIWIBFSA-M
trp__L,QIVBCDIJIAJPQS-VIFPVBQESA-N
octdp,IKKLDISSULFFQO-DJMILUHSSA-K
glc__D,WQZGKKKJIJFFOK-GASJEMHNSA-N
tag6p__D,BGWGXPAPYGQALX-OEXCPVAWSA-L
3hbacp,NA
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N
23dhdp,UWOCFOFVIBZJGH-YFKPBYRVSA-L
oxa,MUBZPKHOEPUJKR-UHFFFAOYSA-L
s7p,JDTUMPKOJBQPKX-GBNDHIKLSA-L
2tdeacp,NA
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K
3oxtdacp,NA
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N
unagamagp,NA
6pgg,NA
trnaasp,NA
1pyr5c,DWAKNKKXGALPNW-UHFFFAOYSA-M
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N
decacp,NA
adprib,SRNWOUGRCWSEMX-TYASJMOZSA-L
leutrna,NA
2chdeacp,NA
5odhf2a,ZPEHSARSWGDCEX-UHFFFAOYSA-M
phetrna,NA
2tddacp,NA
glcur,AEMOLEFTQBMNLQ-AQKNRBDQSA-M
ibcoa,AEWHYWSPVRZHCT-NDZSKPAWSA-J
suchms,GNISQJGXJIDKDJ-YFKPBYRVSA-M
tre6p,LABSPYBHMPDTEL-LIZSDCNHSA-L
23dhmp,PDGXJDXVGMHUIR-UJURSFKZSA-M
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O
5aizc,XFVULMDJZXYMSG-ZIYNGMLESA-L
trnatrp,NA
ptrc,KIDHWZJUCRJVML-UHFFFAOYSA-P
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N
4adcho,OIUJHGOLFKDBSU-HTQZYQBOSA-M
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L
fdxr_42,NA
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K
3hocacp,NA
acACP,NA
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M
chitin,NA
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K
imp,GRSZFWQUAKGDAV-KQYNXXCUSA-L
actn__R,ROWKJAVDOGWPAT-GSVOUGTGSA-N
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L
dgtp,HAAZLUGHYHWQIW-KVQBGUIXSA-J
34hpp,KKADPXVIOXHVKN-UHFFFAOYSA-M
mql7,VFGNPJRRTKMYKN-LJWNYQGCSA-N
methf,MEANFMOQMXYMCT-OLZOCXBDSA-M
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N
asntrna,NA
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N
f1p,RHKKZBWRNHGJEZ-VRPWFDPXSA-L
thrtrna,NA
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K
r1p,YXJDFQJKERBOBM-TXICZTDVSA-L
mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M
5dpmev,SIGQQUBJQXSAMW-ZCFIWIBFSA-J
maltpt,FTNIPWXXIGNQQF-DWTFCAFKSA-N
4met2obut,SXFSQZDSUWACKX-UHFFFAOYSA-M
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L
gtp,XKMLYUALXHKNFT-UUOKFMHZSA-J
malthx,OCIBBXPLUVYKCH-QXVNYKTNSA-N
galur,AEMOLEFTQBMNLQ-YMDCURPLSA-M
glycogen,NA
gcald,WGCNASOHLSPBMP-UHFFFAOYSA-N
pg_LLA,NA
argsuc,KDZOASGQNOPSCU-ZBHICJROSA-M
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L
salcn6p,FSJKOMDYZYBBLV-UJPOAAIJSA-L
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N
xtsn,UBORTCNDUKBEOP-UUOKFMHZSA-N
3hpaacp,NA
gal1p,HXXFSFRBOHSIMQ-FPRJBGLDSA-L
gthrd,RWSXRVCMGQZWBV-WDSKDSINSA-M
ACP_2,NA
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L
dttp,NHVNXKFIZYSCEB-XLPZGREQSA-J
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I
2shchc,QJYRAJSESKVEAE-PSASIEDQSA-L
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N
m12dg_LLA,NA
h,GPRLSGONYQIRFK-UHFFFAOYSA-N
sucr,CZMRCDWAGMRECN-UGDNZRGBSA-N
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N
mn2,WAEMQWOKJMHJLA-UHFFFAOYSA-N
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N
dhap,GNGACRATGGDKBX-UHFFFAOYSA-L
dcdp,FTDHDKPUHBLBTL-SHYZEUOFSA-K
2dr5p,ALQNUOMIEBHXQG-CRCLSJGQSA-L
itp,HAEJPQIATWHALX-KQYNXXCUSA-J
3hhacp,NA
dad_2,OLXZPDWKRNYJJZ-RRKCRQDMSA-N
acgam6p,BRGMHAYQAZFZDJ-RTRLPJTCSA-L
trnaphe,NA
air,PDACUKOKVHBVHJ-ZRTZXPPTSA-M
trnalys,NA
butacp,NA
acg5sa,BCPSFKBPHHBDAI-LURJTMIESA-M
trnagln,NA
argtrna,NA
LTAAlaGal_LLA,NA
3oxddacp,NA
4ahmmp,VUTBELPREDJDDH-UHFFFAOYSA-N
aaacp,NA
pa_LLA,NA
unaga,NEVJGTXBHJNFAZ-JXCMATCVSA-L
glyc3p,AWUCVROLDVIAJX-GSVOUGTGSA-L
orn__L,AHLPHDHHMVZTML-BYPYZUCNSA-O
2theacp,NA
csn,OPTASPLRGRRNAP-UHFFFAOYSA-N
trnaglu,NA
dudp,QHWZTVCCBMIIKE-SHYZEUOFSA-K
uaaAgla,NA
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J
hepdp,LSJLEXWXRKTZAJ-YUIIPXGZSA-K
2ddg6p,OVPRPPOVAXRCED-WVZVXSGGSA-K
achms,FCXZBWSIAGGPCB-YFKPBYRVSA-N
2dmmq8,GDUBPWSFXUAETN-AENDIINCSA-N
2mpa,NA
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N
cpocdacp,NA
g3pg,LLCSXHMJULHSJN-UHFFFAOYSA-M
cit,KRKNYBCHXYNGOX-UHFFFAOYSA-K
nadp,XJLXINKUBYWONI-NNYOXOHSSA-K
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J
rib__D,HMFHBZSHGGEWLO-SOOFDHNKSA-N
spmd,ATHGHQPFGPMSJY-UHFFFAOYSA-Q
LTAala_LLA,NA
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N
hqn,QIGBRXMKCJKVMJ-UHFFFAOYSA-N
dimp,PHNGFPPXDJJADG-RRKCRQDMSA-L
diact,QSJXEFYPDANLFS-UHFFFAOYSA-N
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N
citr__L,RHGKLRLOHDJJDR-BYPYZUCNSA-N
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M
2ctdeacp,NA
mqn8,LXKDFTDVRVLXFY-WQWYCSGDSA-N
met__L,FFEARJCKVFRZRR-BYPYZUCNSA-N
3hocdacp,NA
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M
3oxdeacp,NA
cdpglyc,HHPOUCCVONEPRK-JBSYKWBFSA-L
malacp,NA
dtdp4d6dg,PSXWNITXWWECNY-UCBTUHGZSA-L
icit,ODBLHEXUDAPZAU-UHFFFAOYSA-K
phom,FXDNYOANAXWZHG-VKHMYHEASA-L
adpglc,WFPZSXYXPSUOPY-ROYWQJLOSA-L
ribflvRD,SGSVWAYHEWEQET-SCRDCRAPSA-N
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M
fru,RFSUNEUAIZKAJO-VRPWFDPXSA-N
ser__D,MTCFGRXMJLQNBG-UWTATZPHSA-N
acara,NA
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K
2hxic__L,NA
cystrna,NA
chol,OEYIOHPDSNJKLS-UHFFFAOYSA-N
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N
glyald,MNQZXJOMYWMBOU-VKHMYHEASA-N
met__D,FFEARJCKVFRZRR-SCSAIBSYSA-N
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M
RNA_LLA,NA
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N
3oxhacp,NA
4cml,DHCUIDTZCMREHG-UHFFFAOYSA-L
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O
2ddglcn,WPAMZTWLKIDIOP-WVZVXSGGSA-M
octacp,NA
gam1p,YMJBYRVFGYXULK-QZABAPFNSA-M
btd_RR,NA
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K
2h3mp,NA
ohpb,MZJFVXDTNBHTKZ-UWTATZPHSA-K
3mbal,NA
glytrna,NA
trnacys,NA
2thdeacp,NA
glutrnagln,NA
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N
LTA_LLA,NA
5fothf,NA
ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N
aacoa,OJFDKHTZOUZBOS-CITAKDKDSA-J
oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L
PROT_LLA_v3,NA
